#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Borth    2015 20141015 20150604 20151025 581000 436208 1398  6.60 510    NA  4.21 600   .00   .39   3.37   -.84   2.53   2.96   -.46   2.51
Br1      2015 20140930 20150415 20151015 630420 401600  107    NA  NA   .97    NA  NA  8.20   .00   -.97  -8.20  -9.17   -.97  -8.20  -9.17
Br2      2015 20140930 20150415 20151015 627890 403048  229   .05 900    NA    NA  NA  5.89   .00    .04  -5.94  -5.89    .04  -5.94  -5.89
Br3      2015       NA 20150415 20151015 626460 406928  398  1.45 500    NA    NA  NA  4.28    NA    .72  -5.00  -4.28    .72  -5.00  -4.28
Br4      2015 20140930 20150415 20151015 629421 411188  524  2.25 470    NA    NA  NA  3.89    NA   1.06  -4.95  -3.89   1.06  -4.95  -3.89
Br7      2015 20141011 20150513 20151022 631181 432490 1244  5.83 485    NA  3.46 600   .00   .12   2.83   -.75   2.08   2.62   -.63   1.98
Bru      2015 20141011 20150511 20151023 646932 468278  769  1.24 487    NA    NA  NA  3.83   .02    .60  -4.43  -3.83    .60  -4.41  -3.80
Bud      2015 20141011 20150511 20151023 643665 458803 1133  3.92 490    NA  1.05 600   .00   .33   1.92  -1.29    .63   1.86   -.96    .91
D01-15   2015       NA 20150322       NA 595928 474865 1121  2.47 476    NA    NA 600    NA    NA   1.49     NA     NA   1.49     NA     NA
D02-15   2015       NA 20150322       NA 606798 469398 1053  1.26 466    NA    NA 600    NA    NA    .76     NA     NA    .76     NA     NA
D05      2015 20141013 20150510 20151024 599612 468637 1199  3.69 471    NA   .92 600   .00   .06   1.74  -1.19    .55   1.53  -1.13    .40
D07      2015 20141013 20150510 20151024 596196 461184 1368  4.98 458    NA  3.11 600   .00   .07   2.28   -.42   1.87   2.09   -.35   1.74
D09      2015 20141013 20150510 20151024 595542 449106 1578  5.40 482    NA  4.20 600   .00   .24   2.60   -.08   2.52   2.26    .16   2.43
D12      2015 20141013 20150509 20151024 596038 443888 1644  6.28 461    NA  5.41 600   .00   .23   2.90    .35   3.24   2.51    .58   3.09
E01      2015 20141011 20150512 20151023 664141 470011  678  1.55 552    NA    NA  NA  3.42   .04    .85  -4.28  -3.42    .85  -4.24  -3.38
E02      2015 20141011 20150512 20151023 662408 465593  952  3.19 513    NA    NA  NA   .74   .04   1.64  -2.38   -.74   1.59  -2.34   -.74
E03      2015 20141011 20150512 20151023 661912 460983 1185  5.60 473    NA  3.13 600   .00   .07   2.65   -.77   1.88   2.53   -.70   1.83
E04      2015 20141011 20150512 20151023 661926 457792 1286  6.76 481    NA  4.80 600   .00   .12   3.25   -.37   2.88   3.00   -.24   2.76
Fl01     2015 20141011 20150513 20151022 647950 440722 1344  7.06 458    NA  4.78 600   .00   .24   3.24   -.37   2.87   2.94   -.13   2.81
G02      2015 20141015 20150602 20151025 582041 439504 1557  4.93 504    NA  2.88 600   .00   .32   2.48   -.76   1.73   2.10   -.44   1.66
G03      2015 20141015 20150603 20151025 583083 442505 1652  6.14 513    NA  4.85 600   .00   .32   3.15   -.24   2.91   2.75    .07   2.82
G04      2015 20141015 20150603 20151025 584061 445451 1682  6.17 511    NA  5.67 600   .00   .34   3.15    .25   3.40   2.81    .59   3.41
Gb2      2015 20141011 20150512 20151023 643723 455304 1198  4.51 440    NA  2.20 600   .00   .07   1.98   -.66   1.32   1.85   -.59   1.26
Go1      2015 20141015 20150603 20151025 575953 452669 1755  5.93 518    NA  5.12 600   .00    NA   3.07     NA   3.07   2.66     NA   2.66
Haab     2015 20141014 20150603 20151025 577235 428425 1726  6.81 492    NA  6.39 600   .00   .88   3.35    .48   3.84   2.79   1.36   4.15
Hof01    2015 20141011 20150512 20151023 663194 452977 1138  5.71 480    NA  3.01 600   .00   .17   2.76   -.95   1.81   2.55   -.78   1.77
K01      2015 20141015 20150509 20151026 554447 454347 1058  2.67 465    NA    NA  NA  1.21   .00    .76  -1.96  -1.21    .76  -1.96  -1.21
K02      2015 20141015 20150509 20151026 556145 453731 1175  3.42 510    NA    NA  NA   .34   .04   1.74  -2.08   -.34   1.60  -2.05   -.45
K03      2015 20141015 20150509 20151026 558803 452722 1294  4.04 520    NA  1.01 600   .00   .04   2.09  -1.48    .61   1.94  -1.44    .50
K04      2015 20141015 20150509 20151026 562142 450860 1484  4.58 491    NA  2.60 600   .00   .23   2.25   -.69   1.56   1.99   -.46   1.54
K05      2015 20141016 20150509 20151026 567584 451424 1678  5.30 487    NA  4.39 600   .00   .28   2.28    .35   2.63   1.91    .64   2.54
K06      2015 20140911 20150604 20151026 570618 460614 1965  6.42 496    NA  6.16 600   .00   .39   3.19    .51   3.70   3.02    .90   3.92
K07      2015 20141016 20150509 20151026 562487 443254 1531  5.14 491    NA  3.48 600   .00   .30   2.53   -.43   2.09   2.26   -.13   2.13
S01      2015 20141014 20150507 20151026 556856 402072  737  2.29 540    NA    NA  NA  2.46   .04   1.24  -3.69  -2.46   1.22  -3.66  -2.44
S02      2015 20141014 20150507 20151026 557507 411658 1007  3.83 485    NA    NA  NA   .60   .07   1.86  -2.46   -.60   1.68  -2.39   -.70
S04      2015 20141014 20150507 20151026 557972 419163 1157  4.48 499    NA  1.12 600   .00   .09   2.23  -1.56    .67   2.06  -1.47    .59
Skf01    2015 20141011 20150513 20151022 641132 425199 1280  7.13 491    NA  4.98 600   .00   .14   3.50   -.51   2.99   3.17   -.37   2.80
T01      2015 20141014 20150507 20151026 541724 425008  741  1.40 428    NA    NA  NA  4.83   .00    .60  -5.43  -4.83    .56  -5.43  -4.88
T02      2015 20141014 20150507 20151026 545159 425269  938  3.63 500    NA    NA  NA  1.05   .04   1.81  -2.87  -1.05   1.71  -2.83  -1.12
T03      2015 20141014 20150507 20151027 549467 426471 1073  3.67 494    NA    NA  NA   .36   .11   1.81  -2.18   -.36   1.64  -2.07   -.43
T04      2015 20141014 20150507 20151027 555127 428665 1219  4.51 479    NA  1.21 600   .00   .18   2.16  -1.44    .73   1.94  -1.25    .68
T05      2015 20141014 20150507 20151027 561945 430558 1341  4.39 459    NA  1.99 600   .00   .24   2.02   -.82   1.19   2.02   -.58   1.43
T06      2015 20141014 20150508 20151027 567072 434372 1462  5.36 463    NA  3.64 600   .00   .35   2.48   -.30   2.18   2.15    .06   2.21
T07      2015 20141014 20150509 20151025 571317 436344 1560  5.50 478    NA  3.88 600   .00   .46   2.63   -.30   2.33   2.27    .15   2.43
T08      2015 20141014 20150509 20151025 574017 438309 1633  5.68 478    NA  4.71 600   .00   .49   2.72    .11   2.83   2.32    .60   2.92
