#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2015 20141011 20150513 20151022 630477 439239 1355  5.47 479    NA  2.75 600   .00   .12   2.62   -.97   1.65   2.37   -.85   1.52
B09      2015 20141012 20150511 20151024 638441 475389  745   .95 410    NA    NA  NA  4.15   .04    .39  -4.54  -4.15    .39  -4.50  -4.11
B10      2015 20141012 20150511 20151024 637585 472834  801  1.23 420    NA    NA  NA  2.77   .04    .52  -3.29  -2.77  -2.98  -3.25  -6.23
B11      2015 20141012 20150511 20151024 634822 467633  957  2.61 391    NA    NA  NA   .96   .07   1.02  -1.99   -.96    .99  -1.92   -.93
B12      2015 20141012 20150511 20151024 632127 462526 1074  3.44 440    NA   .47 600   .00   .07   1.51  -1.23    .28 -12.49  -1.16 -13.65
B13      2015 20141012 20150511 20151023 627964 455357 1213  4.38 476    NA  2.14 600   .00   .06   2.09   -.80   1.28   1.95   -.74   1.21
B14      2015 20141012 20150510 20151023 624215 449850 1312  5.03 497    NA  3.00 600   .00   .14   2.49   -.69   1.80   2.24   -.55   1.69
B15      2015 20141012 20150510 20151023 620200 443826 1397  5.33 482    NA  3.96 600   .00   .14   2.57   -.19   2.38   2.27   -.05   2.22
B16      2015 20141016 20150510 20151028 611816 435396 1523  5.33 476    NA  3.88 600   .00   .32   2.36   -.03   2.33   1.99    .29   2.27
B17      2015 20141012 20150510 20151023 620570 459175 1210  4.04 469    NA   .97 600   .00   .05   1.90  -1.31    .58   1.76  -1.26    .50
B18      2015 20141011 20150512 20151023 643867 450621 1310  5.65 460    NA  3.47 600   .00   .12   2.60   -.52   2.08   2.42   -.40   2.02
B19      2015 20141011 20150512 20151022 648161 444029 1428  7.33 473    NA  6.16 600   .00   .14   3.47    .23   3.70   3.14    .37   3.51
Bafk01   2015       NA 20150604 20151025 571764 458117 1914  6.30 507    NA    NA 600    NA    NA   3.19     NA     NA   3.19     NA     NA
Bafk02   2015       NA 20150610 20151026 574946 458647 1872  6.37 503    NA  5.87 600   .00   .46   3.20    .32   3.52   3.20    .78   3.98
Bafk03   2015       NA 20150610 20151026 576515 460093 1840  5.00 470    NA  4.80 600   .00   .32   2.34    .54   2.88   2.34    .85   3.19
Bafk04   2015       NA 20150610 20151025 574843 462652 1889  5.15 246    NA    NA 600    NA    NA   2.39     NA     NA   2.39     NA     NA
Barc     2015       NA 20150607 20151026 574280 460797 1872  7.77 510    NA    NA 600    NA   .46   3.96     NA     NA   3.96     NA     NA
BB0      2015 20141011 20150513 20151022 640689 433975 1517  7.01 479    NA  6.01 600   .00   .28   3.36    .24   3.61   2.89    .53   3.41
Bor      2015 20141015 20150602 20151025 580201 435911 1397  6.59 510    NA  4.00 600   .00   .32   3.34   -.94   2.40   2.95   -.62   2.33
