#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
K01      2009 20080930 20090510 20091015 553657 454682  983  1.40 416    NA    NA  NA  3.87   .01    .58  -4.45  -3.87    .58  -4.45  -3.86
K02      2009 20080930 20090510 20091015 555143 454347 1113  2.32 556    NA    NA  NA  2.59   .01   1.29  -3.88  -2.59   1.29  -3.87  -2.58
K03      2009 20080930 20090510 20091015 558769 452755 1300  3.03 455    NA    NA  NA   .56   .05   1.38  -1.94   -.56   1.24  -1.88   -.64
K04      2009 20080930 20090510 20091015 562142 450856 1493  4.50 476    NA  2.13 600   .00   .09   2.14   -.86   1.28   1.90   -.78   1.12
K05      2009 20080930 20090510 20091015 567554 451443 1684  5.13 457    NA  3.25 600   .00   .32   2.34   -.39   1.95   2.06   -.07   1.99
K06      2009 20080930 20090604 20091015 570611 460604 1968  4.56 462    NA  3.58 600   .00   .54   2.11    .04   2.15   1.76    .58   2.33
K07      2009 20080930 20090510 20091015 562477 443242 1538  5.06 459    NA  2.66 600   .00   .21   2.32   -.72   1.60   2.11   -.52   1.60
S01      2009 20081213 20090509 20091011 556870 400615  720   .73 587    NA    NA  NA  4.28   .01    .43  -4.71  -4.28    .18  -4.71  -4.52
S02      2009 20081213 20090509 20091011 557458 411646 1015  3.57 567    NA    NA  NA  1.14   .01   2.02  -3.17  -1.14   1.74  -3.16  -1.42
S04      2009 20081213 20090509 20091011 557935 419163 1164  3.81 470    NA    NA  NA   .42   .10   1.79  -2.21   -.42   1.51  -2.11   -.60
T01      2009 20081213 20090509 20091010 541269 424939  749   .40 498    NA    NA  NA  6.33   .01    .20  -6.53  -6.33    .13  -6.52  -6.39
T02      2009 20081213 20090509 20091010 545184 425293  959  2.76 529    NA    NA  NA  1.90   .02   1.46  -3.36  -1.90   1.22  -3.34  -2.13
T03      2009 20080930 20090509 20091011 549465 426463 1082  2.57 551    NA    NA  NA  1.47   .05   1.42  -2.88  -1.47   1.40  -2.83  -1.43
T04      2009 20080928 20090509 20091015 555139 428685 1228  3.90 462    NA   .15 600   .00   .07   1.80  -1.71    .09   1.78  -1.64    .14
T05      2009 20080928 20090510 20091015 562022 430611 1346  3.81 464    NA   .72 600   .00   .14   1.77  -1.34    .43   1.66  -1.20    .47
T06      2009 20080928 20090517 20091015 567042 434362 1460  4.41 481    NA  2.06 600   .00   .24   2.12   -.88   1.24   1.92   -.65   1.27
T07      2009 20080928 20090517 20091015 571356 436383 1564  4.88 481    NA  2.59 600   .00   .24   2.35   -.79   1.55   2.10   -.55   1.55
T08      2009 20080928 20090513 20091015 574008 438293 1638  5.43 452    NA  3.75 600   .00   .10   2.45   -.20   2.25   2.13   -.10   2.03
