#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Fl01     2014 20131002 20140507 20141011 647950 440722 1344  6.12 487    NA  3.43 600   .00   .30   2.98   -.92   2.06   2.93   -.62   2.30
G02      2014 20131004 20140602 20141015 582041 439504 1557  3.26 479    NA  1.60 600   .00   .39   1.56   -.60    .96   1.37   -.21   1.16
G03      2014 20131004 20140602 20141015 583083 442505 1652  3.94 486    NA  2.48 600   .00   .40   1.91   -.42   1.49   1.75   -.02   1.74
G04      2014 20131004 20140602 20141015 584061 445451 1682  3.60 530    NA  2.23 600   .00   .34   1.90   -.56   1.34   1.77   -.22   1.55
Gb2      2014 20131002 20140506 20141011 643723 455304 1198  4.31 505    NA   .72 600   .00   .13   2.18  -1.75    .43   2.18  -1.61    .56
Go1      2014 20131004 20140602 20141015 575953 452669 1755  3.86 498    NA  2.53 600   .00   .41   1.92   -.40   1.52   1.74    .01   1.75
Haab     2014 20131005 20140609 20141014 577235 428425 1726  4.04 490    NA  2.06 600   .00   .56   1.98   -.74   1.24   1.70   -.18   1.52
Hof01    2014 20131002 20140506 20141011 663194 452977 1138  4.30 580    NA   .72 600   .00   .21   2.48  -2.05    .43   2.39  -1.84    .56
K01      2014 20131004 20140505 20141015 554447 454347 1058  1.63 570    NA    NA  NA  3.58   .00    .93  -4.51  -3.58    .93  -4.51  -3.58
K02      2014 20131004 20140505 20141015 556145 453731 1175  1.74 491    NA    NA  NA  2.65   .14    .85  -3.51  -2.65    .82  -3.37  -2.55
K03      2014 20131004 20140505 20141015 558803 452722 1294  1.97 520    NA    NA  NA  1.84   .15   1.02  -2.87  -1.84    .95  -2.72  -1.77
K04      2014 20131004 20140505 20141015 562142 450860 1484  2.42 509    NA    NA  NA   .25   .26   1.23  -1.48   -.25   1.05  -1.22   -.17
K05      2014 20131004 20140505 20141016 567584 451424 1678  3.60 466    NA  2.10 600   .00   .37   1.68   -.42   1.26   1.40   -.04   1.35
K06      2014 20131004 20140602 20140911 570618 460614 1965  4.60 474    NA  4.16 600   .00   .16   2.18    .32   2.50   1.77    .48   2.25
K07      2014 20131004 20140505 20141016 562487 443254 1531  2.51 454    NA   .45 600   .00   .27   1.14   -.87    .27    .91   -.60    .30
S01      2014 20131005 20140504 20141014 556856 402072  737  1.69 664    NA    NA  NA  3.41   .02   1.12  -4.53  -3.41   1.12  -4.52  -3.39
S02      2014 20131005 20140504 20141014 557507 411658 1007  2.69 597    NA    NA  NA  2.21   .17   1.61  -3.82  -2.21   1.60  -3.65  -2.05
S04      2014 20131005 20140504 20141014 557972 419163 1157  2.64 536    NA    NA  NA  1.46   .17   1.42  -2.87  -1.46   1.33  -2.70  -1.37
Skf01    2014 20131002 20140507 20141011 641132 425199 1280  6.85 490    NA  3.44 600   .00   .33   3.36  -1.30   2.06   3.28   -.97   2.31
T01      2014 20131005 20140504 20141014 541724 425008  741   .37 470    NA    NA  NA  6.27   .04    .17  -6.45  -6.27    .17  -6.41  -6.23
T02      2014 20131005 20140504 20141014 545159 425269  938  1.99 600    NA    NA  NA  3.32   .10   1.20  -4.52  -3.32   1.20  -4.41  -3.22
T03      2014 20131005 20140504 20141014 549467 426471 1073  2.00 562    NA    NA  NA  2.11   .17   1.12  -3.23  -2.11   1.12  -3.06  -1.93
T04      2014 20131005 20140504 20141014 555127 428665 1219  2.83 523    NA    NA  NA  1.25   .22   1.48  -2.73  -1.25   1.45  -2.51  -1.06
T05      2014 20131005 20140504 20141014 561945 430558 1341  2.97 457    NA    NA  NA   .52    NA   1.36  -1.88   -.52   1.25  -1.88   -.63
T06      2014 20131005 20140504 20141014 567072 434372 1462  3.63 490    NA  1.47 600   .00   .33   1.78   -.90    .88   1.64   -.56   1.07
T07      2014 20131005 20140504 20141014 571317 436344 1560  3.23 469    NA  1.18 600   .00   .36   1.51   -.80    .71   1.35   -.45    .91
T08      2014 20131004 20140504 20141014 574017 438309 1633  3.67 476    NA  1.86 600   .00   .40   1.75   -.63   1.12   1.55   -.24   1.31
