#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B08      1995 19940915 19950503       NA 639958 478361  712   .88 614    NA    NA  NA    NA    NA    .54     NA     NA    .54     NA     NA
B09      1995 19940915 19950503 19950927 638679 476804  768  2.73 549    NA    NA  NA  3.25   .00   1.50  -4.81  -3.25   1.50  -4.81  -3.25
B10      1995 19940915 19950611 19950927 637479 472881  846  2.04 539    NA    NA  NA  2.09   .00   1.10  -3.19  -2.09   1.10  -3.19  -2.09
B12      1995 19940915 19950502 19950927 632065 462530 1087  2.40 500    NA    NA  NA   .70   .04   1.20  -1.90   -.70   1.20  -1.87   -.67
B13      1995 19940915 19950611 19950928 627952 455345 1241  2.76 471    NA    NA  NA   .49   .05   1.30  -1.79   -.49   1.30  -1.74   -.44
B14      1995 19940915 19950611 19950928 624048 449702 1312  3.58 461    NA   .48 600    NA   .02   1.65  -1.36    .29   1.65  -1.34    .31
B16      1995 19940915 19950611 19950928 611635 434251 1524  4.43 458    NA  2.27 600    NA   .05   2.03   -.67   1.36   2.03   -.62   1.41
Bor      1995 19940915 19950613 19950928 580186 436038 1468  4.71 541    NA  2.57 600    NA   .05   2.55  -1.01   1.54   2.55   -.96   1.59
Br7      1995       NA 19950505 19950928 630339 432179 1297  4.12 519    NA  1.56 600    NA   .07   2.14  -1.20    .94   2.14  -1.13   1.01
D01      1995 19940916 19950501 19950927 606806 479749  838   .50 560    NA    NA  NA  4.91   .00    .28  -5.18  -4.91    .28  -5.18  -4.91
D02      1995       NA 19950501 19950927 606246 478742 1009  1.25 560    NA    NA  NA  4.14   .00    .70  -4.84  -4.14    .70  -4.84  -4.14
D03      1995 19940916 19950501 19950927 606055 476203  969  1.70 518    NA    NA  NA  2.52   .00    .88  -3.40  -2.52    .88  -3.40  -2.52
D05      1995 19940916 19950611 19950927 600112 469457 1193  2.30 430    NA    NA  NA   .56   .00    .99  -1.55   -.56    .99  -1.55   -.56
D07      1995 19940916 19950501 19950927 596195 461096 1398  3.65 449    NA   .63 600    NA   .04   1.64  -1.26    .38   1.64  -1.23    .41
D09      1995 19940916 19950501       NA 595633 449204 1586  4.56 476    NA    NA  NA    NA    NA   2.17     NA     NA   2.17     NA     NA
G04      1995 19940915 19950501 19950928 583680 445561 1668  4.42 459    NA  3.01 600    NA   .06   2.03   -.22   1.81   2.03   -.17   1.86
K01      1995 19940915 19950429 19950926 552819 455292  941  1.61 522    NA    NA  NA  4.19   .00    .84  -5.03  -4.19    .84  -5.03  -4.19
K02      1995       NA 19950429 19950929 554490 454600 1097  1.71 485    NA    NA  NA  3.38   .00    .83  -4.21  -3.38    .83  -4.21  -3.38
K03      1995 19940915 19950429 19950926 558858 452652 1311  2.60 469    NA    NA  NA   .46  1.40   1.22  -1.68   -.46   1.22   -.28    .94
K04      1995 19940915 19950429 19950926 562249 450957 1492  3.15 444    NA   .63 600    NA  2.80   1.40  -1.02    .38   1.40   1.78   3.18
K05      1995 19940915 19950429 19950926 567634 451486 1693  3.65 452    NA  2.06 600    NA   .04   1.65   -.41   1.24   1.65   -.38   1.27
K06      1995 19940915 19950429 19950926 570555 460489 1950  4.60 454    NA    NA  NA    NA   .08   2.09     NA     NA   2.09     NA     NA
Oer01    1995 19940829 19950611       NA 614953 390265 1822 10.20 564    NA    NA  NA    NA    NA   5.75     NA     NA   5.75     NA     NA
T08      1995 19940915 19950429 19950928 574102 438313 1666  4.32 454    NA  2.82 600    NA   .05   1.96   -.27   1.69   1.96   -.22   1.74
