#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
BB0      2018 20171024 20180508 20181008 640691 433955 1519  5.95 445    NA  3.50 600   .00   .40   2.65   -.54   2.10   2.23   -.15   2.09
Bor      2018 20171025 20180604 20181010 580212 435916 1421  4.35 550    NA  1.65 600   .00   .18   2.39  -1.40    .99   2.24  -1.22   1.02
Borth    2018 20171027 20180605 20181010 580983 436128 1425  4.29 550    NA  1.67 600   .00   .18   2.36  -1.36   1.00   2.18  -1.18   1.01
Br1      2018 20171029 20180508 20181010 630231 402113  113    NA  NA   .55    NA  NA  5.31    NA   -.55  -5.31  -5.86   -.55  -5.31  -5.86
Br2      2018 20171029 20180508 20181010 627896 403006  198    NA  NA   .60    NA  NA  6.23    NA   -.60  -6.23  -6.83   -.60  -6.23  -6.83
Br3      2018 20171025 20180508 20181010 626515 406848  378    NA  NA    NA    NA  NA  3.95    NA    .00  -3.95  -3.95    .00  -3.95  -3.95
Br7      2018 20171024 20180509 20181009 631171 432477 1246  5.82 475    NA  2.38 600   .00   .25   2.77  -1.34   1.43   2.65  -1.09   1.56
Bru      2018 20171024 20180508 20181009 646859 468248  747  1.16 560    NA    NA  NA  5.00   .01    .65  -5.64  -5.00    .65  -5.63  -4.99
Bud      2018 20171024 20180508 20181009 643660 458805 1135  3.28 479    NA   .11 600   .00   .32   1.57  -1.50    .07   1.44  -1.19    .25
D05      2018 20171025 20180511 20181010 599585 468617 1202  1.64 490    NA    NA  NA  1.48   .17    .80  -2.28  -1.48    .79  -2.10  -1.32
D07      2018 20171025 20180511 20181010 596185 461184 1375  3.18 483    NA   .74 600   .00   .30   1.54  -1.09    .45   1.26   -.79    .46
D09      2018 20171025 20180511 20181010 595505 449097 1584  4.75 479    NA  3.02 600   .00   .27   2.27   -.46   1.81   2.07   -.19   1.88
D12      2018 20171025 20180511 20181010 596008 443876 1648  4.89 467    NA  3.26 600   .00   .30   2.28   -.33   1.95   1.99   -.03   1.96
E01      2018 20171024 20180508 20181009 663139 468415  768  1.59 615    NA    NA  NA  4.35   .05    .98  -5.33  -4.35    .98  -5.28  -4.30
E02      2018 20171024 20180508 20181009 662403 465588  951  2.37 569    NA    NA  NA  2.34   .05   1.35  -3.69  -2.34   1.31  -3.64  -2.32
E03      2018 20171024 20180508 20181009 661901 460977 1187  5.19 493    NA  1.72 600   .00   .32   2.56  -1.53   1.03   2.41  -1.21   1.20
E04      2018 20171024 20180508 20181009 661921 457796 1287  5.76 475    NA  3.43 600   .00   .30   2.73   -.68   2.06   2.57   -.38   2.19
Fl01     2018 20171024 20180508 20181009 647952 440715 1347  6.60 449    NA  3.19 600   .00   .39   2.96  -1.05   1.91   2.70   -.66   2.04
G02      2018 20171025 20180604 20181010 582057 439510 1564  4.14 564    NA  2.24 600   .00   .28   2.33   -.99   1.34   2.15   -.71   1.44
G03      2018 20171025 20180605 20181010 583098 442489 1658  4.81 510    NA  3.28 600   .00   .32   2.45   -.49   1.97   2.21   -.17   2.04
G04      2018 20171025 20180605 20181010 584048 445468 1686  4.36 526    NA  3.28 600   .00   .32   2.29   -.33   1.97   2.11   -.01   2.10
Gb2      2018 20171024 20180508 20181009 643732 455292 1202  3.62 477    NA   .33 600   .00   .35   1.73  -1.53    .20   1.59  -1.18    .41
Go1      2018 20171025 20180605 20181010 575925 452595 1758  4.42 528    NA  3.40 600   .00   .33   2.33   -.30   2.04   2.03    .03   2.07
Haab     2018 20171026 20180513 20181010 577206 428444 1731  6.64 470    NA  5.47 600   .00   .32   3.12    .16   3.29   2.65    .47   3.13
Herm-18  2018       NA 20180603       NA 610911 404110 1307  6.10 535    NA    NA 600    NA    NA   3.26     NA     NA   3.26     NA     NA
Hof01    2018 20171025 20180508 20181009 663193 452987 1141  5.36 503    NA  2.31 600   .00   .24   2.70  -1.31   1.39   2.58  -1.06   1.52
K01      2018 20171026 20180512 20181010 554432 454349 1050  2.58 520    NA    NA  NA  2.24   .05   1.35  -3.59  -2.24   1.35  -3.54  -2.19
K02      2018 20171026 20180512 20181010 556152 453716 1171  2.41 497    NA    NA  NA   .85   .14   1.20  -2.05   -.85   1.16  -1.91   -.74
K03      2018 20171026 20180512 20181010 558809 452719 1294  2.75 480    NA    NA  NA   .24   .20   1.32  -1.55   -.24   1.31  -1.35   -.05
K04      2018 20171026 20180512 20181010 562148 450860 1487  3.58 473    NA  1.35 600   .00   .24   1.69   -.88    .81   1.55   -.64    .91
K05      2018 20171026 20180511 20181010 567583 451415 1679  4.22 469    NA  2.92 600   .00   .26   1.98   -.23   1.75   1.80    .03   1.83
K06      2018 20171025 20180605 20181010 570624 460602 1945  5.35 512    NA  5.03 600   .00   .51   2.74    .28   3.02   2.23    .79   3.02
K07      2018 20171026 20180512 20181010 562464 443257 1532  3.78 483    NA  1.74 600   .00   .24   1.82   -.78   1.04   1.63   -.54   1.09
Or02-18  2018       NA 20180604       NA 615829 389964 1793  9.90 578    NA    NA 600    NA    NA   5.72     NA     NA   5.72     NA     NA
Or03-18  2018       NA 20180605       NA 615814 391191 1840  9.10 570    NA    NA 600    NA    NA   5.19     NA     NA   5.19     NA     NA
Or04-18  2018       NA 20180603       NA 614815 392462 1873  9.40 577    NA    NA 600    NA    NA   5.42     NA     NA   5.42     NA     NA
Or05-18  2018       NA 20180604       NA 614315 390964 1830  9.80 581    NA    NA 600    NA    NA   5.69     NA     NA   5.69     NA     NA
Or06-18  2018       NA 20180604       NA 614455 388963 1805  9.20 579    NA    NA 600    NA    NA   5.33     NA     NA   5.33     NA     NA
Or07-18  2018       NA 20180603       NA 614909 391433 1850 11.94 560    NA    NA 600    NA    NA   6.69     NA     NA   6.69     NA     NA
Orer01   2018       NA 20180604       NA 614815 390464 1819 11.10 549    NA    NA 600    NA    NA   6.09     NA     NA   6.09     NA     NA
S01      2018 20171026 20180512 20181010 556874 402054  721  1.48 648    NA    NA  NA  2.69   .16    .96  -3.65  -2.69    .96  -3.49  -2.53
S02      2018 20171026 20180512 20181010 557509 411649 1003  3.64 565    NA    NA  NA   .36   .21   2.06  -2.42   -.36   2.04  -2.21   -.17
S04      2018 20171026 20180512 20181010 557992 419143 1158  4.32 455    NA   .69 600   .00   .21   1.97  -1.55    .42   1.91  -1.34    .57
S05      2018 20171026 20180512 20181010 569272 427391 1450  5.23 455    NA  2.60 600   .00   .25   2.38   -.82   1.56   2.08   -.57   1.51
Ske02a   2018 20171025 20180513 20181009 589385 423568 1206  3.61 437    NA    NA  NA   .17   .12   1.58  -1.75   -.17   1.50  -1.63   -.13
Ske03a   2018 20171025 20180509       NA 596804 423125 1252  3.85 461    NA    NA 600    NA    NA   1.77     NA     NA   1.71     NA     NA
Ske04a   2018 20171025 20180509 20181009 601128 426409 1365  4.06 461    NA   .65 600   .00   .22   1.87  -1.48    .39   1.76  -1.26    .50
Ske05    2018 20171025 20180509 20181009 603805 430612 1434  4.46 461    NA  1.91 600   .00   .13   2.06   -.91   1.15   1.91   -.78   1.13
Skf00    2018 20171024 20180507 20181008 641129 425193  949  3.54 463    NA    NA  NA   .27   .26   1.64  -1.91   -.27   1.54  -1.65   -.11
Skf01    2018 20171024 20180508 20181008 650178 420926 1283  6.92 480    NA  3.86 600   .00   .32   3.32  -1.01   2.31   3.09   -.68   2.41
T01      2018 20171026 20180512 20181010 542655 425132  775   .25 550    NA    NA  NA  4.64    NA    .14  -4.78  -4.64    .14  -4.78  -4.64
T02      2018 20171026 20180512 20181010 545120 425266  924  2.99 552    NA    NA  NA  1.25   .17   1.65  -2.90  -1.25   1.65  -2.73  -1.08
T03      2018 20171026 20180512 20181010 549474 426462 1069  2.37 493    NA    NA  NA  1.08   .16   1.17  -2.25  -1.08   1.16  -2.09   -.93
T04      2018 20171026 20180512 20181010 555137 428637 1218  4.02 482    NA   .80 600   .00   .17   1.94  -1.46    .48   1.81  -1.29    .52
T05      2018 20171026 20180512 20181010 561950 430520 1344  4.22 444    NA  1.30 600   .00   .22   1.87  -1.09    .78   1.75   -.87    .88
T06      2018 20171026 20180513 20181010 567086 434335 1467  4.41 462    NA  2.27 600   .00   .21   2.04   -.68   1.36   1.83   -.47   1.36
T07      2018 20171025 20180513 20181010 571312 436349 1563  4.97 468    NA  3.13 600   .00   .22   2.33   -.45   1.88   2.06   -.22   1.84
T08      2018 20171025 20180513 20181010 574035 438277 1636  4.75 469    NA  3.06 600   .00   .23   2.23   -.39   1.84   1.90   -.16   1.74
TjSk-18  2018       NA 20180603       NA 614286 395289 1828  8.90 522    NA    NA 600    NA    NA   4.65     NA     NA   4.65     NA     NA
