#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2005 20040927 20050509 20051005 630491 439240 1351  2.87 536    NA    NA  NA   .10   .17   1.54  -1.64   -.10   1.42  -1.47   -.05
B08      2005 20040930 20050505 20051005 639031 476493  733   .00  NA   .34    NA  NA  4.45   .04   -.34  -4.45  -4.79   -.34  -4.41  -4.75
B09      2005 20040930 20050505 20051005 638593 476174  753   .00  NA   .51    NA  NA  4.27   .06   -.51  -4.27  -4.78   -.51  -4.20  -4.71
B10      2005 20040930 20050505 20051005 637582 472822  839   .05 800    NA    NA  NA  4.57   .07    .04  -4.61  -4.57    .04  -4.54  -4.50
B12      2005 20040930 20050505 20051005 632104 462553 1075  1.30 496    NA    NA  NA  2.74   .31    .65  -3.38  -2.74    .65  -3.07  -2.42
B13      2005 20040927 20050504 20051005 627949 455396 1208  2.31 434    NA    NA  NA  1.67   .20   1.00  -2.68  -1.67    .92  -2.48  -1.56
B14      2005 20040927 20050503 20051005 624196 449803 1307  2.42 431    NA    NA  NA  1.03   .18   1.04  -2.08  -1.03    .94  -1.90   -.95
B16      2005 20040927 20050503 20051003 610880 434370 1522  3.61 444    NA  1.05 600   .00   .24   1.60   -.97    .63   1.43   -.73    .70
B17      2005 20040927 20050504 20051005 620557 459150 1210  1.84 515    NA    NA  NA  2.21   .30    .95  -3.16  -2.21    .86  -2.86  -2.00
B18      2005 20040927 20050506 20051005 643852 450616 1307  3.27 435    NA    NA  NA   .26   .26   1.42  -1.69   -.26   1.29  -1.43   -.14
B19      2005 20040927 20050508 20051005 648157 444035 1428  4.45 438    NA  1.66 600   .00   .22   1.95   -.95   1.00   1.77   -.74   1.04
BB0      2005 20040927 20050508 20051005 640733 433991 1517  4.10 429    NA  1.40 600   .00   .34   1.76   -.92    .84   1.57   -.58    .99
Bor      2005       NA 20050607 20051003 580197 435926 1387  3.42 579    NA   .07 600   .00   .15   1.98  -1.94    .04   1.87  -1.79    .08
Borth    2005 20040928 20050606 20051003 581006 436335 1381  3.90 579    NA   .90 600   .00   .14   2.26  -1.72    .54   2.17  -1.59    .59
Br0a     2005       NA 20050501 20050930 630829 400646   74   .00  NA    NA    NA 600  7.78   .00     NA  -7.78     NA     NA  -7.78     NA
Br1      2005 20041024 20050501 20050930 630433 401620  177   .00  NA   .84    NA  NA  5.62   .00   -.84  -5.62  -6.46   -.84  -5.62  -6.46
Br3      2005 20041026 20050527 20050930 626726 407360  444   .00  NA   .49    NA  NA  4.54   .00   -.49  -4.54  -5.02   -.49  -4.54  -5.02
Br7      2005 20040927 20050509 20051005 631179 432447 1247   .00 491    NA   .19 600   .00   .12   1.71  -1.59    .11   1.56  -1.48    .09
Bru      2005 20040927 20050505 20051005 646931 468264  814   .10 500    NA    NA  NA    NA    NA    .05     NA     NA    .05     NA     NA
Bud      2005 20040927 20050505 20051005 643660 458803 1132  2.20 537    NA    NA  NA  1.80   .20   1.18  -2.98  -1.80   1.13  -2.78  -1.66
D05      2005       NA 20050605 20051003 600088 469508 1172   .60 577    NA    NA  NA  3.36   .26    .35  -3.71  -3.36    .35  -3.45  -3.10
D07      2005       NA 20050605 20051003 596191 461195 1357  2.27 577    NA    NA  NA  1.87   .20   1.31  -3.18  -1.87   1.31  -2.98  -1.67
D09      2005       NA 20050509 20051003 595528 449138 1570  3.37 493    NA   .63 600   .00   .22   1.66  -1.28    .38   1.66  -1.07    .59
D12      2005 20040927 20050509 20051003 596049 443898 1644  4.03 486    NA  1.50 600   .00   .26   1.96  -1.06    .90   1.71   -.80    .92
