#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
E01      2005 20040927 20050508 20051005 664212 470124  717   .10 700    NA    NA  NA  4.86   .06    .07  -4.93  -4.86    .07  -4.87  -4.80
E02      2005 20040927 20050508 20051005 662405 465627  955   .45 389    NA    NA  NA  4.64   .17    .17  -4.82  -4.64    .17  -4.65  -4.47
E03      2005 20040927 20050508 20051005 661921 460908 1190  3.40 490    NA    NA  NA  1.07   .25   1.67  -2.74  -1.07   1.57  -2.49   -.91
E04      2005 20040927 20050508 20051005 662039 457774 1287  3.38 470    NA  1.04 600   .00   .29   1.59   -.96    .62   1.44   -.67    .76
G04      2005 20040928 20050605 20051002 584095 445407 1682  3.45 484    NA  1.02 600   .00   .26   1.67  -1.06    .61   1.53   -.80    .73
Gjal05   2005       NA 20050608 20051002 578413 449047 1676    NA  NA    NA    NA 600    NA   .20     NA  -1.24     NA     NA  -1.04     NA
Gjal05n  2005       NA 20050608 20051002 578417 449044 1676    NA  NA    NA    NA 600    NA   .20     NA   -.87     NA     NA   -.67     NA
Gjal06   2005       NA 20050608 20051002 577851 448905 1675    NA  NA    NA    NA 600    NA   .29     NA   -.87     NA     NA   -.57     NA
Gjal06n  2005       NA 20050608 20051002 577847 448907 1675    NA  NA    NA    NA 600    NA   .29     NA   -.84     NA     NA   -.55     NA
Gjal07   2005       NA 20050608 20051002 576785 448952 1696    NA  NA    NA    NA 600    NA   .26     NA   -.77     NA     NA   -.50     NA
Gjal07n  2005       NA 20050608 20051002 576783 448957 1696    NA  NA    NA    NA 600    NA   .26     NA   -.75     NA     NA   -.49     NA
Gjal08   2005       NA 20050608 20051003 575885 448988 1705    NA  NA    NA    NA 600    NA   .26     NA   -.73     NA     NA   -.47     NA
Gjal08n  2005       NA 20050608 20051003 575884 448992 1705    NA  NA    NA    NA 600    NA   .26     NA   -.65     NA     NA   -.39     NA
Gjal14   2005       NA 20050608 20051002 576047 447107 1692    NA  NA    NA    NA 600    NA   .23     NA   -.77     NA     NA   -.54     NA
Gjal15   2005       NA 20050608 20051002 576093 445135 1685    NA  NA    NA    NA 600    NA   .19     NA   -.76     NA     NA   -.57     NA
Gjal17   2005       NA 20050608 20051002 578841 445334 1671    NA  NA    NA    NA 600    NA   .22     NA   -.73     NA     NA   -.51     NA
Gjal20   2005       NA 20050608 20051002 576067 446197 1689    NA  NA    NA    NA 600    NA   .23     NA   -.79     NA     NA   -.56     NA
Gjal21   2005       NA 20050608 20051002 576466 448082 1694    NA  NA    NA    NA 600    NA   .22     NA   -.82     NA     NA   -.60     NA
Gjal21n  2005       NA 20050608 20051002 576462 448083 1693    NA  NA    NA    NA 600    NA   .22     NA   -.85     NA     NA   -.63     NA
Gjal22   2005       NA 20050608 20051001 576285 449817 1708    NA  NA    NA    NA 600    NA   .19     NA   -.56     NA     NA   -.37     NA
Gjal22n  2005       NA 20050608 20051001 576288 449821 1708    NA  NA    NA    NA 600    NA   .19     NA   -.58     NA     NA   -.40     NA
Gjal23   2005       NA 20050608 20051001 577199 450153 1704    NA  NA    NA    NA 600    NA   .21     NA   -.67     NA     NA   -.46     NA
Gjal23n  2005       NA 20050608 20051001 577194 450152 1704    NA  NA    NA    NA 600    NA   .21     NA   -.67     NA     NA   -.47     NA
Gjal24   2005       NA 20050608 20051001 578202 450299 1695    NA  NA    NA    NA 600    NA   .32     NA   -.99     NA     NA   -.68     NA
Gjal24n  2005       NA 20050608 20051001 578206 450297 1695    NA  NA    NA    NA 600    NA   .32     NA   -.87     NA     NA   -.55     NA
Gjal27   2005       NA 20050608 20051002 579264 446060 1676    NA  NA    NA    NA 600    NA   .26     NA   -.92     NA     NA   -.66     NA
Gjal28   2005       NA 20050608 20051001 576245 451415 1737    NA  NA    NA    NA 600    NA   .23     NA   -.30     NA     NA   -.07     NA
Gjal28ne 2005       NA 20050608 20051001 576250 451415 1737    NA  NA    NA    NA 600    NA   .23     NA   -.55     NA     NA   -.32     NA
Gjal29   2005       NA 20050608 20051002 576944 445120 1672    NA  NA    NA    NA 600    NA   .17     NA   -.79     NA     NA   -.62     NA
Gjal30   2005       NA 20050608 20051002 577771 445166 1651    NA  NA    NA    NA 600    NA   .17     NA   -.90     NA     NA   -.73     NA
Gjal31   2005       NA 20050608 20051002 576985 446208 1675    NA  NA    NA    NA 600    NA   .22     NA   -.78     NA     NA   -.56     NA
Gjal32   2005       NA 20050608 20051002 577090 447138 1672    NA  NA    NA    NA 600    NA   .27     NA   -.86     NA     NA   -.59     NA
Gjal33   2005       NA 20050608 20051002 577400 447888 1674    NA  NA    NA    NA 600    NA   .24     NA   -.86     NA     NA   -.62     NA
Gjal33n  2005       NA 20050608 20051002 577405 447888 1674    NA  NA    NA    NA 600    NA   .24     NA   -.79     NA     NA   -.56     NA
Gjal36   2005       NA 20050608 20051002 578118 446011 1644    NA  NA    NA    NA 600    NA   .19     NA  -1.04     NA     NA   -.86     NA
Gjal37   2005       NA 20050608 20051001 577270 451456 1727    NA  NA    NA    NA 600    NA   .23     NA   -.83     NA     NA   -.60     NA
Go1      2005 20040928 20050501 20051001 575921 452637 1753  3.94 472    NA  2.34 600   .00   .23   1.86   -.46   1.40   1.72   -.22   1.50
Haab     2005 20040929 20050611 20051003 577201 428469 1721  4.01 499    NA    NA 600    NA   .30   2.00     NA     NA   1.81     NA     NA
Hof01    2005 20040927 20050508 20051005 663339 452641 1126  2.37 496    NA    NA  NA  1.76   .17   1.18  -2.94  -1.76   1.09  -2.76  -1.67
Hosp     2005 20040930 20050430 20051013 669684 441157   98    NA  NA   .72    NA  NA  5.59   .00   -.72  -5.59  -6.31   -.72  -5.59  -6.31
K01      2005 20040928 20050501 20051003 553398 454756  973   .45 509    NA    NA  NA  4.31   .04    .23  -4.54  -4.31    .23  -4.50  -4.28
K02      2005 20040928 20050501 20051003 555173 454329 1118  1.34 546    NA    NA  NA  2.47   .08    .73  -3.20  -2.47    .73  -3.12  -2.39
K03      2005 20040928 20050501 20051003 558795 452727 1301  2.18 473    NA    NA  NA   .94   .11   1.03  -1.97   -.94   1.00  -1.85   -.86
K04      2005 20040928 20050501 20051003 562146 450894 1490  3.06 473    NA   .20 600   .00   .19   1.45  -1.33    .12   1.35  -1.14    .21
K05      2005 20040928 20050501 20051003 567566 451417 1683  4.03 473    NA  2.26 600   .00   .26   1.91   -.55   1.36   1.77   -.30   1.47
K06      2005 20040928 20050605 20051003 570627 460615 1965  3.62 519    NA  2.67 600   .00   .36   1.88   -.28   1.60   1.76    .08   1.84
K07      2005 20040928 20050501 20051003 562476 443282 1538  3.56 455    NA  2.07 600   .00   .18   1.62   -.38   1.24   1.51   -.20   1.31
S01      2005       NA 20050511       NA 554754 401775  748  1.09 500    NA    NA 600    NA    NA    .55     NA     NA    .55     NA     NA
S02      2005       NA 20050511 20051001 555882 412275 1020  2.21 548    NA    NA  NA  1.95   .05   1.21  -3.16  -1.95   1.21  -3.11  -1.90
S04      2005       NA 20050511 20051001 557938 419147 1164  2.67 481    NA    NA  NA  1.15   .07   1.28  -2.44  -1.15   1.28  -2.37  -1.08
T01      2005 20041017 20050430 20051001 540668 425823  703   .73 533    NA    NA  NA  6.17   .04    .39  -6.56  -6.17    .39  -6.53  -6.14
T02      2005 20041017 20050430 20051001 544510 425043  935   .44 500    NA    NA  NA  5.61   .04    .22  -5.83  -5.61    .22  -5.79  -5.57
T03      2005 20041028 20050430 20051001 549409 426463 1085  1.57 532    NA    NA  NA  2.59   .07    .84  -3.43  -2.59    .84  -3.36  -2.52
T04      2005 20040928 20050430 20051001 555203 428680 1230  2.34 509    NA    NA  NA   .95   .09   1.19  -2.15   -.95   1.12  -2.06   -.94
T05      2005 20040928 20050430 20051001 562074 430653 1343  4.18 479    NA  1.64 600   .00   .09   2.00  -1.02    .98   1.90   -.93    .97
T06      2005 20040928 20050430 20051001 567061 434357 1453  3.91 471    NA  1.19 600   .00   .09   1.84  -1.13    .71   1.73  -1.04    .69
T07      2005 20040928 20050430 20051001 571415 436423 1563  3.88 457    NA  1.88 600   .00   .13   1.77   -.65   1.13   1.63   -.52   1.11
T08      2005 20040928 20050430 20051001 574022 438265 1636  3.83 469    NA  1.77 600   .00   .17   1.80   -.73   1.06   1.68   -.57   1.12
