#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2013 20121008 20130508 20131003 630472 439244 1354  5.25 463    NA  2.65 600   .00   .06   2.43   -.84   1.59   2.24   -.78   1.46
B09      2013 20121010 20130506 20131003 638442 475394  750  1.10 485    NA    NA  NA  4.47   .00    .53  -5.01  -4.47    .39  -5.01  -4.61
B10      2013 20121010 20130506 20131003 637583 472832  805  1.52 472    NA    NA  NA  3.46   .00    .72  -4.18  -3.46    .58  -4.18  -3.60
B11      2013 20121009 20130506 20131003 634801 467600  959  2.31 419    NA    NA  NA  2.18   .00    .97  -3.15  -2.18    .70  -3.15  -2.44
B12      2013 20121009 20130506 20131003 632122 462524 1074  3.10 457    NA    NA  NA   .84   .07   1.42  -2.25   -.84   1.10  -2.19  -1.08
B13      2013 20121009 20130506 20131003 627949 455342 1212  3.46 436    NA    NA  NA   .10   .06   1.51  -1.61   -.10   1.21  -1.55   -.34
B14      2013 20121010 20130506 20131003 624221 449848 1311  4.27 468    NA  1.18 600   .00   .06   1.75  -1.04    .71   1.52   -.98    .54
B15      2013 20121010 20130506 20131003 620208 443818 1396  3.54 466    NA  1.09 600   .00   .07   1.65  -1.00    .65   1.42   -.93    .50
B16      2013 20121014 20130508 20131007 611817 435385 1522  4.60 467    NA  2.89 600   .00   .14   2.14   -.41   1.73   1.76   -.27   1.49
B17      2013 20121009 20130506 20131003 620565 459175 1210  3.05 438    NA    NA  NA   .99   .02   1.33  -2.33   -.99   1.07  -2.31  -1.24
B18      2013 20121008 20130507 20131002 643876 450612 1309  5.27 488    NA  2.15 600   .00   .09   2.57  -1.28   1.29   2.18  -1.19    .99
B19      2013 20121008 20130507 20131002 648157 444029 1430  7.61 489    NA  5.17 600   .00   .06   3.72   -.62   3.10   3.29   -.56   2.73
BB0      2013 20121008 20130508 20131002 640691 433972 1517  6.35 456    NA  3.45 600   .00   .02   2.90   -.83   2.07   2.59   -.80   1.79
Bor      2013 20121013 20130604 20131004 580206 435928 1398  3.42 504    NA   .86 600   .00   .10   1.84  -1.32    .52   1.49  -1.22    .27
Borth    2013 20121013 20130601 20131006 581004 436237 1399  4.46 504    NA  1.78 600   .00   .13   2.23  -1.16   1.07   1.64  -1.03    .61
Br1      2013 20120930 20130501 20131008 630423 401605  110    NA  NA  1.33    NA  NA  8.05   .00  -1.33  -8.05  -9.38  -1.33  -8.05  -9.38
Br3      2013 20120930 20130501       NA 626446 406951  402    NA   0    NA    NA 600    NA   .00    .75     NA     NA    .75     NA     NA
Br4      2013 20120930 20130501 20131001 629408 411561  541  1.80 500    NA    NA  NA  3.19   .00    .90  -4.09  -3.19    .90  -4.09  -3.19
Br7      2013 20121008 20130508 20131003 631177 432478 1244  5.58 498    NA  2.96 600   .00   .04   2.68   -.90   1.78   2.39   -.87   1.52
Bru      2013 20121008 20130506 20131002 646931 468280  774  1.53 493    NA    NA  NA  4.61   .00    .76  -5.36  -4.61    .63  -5.36  -4.74
Bud      2013 20121008 20130506 20131002 643662 458799 1133  3.53 456    NA    NA  NA   .22   .01   1.61  -1.83   -.22   1.30  -1.82   -.53
D05      2013 20121013 20130508 20131004 599641 468613 1198  2.53 474    NA    NA  NA  1.57   .01   1.20  -2.77  -1.57   1.05  -2.75  -1.70
D07      2013 20121013 20130505 20131004 596200 461181 1366  2.89  NA    NA   .42 600   .00   .04   1.27  -1.01    .25    .94   -.98   -.03
D09      2013 20121013 20130505 20131004 595549 449110 1577  3.53 455    NA  1.84 600   .00   .12   1.61   -.50   1.10   1.61   -.38   1.23
D12      2013 20121010 20130505 20131003 596042 443890 1643  3.67 453    NA  2.19 600   .00   .14   1.66   -.35   1.31   1.38   -.21   1.17
E01      2013 20121008 20130507 20131002 664147 470008  682  1.47 556    NA    NA  NA  4.46   .00    .82  -5.27  -4.46    .78  -5.27  -4.49
E02      2013 20121008 20130507 20131002 662408 465601  951  3.02 504    NA    NA  NA  2.12   .01   1.52  -3.65  -2.12   1.28  -3.63  -2.36
E03      2013 20121008 20130507 20131002 661908 460981 1185  5.62 519    NA  1.50 600   .00   .12   2.92  -2.02    .90   2.57  -1.90    .68
E04      2013 20121008 20130507 20131002 661930 457787 1286  5.24 465    NA  2.22 600   .00   .14   2.93  -1.60   1.33   2.58  -1.46   1.12
Fl01     2013 20121008 20130508 20131002 648221 440435 1327  6.69 489    NA  3.61 600   .00   .05   3.27  -1.10   2.17   2.97  -1.05   1.91
G02      2013 20121011 20130602 20131004 582062 439517 1557  3.56 480    NA  1.70 600   .00   .19   1.72   -.70   1.02   1.43   -.51    .92
G03      2013 20121011 20130602 20131004 583078 442494 1652  3.33 455    NA  1.74 600   .00   .16   1.51   -.47   1.04   1.22   -.31    .91
G04      2013 20121011 20130602 20131004 584037 445471 1681  3.61 460    NA  2.03 600   .00   .13   1.64   -.42   1.22   1.37   -.29   1.08
Gb1      2013 20121009 20130507 20131002 643724 455300 1198  4.64 475    NA   .66 600   .00   .07   2.21  -1.81    .40   1.87  -1.74    .13
Go1      2013 20121011 20130602 20131004 575935 452600 1754  3.54 460    NA  2.28 600   .00   .18   1.69   -.32   1.37   1.39   -.14   1.24
Haab     2013 20121012 20130604 20131005 577206 428453 1727  4.74 504    NA  3.55 600   .00   .28   2.39   -.26   2.13   2.16    .02   2.18
Hof01    2013 20121009 20130507 20131002 663197 452968 1137  5.16 487    NA  2.19 600   .00   .08   2.51  -1.20   1.31   2.46  -1.11   1.35
K01      2013 20121012 20130503 20131004 554002 454528 1008  1.11 489    NA    NA  NA  4.25   .00    .54  -4.79  -4.25    .51  -4.79  -4.28
K02      2013 20121012 20130503 20131004 556146 453732 1177  1.76 462    NA    NA  NA  1.85   .04    .81  -2.67  -1.85    .73  -2.63  -1.90
K03      2013 20121012 20130503 20131004 558805 452722 1295  1.76 456    NA    NA  NA  1.30   .07    .80  -2.11  -1.30    .62  -2.04  -1.42
K04      2013 20121012 20130503 20131004 562143 450864 1484  2.36 478    NA   .43 600   .00   .18   1.13   -.87    .26    .95   -.69    .26
K05      2013 20121011 20130503 20131004 567582 451423 1677  4.00 478    NA  2.60 600   .00   .28   1.91   -.35   1.56   1.53   -.07   1.46
K06      2013 20121011 20130602 20131004 570605 460607 1965  4.24 501    NA  3.45 600   .00   .41   1.96    .11   2.07   1.38    .52   1.89
K07      2013 20121011 20130503 20131004 562487 443253 1531  2.73 437    NA   .90 600   .00   .23   1.19   -.65    .54    .98   -.42    .56
S01      2013 20121012 20130504 20131005 556861 402065  740  1.78 525    NA    NA  NA  2.83   .00    .94  -3.77  -2.83    .92  -3.77  -2.85
S02      2013 20121012 20130504 20131005 557505 411642 1006  1.86 462    NA    NA  NA  1.70   .01    .86  -2.56  -1.70    .71  -2.55  -1.84
S04      2013 20121012 20130504 20131005 557968 419168 1157  2.46 466    NA    NA  NA   .33   .09   1.15  -1.48   -.33    .94  -1.39   -.45
Skf01    2013 20121008 20130508 20131002 641137 425210 1280  7.53 499    NA  4.47 600   .00   .08   3.66   -.98   2.68   3.66   -.90   2.76
