#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
K05-98   1998       NA 19980501 19980825 567301 451499 1674  4.25 461    NA  1.80 600    NA   .00   1.96   -.88   1.08   1.96   -.88   1.08
K06      1998 19970825 19980615 19980826 570591 460620 1967  3.83 500    NA  3.95 600    NA   .00   1.92    .45   2.37   1.92    .45   2.37
K07      1998       NA 19980430 19980917 562479 443236 1542  2.32 448    NA   .02 600    NA   .00   1.04  -1.03    .01   1.04  -1.03    .01
NV051    1998       NA 19980611 19980824 581505 449085 1687    NA  NA    NA    NA  NA    NA    NA     NA    .10     NA     NA    .10     NA
NV052    1998       NA 19980611 19980824 580790 449070 1697    NA  NA    NA    NA  NA    NA    NA     NA   -.12     NA     NA   -.12     NA
NV053    1998       NA 19980611 19980824 579993 449077 1682    NA  NA    NA    NA  NA    NA    NA     NA   -.07     NA     NA   -.07     NA
NV054    1998       NA 19980611 19980824 579178 449046 1662    NA  NA    NA    NA  NA    NA    NA     NA   -.17     NA     NA   -.17     NA
NV055    1998       NA 19980611 19980824 578414 449345 1647    NA  NA    NA    NA  NA    NA    NA     NA    .03     NA     NA    .03     NA
NV056    1998       NA 19980611 19980824 577823 448887 1632    NA  NA    NA    NA  NA    NA    NA     NA   -.71     NA     NA   -.71     NA
NV058    1998       NA 19980611 19980824 576775 448966 1662    NA  NA    NA    NA  NA    NA    NA     NA    .09     NA     NA    .09     NA
NV059    1998       NA 19980611 19980824 575876 448989 1687    NA  NA    NA    NA  NA    NA    NA     NA    .28     NA     NA    .28     NA
Oer01    1998       NA 19980614       NA 614953 390265 1822 11.50 540    NA    NA  NA    NA    NA   6.21     NA     NA   6.21     NA     NA
Ske00    1998       NA 19980529 19981018 591437 391868  228    NA  NA  3.11    NA  NA  6.27   .00  -3.11  -6.27  -9.39  -3.11  -6.27  -9.39
T01      1998 19971004 19980429 19980916 540659 425801  752   .05 640    NA    NA  NA  5.37   .00    .03  -5.41  -5.37    .03  -5.41  -5.37
T02      1998       NA 19980429 19980916 544541 425044  957   .73 507    NA    NA  NA  2.83   .02    .37  -3.20  -2.83    .37  -3.18  -2.81
T03      1998 19971004 19980429 19980916 549456 426414 1097   .68 381    NA    NA  NA  2.63   .00    .26  -2.88  -2.63    .26  -2.88  -2.63
T04      1998 19971004 19980429 19980916 555915 428675 1242  2.49 527    NA    NA  NA   .49   .02   1.31  -1.80   -.49   1.28  -1.78   -.51
T05      1998       NA 19980429 19980916 562084 430675 1337  2.65 443    NA    NA  NA   .29   .02   1.18  -1.46   -.29   1.18  -1.44   -.27
T06      1998 19970906 19980429 19980921 567159 433838 1442  2.81 442    NA    NA  NA   .18    NA   1.24  -1.42   -.18   1.24  -1.42   -.18
T07      1998 19970906 19980429 19980921 571456 436412 1567  2.97 432    NA   .95 600    NA    NA   1.28   -.71    .57   1.28   -.71    .57
T08      1998 19970906 19980429 19980921 574052 438299 1642  3.44 425    NA  1.75 600    NA   .10   1.46   -.41   1.05   1.41   -.31   1.10
