#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
KePa01   1986       NA 19860504 19860920 551138 430924 1202  5.05 470    NA  2.92 600    NA    NA   2.37   -.62   1.75   2.37   -.62   1.75
KePa02   1986       NA 19860504 19860920 552990 429521 1238  3.00 470    NA  1.59 600    NA    NA   1.41   -.45    .96   1.41   -.45    .96
KePa03   1986       NA 19860504 19860920 556583 426833 1271  3.65 470    NA  1.64 600    NA    NA   1.72   -.73    .98   1.72   -.73    .98
KePa04   1986       NA 19860507 19860920 558011 425762 1290  4.00 470    NA  2.23 600    NA    NA   1.88   -.54   1.34   1.88   -.54   1.34
KePa05   1986       NA 19860507 19860920 559071 424966 1298  4.20 470    NA  2.57 600    NA    NA   1.97   -.43   1.54   1.97   -.43   1.54
KePa06   1986       NA 19860507 19860920 561287 423302 1303  4.65 470    NA  2.73 600    NA    NA   2.19   -.55   1.64   2.19   -.55   1.64
T01      1986       NA 19860429 19860917 542196 424356  812  1.25 470    NA    NA  NA  3.55    NA    .59  -4.13  -3.55    .59  -4.13  -3.55
T02      1986       NA 19860502 19860919 545346 425429 1007  2.30 470    NA    NA  NA  1.25    NA   1.08  -2.33  -1.25   1.08  -2.33  -1.25
T04      1986       NA 19860503 19860920 554400 428516 1258  2.75 470    NA  1.16 600    NA    NA   1.29   -.60    .69   1.29   -.60    .69
T05      1986       NA 19860503 19860921 562598 431307 1399  4.30 470    NA  2.52 600    NA    NA   2.02   -.51   1.51   2.02   -.51   1.51
Tu02     1986       NA 19860501 19860917 542773 424552  845  1.10 470    NA    NA  NA  3.10    NA    .52  -3.62  -3.10    .52  -3.62  -3.10
Tu03     1986       NA 19860501 19860919 544028 424980  950  1.55 470    NA    NA  NA  2.69    NA    .73  -3.42  -2.69    .73  -3.42  -2.69
Tu05     1986       NA 19860502 19860919 546174 425711 1032  2.25 470    NA    NA  NA   .84    NA   1.06  -1.90   -.84   1.06  -1.90   -.84
Tu06     1986       NA 19860502 19860919 546751 425907 1051  2.45 470    NA    NA  NA   .65    NA   1.15  -1.80   -.65   1.15  -1.80   -.65
Tu07     1986       NA 19860502 19860919 547716 426236 1081  2.45 470    NA    NA  NA   .45    NA   1.15  -1.60   -.45   1.15  -1.60   -.45
Tu08     1986       NA 19860502 19860919 550995 427356 1165  2.49 469    NA   .25 600    NA    NA   1.17  -1.02    .15   1.17  -1.02    .15
Tu09     1986       NA 19860502 19860919 552805 427972 1226  2.75 470    NA   .44 600    NA    NA   1.29  -1.03    .26   1.29  -1.03    .26
Tu10     1986       NA 19860502 19860920 554092 428411 1254  2.75 470    NA   .91 600    NA    NA   1.29   -.75    .55   1.29   -.75    .55
Tu12     1986       NA 19860503 19860921 556355 429180 1293  3.30 470    NA  1.69 600    NA    NA   1.55   -.54   1.01   1.55   -.54   1.01
Tu13     1986       NA 19860503 19860921 559930 430398 1362  3.70 470    NA  1.95 600    NA    NA   1.74   -.57   1.17   1.74   -.57   1.17
