#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2003 20020914 20030504 20030924 630487 439236 1354  6.88 470    NA  3.46 600    NA    NA   3.23  -1.16   2.08   3.23  -1.16   2.08
B08      2003 20020913 20030508 20030930 639033 476493  747   .20 300    NA    NA  NA  5.66   .00    .06  -5.72  -5.66    .06  -5.72  -5.66
B09      2003 20020913 20030508 20030930 638592 476175  765   .20 300    NA    NA  NA  5.09   .00    .06  -5.15  -5.09    .06  -5.15  -5.09
B10      2003 20020913 20030508 20030930 637581 472824  848   .80 480    NA    NA  NA  3.51   .02    .38  -3.89  -3.51    .38  -3.87  -3.49
B12      2003 20020913 20030508 20030930 632103 462519 1079  2.11 580    NA    NA  NA  1.94   .04   1.22  -3.17  -1.94   1.22  -3.13  -1.91
B13      2003 20020913 20030508 20030930 627941 455344 1209  3.78 520    NA    NA  NA   .28   .13   1.97  -2.25   -.28   1.97  -2.12   -.15
B14      2003 20020914 20030507 20030928 624172 449767 1309  4.14 540    NA   .53 600    NA   .09   2.23  -1.92    .32   2.23  -1.83    .40
B16      2003 20020914 20030503 20030924 610896 434369 1523  5.29 500    NA  2.68 600    NA   .16   2.64  -1.03   1.61   2.47   -.88   1.59
B17      2003 20020913 20030508 20030930 620580 459143 1211  2.63 480    NA    NA  NA  1.22   .09   1.26  -2.49  -1.22   1.26  -2.40  -1.14
B18      2003 20020913 20030504 20030929 643859 450587 1310  5.16 490    NA  1.53 600    NA   .05   2.53  -1.61    .92   2.53  -1.56    .97
B19      2003 20020914 20030504 20030929 648157 444032 1430  7.26 490    NA  3.43 600    NA   .09   3.56  -1.50   2.06   3.49  -1.41   2.08
BB0      2003 20020914 20030504 20030929 640700 433959 1521  7.81 540    NA  5.11 600    NA   .10   4.22  -1.15   3.06   4.09  -1.06   3.04
Bor      2003 20020913 20030601 20030928 580194 435922 1407  7.51 550    NA  2.28 600    NA   .11   4.13  -1.86   1.37   3.96  -1.75   1.30
Br0      2003 20020922 20030524 20031018 630827 400652  102    NA  NA    NA    NA  NA    NA   .00     NA  -8.48     NA     NA  -8.48     NA
Br1      2003 20020922 20030524 20031018 630423 401695  201    NA  NA  4.57    NA  NA  7.43   .00  -4.57  -7.43 -12.01  -4.57  -7.43 -12.01
Br2      2003 20020922 20030524 20031018 628331 403542  310    NA  NA  2.14    NA  NA  4.71   .00  -2.14  -4.71  -6.85  -2.14  -4.71  -6.85
Br3      2003 20020922 20030524 20031018 626695 407444  450   .00  NA    NA    NA  NA  4.86   .05    .00  -4.86  -4.86    .00  -4.81  -4.81
Br7      2003 20020914 20030504 20030924 631180 432402 1248  6.52 510    NA  2.76 600    NA   .04   3.33  -1.67   1.66   3.33  -1.63   1.69
Bru      2003 20020914 20030507 20030929 646933 468258  820   .00  NA    NA    NA  NA  4.58   .00    .00  -4.58  -4.58    .00  -4.58  -4.58
Bud      2003 20020913 20030507 20030929 643660 458807 1135  3.19 500    NA    NA  NA   .78   .06   1.59  -2.38   -.78   1.59  -2.31   -.72
D12      2003 20020913 20030509 20030928 596110 443873 1647  5.18 500    NA  2.70 600    NA   .13   2.59   -.97   1.62   2.59   -.84   1.75
E01      2003       NA 20030505 20030930 664209 470118  729   .01 300    NA    NA  NA  5.18   .00    .00  -5.19  -5.18    .00  -5.19  -5.18
