#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Gjal17   2007 20060926 20070607 20071010 578834 445336 1676  4.43 490    NA  2.91 600   .00   .17   2.17   -.42   1.75   2.14   -.25   1.89
Gjal21   2007 20060926 20070607 20071010 576486 448078 1700  4.03 490    NA  2.64 600   .00   .17   1.98   -.39   1.59   1.94   -.22   1.73
Gjal23   2007 20060926 20070607 20071010 577184 450167 1710  4.01 490    NA  2.89 600   .00   .17   1.97   -.23   1.73   1.93   -.06   1.87
Gjal27   2007 20060926 20070607 20071010 579253 446067 1681  4.49 490    NA  2.89 600   .00   .17   2.20   -.47   1.73   2.16   -.29   1.87
Gjal28   2007 20060925 20070607 20071010 576232 451428 1741  3.82 490    NA  2.68 600   .00   .17   1.87   -.26   1.61   1.87   -.09   1.79
Gjal32   2007 20060926 20070607 20071010 577088 447131 1679  4.16 490    NA  2.69 600   .00   .17   2.04   -.42   1.61   2.00   -.25   1.75
Go1      2007 20060925 20070508 20071009 575926 452641 1756  3.90 470    NA  2.88 600   .00   .23   1.83   -.10   1.73   1.78    .13   1.90
Haab     2007 20060924 20070605 20071009 577211 428448 1727  6.35 481    NA  5.09 600   .00   .17   3.06     NA   3.06   3.04     NA   3.21
Hof01    2007 20060927 20070504 20071008 663363 452623 1125  4.10 538    NA   .72 600   .00   .06   2.21  -1.78    .43   2.16  -1.72    .44
Hosp     2007 20060930 20070301 20070930 669609 441166   89    NA  NA   .86    NA  NA  9.13   .00   -.86  -9.13  -9.99   -.86  -9.13  -9.99
K01      2007 20060924 20070508 20071009 553677 454675  992   .71 718    NA    NA  NA  4.41   .00    .51  -4.92  -4.41    .51  -4.92  -4.41
K02      2007 20060924 20070508 20071009 555145 454347 1115  1.16 767    NA    NA  NA  2.80   .00    .89  -3.69  -2.80    .89  -3.69  -2.80
K03      2007 20060924 20070508 20071009 558775 452767 1300  2.62 561    NA    NA  NA   .22   .04   1.47  -1.70   -.22   1.47  -1.66   -.19
K04      2007 20060924 20070508 20071008 562149 450872 1493  3.63 534    NA  1.90 600   .00   .05   1.81   -.67   1.14   1.81   -.61   1.19
K05      2007 20060926 20070508 20071009 567553 451443 1685  3.61 468    NA  2.29 600   .00   .23   1.69   -.32   1.37   1.60   -.09   1.51
K06      2007 20060925 20070605 20071009 570609 460620 1967  4.59 462    NA  3.62 600   .00   .35   2.12    .05   2.17   1.95    .40   2.35
K07      2007 20060924 20070508 20071009 562482 443243 1539  3.90 484    NA  1.57 600   .00   .16   1.89   -.95    .94   1.89   -.79   1.10
S01      2007 20060925 20070507 20070921 556869 400618  730   .62 606    NA    NA  NA  3.38   .00    .38  -3.75  -3.38    .38  -3.75  -3.38
S02      2007 20060925 20070507 20070921 557450 411651 1019  2.48 555    NA    NA  NA  1.41   .00   1.38  -2.79  -1.41   1.38  -2.79  -1.41
S04      2007 20060925 20070507 20070921 557944 419149 1165  3.23 546    NA    NA  NA   .77   .07   1.76  -2.54   -.77   1.76  -2.47   -.70
T01      2007 20060924 20070507 20070921 541269 424922  762   .49 682    NA    NA  NA  4.90   .00    .34  -5.23  -4.90    .34  -5.23  -4.90
T02      2007 20060924 20070507 20070921 545170 425310  965  1.24 614    NA    NA  NA  3.53   .00    .76  -4.29  -3.53    .76  -4.29  -3.53
T03      2007 20060924 20070508 20071009 549460 426471 1086  2.49 600    NA    NA  NA  1.75   .02   1.50  -3.25  -1.75   1.50  -3.23  -1.74
T04      2007 20060924 20070506 20071009 555146 428688 1229  2.85 590    NA    NA  NA   .63   .02   1.68  -2.32   -.63   1.68  -2.30   -.62
T05      2007 20060924 20070506 20071009 562053 430632 1346  4.01 552    NA  1.16 600   .00   .05   2.21  -1.51    .70   2.21  -1.46    .75
T06      2007 20060924 20070506 20071009 567034 434367 1457  4.79 523    NA  2.27 600   .00   .17   2.60  -1.24   1.36   2.60  -1.06   1.53
T07      2007 20060924 20070506 20071009 571385 436422 1564  4.22 485    NA  2.02 600   .00   .17   2.05   -.84   1.21   2.04   -.66   1.38
T08      2007 20060924 20070506 20071010 573999 438285 1638  4.24 472    NA  2.40 600   .00   .16   2.00   -.56   1.44   1.99   -.40   1.59
