#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2022 20211015 20220503 20221017 630458 439239 1356  4.40 513    NA  1.79 600    NA   .20   2.26  -1.18   1.07   2.05   -.99   1.06
B09      2022 20211016 20220503 20221017 637969 474630  718   .15 600    NA    NA  NA -4.93   .01    .09  -5.02  -4.93    .04  -5.02  -4.98
B10      2022 20211016 20220504 20221017 637581 472826  761   .90 640    NA    NA  NA -4.73   .02    .57  -5.30  -4.72    .47  -5.28  -4.81
B11      2022 20211016 20220503 20221017 634813 467608  943  2.10 520    NA    NA  NA -2.48   .15   1.09  -3.56  -2.48    .90  -3.42  -2.52
B12      2022 20211016 20220503 20221017 632104 462513 1075  2.47 595    NA    NA  NA -1.20   .19   1.47  -2.67  -1.20   1.26  -2.47  -1.21
B13      2022 20211015 20220503 20221017 628038 455468 1219  3.45 509    NA   .34 600    NA   .20   1.76  -1.55    .20   1.54  -1.35    .18
B14      2022 20211015 20220503 20221017 624213 449861 1320  4.19 509    NA  1.69 600    NA   .14   2.13  -1.12   1.01   1.96   -.97    .98
B15      2022 20211015 20220503 20221017 620186 443862 1402  5.82 512    NA  3.08 600    NA   .13   2.86  -1.02   1.85   2.58   -.88   1.70
B16      2022 20211015 20220505 20221017 611782 435393 1527  6.36 458    NA  4.59 600    NA   .06   2.92   -.16   2.75   2.67   -.10   2.57
B17      2022 20211016 20220503 20221017 620573 459176 1214  3.25 493    NA   .19 600    NA   .23   1.60  -1.49    .11   1.35  -1.25    .10
B18      2022 20211015 20220503 20221017 643871 450585 1313  5.02 484    NA  2.92 600    NA   .26   2.43   -.68   1.75   2.23   -.41   1.81
B19      2022 20211015 20220503 20221017 647505 444109 1437  6.91 476    NA  4.83 600    NA   .20   3.29   -.39   2.90   3.10   -.19   2.91
BB0      2022 20211015 20220503 20221017 640686 433950 1515  6.52 518    NA  3.19 600    NA   .13   3.38  -1.46   1.91   3.17  -1.33   1.84
