#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Go1      2001 20000915 20010604 20010915 575903 452624 1754  2.69 506    NA  2.42 600    NA   .03   1.36    .09   1.45   1.28    .12   1.40
Haab     2001       NA 20010609 20010917 577173 428228 1721  2.86 623    NA  3.05 600    NA   .14   1.78    .05   1.83   1.78    .19   1.97
Hof01a   2001       NA 20010430       NA 662355 450388 1037  4.82 502    NA    NA  NA    NA   .00   2.42     NA     NA   2.42     NA     NA
K01      2001 20000921 20010504 20010915 552890 455089  937  1.45 481    NA    NA  NA  4.09   .00    .70  -4.79  -4.09    .70  -4.79  -4.09
K02      2001 20000921 20010504 20010915 554424 455364 1055   .96 448    NA    NA  NA  3.37   .00    .43  -3.80  -3.37    .43  -3.80  -3.37
K03      2001 20000921 20010504 20010915 558835 452716 1305  1.71 446    NA    NA  NA  1.45   .00    .76  -2.22  -1.45    .76  -2.22  -1.45
K04      2001 20000925 20010504 20010915 562125 450944 1489  2.38 441    NA   .19 600    NA   .04   1.05   -.94    .11   1.05   -.90    .15
K05      2001 20001007 20010504 20010915 567582 451460 1685  2.47 436    NA  1.67 600    NA   .10   1.08   -.08   1.00    .94    .02    .96
K06      2001       NA 20010604 20010915 570628 460614 1966  2.90 449    NA  3.00 600    NA   .04   1.30    .50   1.80   1.30    .54   1.84
K07      2001 20000921 20010504 20010916 562629 443119 1543  1.95 413    NA   .99 600    NA   .03    .81   -.21    .59    .76   -.18    .58
T01      2001 20001007 20010504 20011111 540657 425811  732   .50 500    NA    NA  NA -6.44   .00    .25  -6.70  -6.44    .25  -6.70  -6.44
T02      2001 20001007 20010504 20011111 544568 425062  950  1.34 525    NA    NA  NA  3.94   .04    .70  -4.64  -3.94    .69  -4.61  -3.92
T03      2001 20001007 20010504 20011111 549344 426450 1092  1.67 513    NA    NA  NA  2.96   .10    .86  -3.82  -2.96    .80  -3.72  -2.91
T04      2001 20000915 20010504 20010916 555158 428688 1230  2.83 515    NA    NA  NA   .24   .01   1.46  -1.70   -.24   1.46  -1.69   -.23
T05      2001 20000915 20010424 20010916 562059 430664 1337  2.68 475    NA   .19 600    NA   .02   1.27  -1.16    .11   1.27  -1.14    .13
T06      2001 20000915 20010424 20010916 567070 434401 1448  3.32 473    NA  1.53 600    NA   .02   1.57   -.65    .92   1.49   -.63    .86
T07      2001 20000915 20010424 20010916 571419 436441 1562  2.94 456    NA  1.78 600    NA   .02   1.34   -.27   1.07   1.26   -.25   1.01
T08      2001 20000915 20010424 20010916 574042 438293 1638  3.00 444    NA  2.15 600    NA   .02   1.33   -.04   1.29   1.25   -.03   1.22
