#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Bor      1992       NA 19920617 19921005 580287 435861 1426  5.12 545    NA  3.48 600    NA    NA   2.79   -.70   2.09   2.79   -.70   2.09
D03-92   1992       NA 19920430 19921002 597995 464006 1317  3.56 449    NA   .95 600    NA    NA   1.60  -1.03    .57   1.60  -1.03    .57
D04      1992       NA 19920430       NA 603662 472078 1089  2.70 450    NA    NA  NA    NA    NA   1.22     NA     NA   1.22     NA     NA
D05      1992       NA 19920430       NA 600885 468366 1209  3.56 449    NA    NA  NA    NA    NA   1.60     NA     NA   1.60     NA     NA
D05-92   1992       NA 19920430 19921002 591598 454451 1500  4.89 509    NA  6.53 600    NA    NA   2.49   1.43   3.92   2.49   1.43   3.92
G04      1992       NA 19920430 19921003 583596 445620 1681  5.72 481    NA  5.82 600    NA    NA   2.75    .74   3.49   2.75    .74   3.49
K06      1992       NA 19920501 19921005 571446 458739 1945  5.80 500    NA  5.80 600    NA    NA   2.90    .58   3.48   2.90    .58   3.48
Ko1      1992       NA 19920501 19921005 556810 454917 1194  3.27 483    NA    NA  NA   .00    NA   1.58  -1.58    .00   1.58  -1.58    .00
Ko3      1992       NA 19920501 19921005 561145 452243 1405  4.45 490    NA  2.63 600    NA    NA   2.18   -.60   1.58   2.18   -.60   1.58
Ko5      1992       NA 19920501 19921005 564268 451378 1593  3.50 489    NA  2.77 600    NA    NA   1.71   -.05   1.66   1.71   -.05   1.66
Ko7      1992       NA 19920501       NA 570884 454295 1785  4.67 490    NA    NA  NA    NA    NA   2.29     NA     NA   2.29     NA     NA
S02      1992       NA 19920427 19921003 555889 412276 1052  4.55 479    NA   .13 600    NA    NA   2.18  -2.10    .08   2.18  -2.10    .08
S04      1992       NA 19920427 19921003 557950 419179 1198  5.16 440    NA  3.78 600    NA    NA   2.27    .00   2.27   2.27    .00   2.27
S05      1992       NA 19920428       NA 570038 428958 1496  6.40 441    NA    NA  NA    NA    NA   2.82     NA     NA   2.82     NA     NA
Si03     1992       NA 19920427 19921003 557200 415054 1109  5.17 480    NA  2.29 600    NA    NA   2.48  -1.10   1.38   2.48  -1.10   1.38
Si05     1992       NA 19920427       NA 561182 423084 1299  5.19 480    NA    NA  NA    NA    NA   2.49     NA     NA   2.49     NA     NA
Si06     1992       NA 19920428 19921003 565465 427504 1398  4.90 451    NA    NA  NA    NA    NA   2.21     NA     NA   2.21     NA     NA
Si08     1992       NA 19920428 19921003 574722 429391 1588  6.93 476    NA  9.23 600    NA    NA   3.30   2.24   5.54   3.30   2.24   5.54
T01      1992       NA 19920502 19920928 541987 426080  747  2.06 510    NA    NA  NA  4.34    NA   1.03  -5.37  -4.34   1.03  -5.37  -4.34
T02      1992       NA 19920426 19920929 544013 424993  944  3.56 483    NA    NA  NA  1.12    NA   1.72  -2.84  -1.12   1.72  -2.84  -1.12
T04      1992       NA 19920427       NA 554144 428450 1254  4.40 450    NA    NA  NA    NA    NA   1.98     NA     NA   1.98     NA     NA
T05      1992       NA 19920502 19921004 562661 431327 1406  4.76 487    NA    NA  NA    NA    NA   2.32     NA     NA   2.32     NA     NA
T06      1992       NA 19920502 19921004 567490 434174 1504  4.86 492    NA  3.88 600    NA    NA   2.39   -.06   2.33   2.39   -.06   2.33
T08      1992       NA 19920502 19921005 574074 438295 1645  5.47 499    NA  4.12 600    NA    NA   2.73   -.26   2.47   2.73   -.26   2.47
Tu01     1992       NA 19920426 19920928 542233 424311  800  1.20 510    NA    NA  NA  4.18    NA    .61  -4.79  -4.18    .61  -4.79  -4.18
Tu02     1992       NA 19920426 19920928 542813 424564  830   .15 533    NA    NA  NA  4.42    NA    .08  -4.50  -4.42    .08  -4.50  -4.42
Tu04     1992       NA 19920426 19920929 546175 425738 1029  2.58 450    NA    NA  NA  1.37    NA   1.16  -2.53  -1.37   1.16  -2.53  -1.37
Tu06     1992       NA 19920427 19920930 552822 428015 1230    NA  NA    NA   .85 600    NA    NA     NA     NA    .51     NA     NA    .51
Tu08     1992       NA 19920427 19920930 556402 429194 1298  4.24 469    NA  2.73 600    NA    NA   1.99   -.35   1.64   1.99   -.35   1.64
