#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2002 20010918 20020505 20020914 630487 439237 1357  5.22 353    NA  2.42 600    NA    NA   1.84   -.39   1.45   1.84   -.39   1.45
B08      2002 20010917 20020504 20020913 639352 476533  748   .55 424    NA    NA  NA  4.96   .00    .23  -5.19  -4.96    .23  -5.19  -4.96
B09      2002 20010917 20020504 20020913 638760 476663  742   .58 362    NA    NA  NA  4.05   .00    .21  -4.26  -4.05    .21  -4.26  -4.05
B10      2002 20010917 20020504 20020913 637581 472822  858   .96 348    NA    NA  NA  3.14   .00    .33  -3.48  -3.14    .33  -3.48  -3.14
B12      2002 20010917 20020504 20020913 632110 462533 1077  2.27 453    NA    NA  NA  1.05   .00   1.03  -2.08  -1.05   1.03  -2.08  -1.05
B13      2002 20010917 20020503 20020913 627946 455330 1212  3.05 430    NA    NA  NA   .53   .00   1.31  -1.84   -.53   1.31  -1.84   -.53
B14      2002 20010917 20020503 20020914 624156 449740 1309  4.06 470    NA  2.20 600    NA   .00   1.91   -.59   1.32   1.91   -.59   1.32
B16      2002 20010917 20020503 20020914 610888 434338 1524  5.04 466    NA  3.24 600    NA   .17   2.35   -.41   1.94   2.24   -.23   2.01
B17      2002 20010917 20020504 20020913 620573 459151 1213  2.44 429    NA    NA  NA   .62   .00   1.05  -1.67   -.62   1.05  -1.67   -.62
B18      2002 20010917 20020507 20020913 643879 450542 1308  4.42 426    NA  2.91 600    NA   .00   1.88   -.14   1.75   1.80   -.14   1.67
B19      2002 20010918 20020509 20020914 648182 444008 1426  5.66 454    NA  3.76 600    NA   .07   2.57   -.31   2.26   2.49   -.24   2.25
BB0      2002 20010918 20020505 20020914 640732 433975 1518  5.07 493    NA  3.51 600    NA   .12   2.50   -.39   2.11   2.39   -.27   2.12
Bor      2002 20010917 20020602 20020913 580179 435833 1395  4.34 530    NA  2.73 600    NA   .17   2.30   -.66   1.64   2.28   -.49   1.79
Br0      2002 20011027 20020506 20020922 630852 400521   96    NA  NA    NA    NA  NA    NA   .00     NA  -7.92     NA     NA  -7.92     NA
Br1      2002 20011027 20020506 20020922 630413 401731  219    NA  NA  1.48    NA  NA  7.31   .00  -1.48  -7.31  -8.78  -1.48  -7.31  -8.78
Br2      2002 20011027 20020506 20020922 628323 403591  319    NA  NA    NA    NA  NA    NA   .00     NA  -6.40     NA     NA  -6.40     NA
Br3      2002 20011027 20020506 20020922 627954 407636  463    NA  NA   .20    NA  NA  5.49   .00   -.20  -5.49  -5.69   -.20  -5.49  -5.69
Br5      2002 20011027 20020506       NA 630288 415451  684  1.32 596    NA    NA  NA    NA    NA    .79     NA     NA    .79     NA     NA
Br7      2002 20010918 20020505 20020914 631155 432407 1249  4.76 430    NA  2.06 600    NA   .00   2.05   -.81   1.24   2.05   -.81   1.24
Bru      2002 20010917 20020504 20020914 646908 468257  831  1.20 453    NA    NA  NA  3.18   .00    .54  -3.72  -3.18    .54  -3.72  -3.18
Bud      2002 20010917 20020504 20020913 643676 458801 1136  3.47 433    NA   .42 600    NA   .00   1.50  -1.25    .25   1.47  -1.25    .22
D12      2002 20010917 20020510 20020913 596081 443886 1651  5.27 483    NA  3.86 600    NA    NA   2.54   -.23   2.32   2.46   -.23   2.23
E01      2002 20010918 20020507       NA 664255 468945  766   .57 537    NA    NA  NA    NA   .00    .31     NA     NA    .31     NA     NA
E02      2002 20010918 20020507 20021108 662385 465526  966  1.46 547    NA    NA  NA  5.64   .26    .80  -6.44  -5.64    .80  -6.18  -5.38
E03      2002 20010918 20020507 20020914 661939 460905 1193  3.44 550    NA  2.01 600    NA   .00   1.89  -1.50   1.21   1.89  -1.50   1.21
E04      2002 20010918 20020508 20020913 662002 457756 1292  5.67 507    NA  3.53 600    NA   .05   2.87   -.76   2.12   2.83   -.70   2.13
G04      2002 20010915 20020603 20020913 584088 445422 1684  5.42 500    NA  5.12 600    NA   .06   2.71    .36   3.07   2.69    .42   3.11
Gjal16   2002       NA 20020603 20020913 579638 447239 1672    NA  NA    NA    NA  NA    NA   .05     NA     NA     NA     NA     NA     NA
Gjal17   2002       NA 20020603 20020913 578861 445307 1668    NA  NA    NA    NA  NA    NA   .06     NA     NA     NA     NA     NA     NA
Gjal22   2002       NA 20020603 20020913 576289 449826 1703    NA  NA    NA    NA  NA    NA   .07     NA     NA     NA     NA     NA     NA
Gjal23   2002       NA 20020603 20020913 577198 450159 1697    NA  NA    NA    NA  NA    NA   .07     NA     NA     NA     NA     NA     NA
Gjal24   2002       NA 20020603 20020913 578217 450315 1692    NA  NA    NA    NA  NA    NA   .07     NA     NA     NA     NA     NA     NA
Gjal25   2002       NA 20020603 20020913 579527 449961 1693    NA  NA    NA    NA  NA    NA   .06     NA     NA     NA     NA     NA     NA
Gjal26   2002       NA 20020603 20020913 579762 448136 1675    NA  NA    NA    NA  NA    NA   .04     NA     NA     NA     NA     NA     NA
Gjal27   2002       NA 20020603 20020913 579260 446053 1672    NA  NA    NA    NA  NA    NA   .06     NA     NA     NA     NA     NA     NA
Gjal28   2002       NA 20020913 20020913 576243 451407 1735    NA  NA    NA    NA  NA    NA   .07     NA     NA     NA     NA     NA     NA
Gke01    2002       NA 20020602 20020913 583339 439380 1556    NA  NA    NA    NA  NA    NA   .08     NA     NA     NA     NA     NA     NA
Gke02    2002       NA 20020602 20020913 583287 439098 1530    NA  NA    NA    NA  NA    NA   .07     NA     NA     NA     NA     NA     NA
Gke05    2002       NA 20020602 20020913 583948 438815 1543    NA  NA    NA    NA  NA    NA   .04     NA     NA     NA     NA     NA     NA
Gke06    2002       NA 20020602 20020913 583593 438852 1529    NA  NA    NA    NA  NA    NA   .06     NA     NA     NA     NA     NA     NA
Gke07    2002       NA 20020602 20020913 583239 438987 1525    NA  NA    NA    NA  NA    NA   .07     NA     NA     NA     NA     NA     NA
Gke10    2002       NA 20020602 20020913 583382 438719 1525    NA  NA    NA    NA  NA    NA   .02     NA     NA     NA     NA     NA     NA
Gke11    2002       NA 20020602 20020913 583436 438999 1526    NA  NA    NA    NA  NA    NA   .08     NA     NA     NA     NA     NA     NA
Gke12    2002       NA 20020602 20020913 583462 439200 1533    NA  NA    NA    NA  NA    NA   .05     NA     NA     NA     NA     NA     NA
Gke13    2002       NA 20020602 20020913 583509 439546 1563    NA  NA    NA    NA  NA    NA   .06     NA     NA     NA     NA     NA     NA
Gke14    2002       NA 20020602 20020913 583468 440045 1595    NA  NA    NA    NA  NA    NA   .06     NA     NA     NA     NA     NA     NA
Gke15    2002       NA 20020602 20020913 584119 440838 1623    NA  NA    NA    NA  NA    NA   .06     NA     NA     NA     NA     NA     NA
Go1      2002 20010915 20020603 20020913 575903 452624 1754  4.71 489    NA  3.71 600    NA   .07   2.30   -.08   2.23   2.27   -.00   2.27
Haab     2002 20010917 20020604 20020916 577229 428429 1723  6.44 469    NA  5.20 600    NA   .15   3.02    .10   3.12   2.88    .25   3.13
Hof01b   2002       NA 20020509 20020914 663633 451713 1109  3.79 517    NA   .18 600    NA   .00   1.96  -1.85    .11   1.96  -1.85    .11
K01      2002 20010915 20020511 20020913 552968 454949  952   .54 507    NA    NA  NA  5.13   .00    .27  -5.40  -5.13    .27  -5.40  -5.13
K02      2002 20010915 20020511 20020913 554581 454650 1084   .82 572    NA    NA  NA  3.08   .00    .47  -3.55  -3.08    .47  -3.55  -3.08
