#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Gh13b    2008 20071010 20080604 20080929 581023 435584 1392    NA  NA    NA    NA  NA    NA   .14     NA   -.79     NA     NA   -.65     NA
Gh15b    2008 20071010 20080604 20080929 577068 438266 1538    NA  NA    NA    NA  NA    NA   .21     NA  -1.04     NA     NA   -.83     NA
Gh16b    2008 20071010 20080604 20080928 578677 437850 1469    NA  NA    NA    NA  NA    NA   .17     NA  -1.50     NA     NA  -1.33     NA
Gh17b    2008 20071010 20080604 20080928 579332 436927 1418    NA  NA    NA    NA  NA    NA   .14     NA  -1.64     NA     NA  -1.50     NA
Gh18b    2008 20071010 20080604 20080929 579427 435985 1417    NA  NA    NA    NA  NA    NA   .14     NA  -1.63     NA     NA  -1.49     NA
Gh19b    2008 20071010 20080604 20080929 579557 434892 1414    NA  NA    NA    NA  NA    NA   .14     NA  -2.12     NA     NA  -1.98     NA
Go1      2008 20071009 20080601 20080930 575927 452638 1756  4.56 586    NA  3.41 600   .00   .37   2.67   -.63   2.04   2.44   -.26   2.19
Haab     2008 20071009 20080606 20080929 577218 428460 1727  6.52 551    NA  5.12 600   .00   .49   3.59   -.52   3.07   3.42   -.03   3.38
Hof01    2008 20071008 20080504 20080927 663427 452673 1126  4.75 489    NA   .60 600   .00   .04   2.33  -1.97    .36   2.26  -1.93    .33
Hosp     2008 20070930 20080420 20081109 669609 441167   89    NA  NA  1.00    NA  NA  7.39   .00  -1.00  -7.39  -8.39  -1.00  -7.39  -8.39
K01      2008 20071009 20080501 20080930 553683 454666  992  2.24 495    NA    NA  NA  3.81   .00   1.11  -4.92  -3.81   1.11  -4.92  -3.81
K02      2008 20071009 20080501 20080930 555140 454338 1113  1.79 498    NA    NA  NA  3.53   .00    .89  -4.42  -3.53    .89  -4.42  -3.53
K03      2008 20071009 20080501 20080930 558769 452760 1304  2.60 476    NA    NA  NA  2.02   .13   1.24  -3.26  -2.02   1.20  -3.13  -1.93
K04      2008 20071008 20080501 20080930 562148 450868 1490  4.39 490    NA  1.34 600   .00   .24   2.15  -1.34    .81   2.10  -1.10   1.00
K05      2008 20071009 20080501 20080930 567552 451446 1682  5.01 479    NA  3.07 600   .00   .28   2.40   -.56   1.84   2.17   -.28   1.89
K06      2008 20071009 20080601 20080930 570611 460611 1966  4.30 563    NA  3.56 600   .00   .35   2.42   -.28   2.14   2.07    .07   2.14
K07      2008 20071009 20080501 20080930 562482 443243 1539  4.37 459    NA  2.10 600   .00   .21   2.01   -.74   1.26   1.85   -.54   1.31
S01      2008 20070921 20080428 20081213 556870 400614  726  1.38 603    NA    NA  NA  4.48   .24    .83  -5.31  -4.48    .83  -5.07  -4.24
S02      2008 20070921 20080428 20081213 557451 411646 1018  3.67 518    NA    NA  NA  2.05   .28   1.90  -3.95  -2.05   1.90  -3.67  -1.77
S04      2008 20070921 20080428 20081213 557927 419161 1165  3.57 540    NA    NA  NA  1.34   .28   1.93  -3.27  -1.34   1.86  -2.99  -1.13
T01      2008 20070921 20080428 20081213 541269 424936  756  2.12 544    NA    NA  NA  5.24   .07   1.16  -6.39  -5.24   1.16  -6.32  -5.17
T02      2008 20070921 20080428 20081213 545173 425295  963  3.45 515    NA    NA  NA  3.47   .24   1.78  -5.25  -3.47   1.78  -5.01  -3.23
T03      2008 20071009 20080428 20080930 549477 426461 1084  2.15 509    NA    NA  NA  2.87   .02   1.09  -3.97  -2.87   1.08  -3.95  -2.87
T04      2008 20071009 20080428 20080928 555143 428676 1229  3.42 491    NA    NA  NA   .57   .02   1.68  -2.25   -.57   1.66  -2.23   -.57
T05      2008 20071009 20080428 20080928 562038 430623 1346  4.08 490    NA   .48 600   .00   .10   2.00  -1.71    .29   1.95  -1.60    .34
T06      2008 20071009 20080428 20080928 567036 434392 1459  4.67 480    NA  1.56 600   .00   .20   2.24  -1.31    .94   2.07  -1.10    .96
T07      2008 20071009 20080501 20080928 571373 436393 1567  5.00 482    NA  2.40 600   .00   .24   2.41   -.97   1.44   2.23   -.72   1.51
T08      2008 20071010 20080501 20080928 574002 438296 1638  5.03 476    NA  3.01 600   .00   .32   2.39   -.59   1.80   2.24   -.27   1.97
