#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2017 20161010 20170504 20171024 630479 439248 1357  5.00 515    NA  3.44 600   .00   .19   2.58   -.51   2.07   2.40   -.32   2.07
B09      2017 20161011 20170505 20171215 638461 475410  729   .10 660    NA    NA  NA  6.17   .09    .07  -6.24  -6.17    .07  -6.15  -6.08
B10      2017 20161011 20170505 20171215 637582 472836  787   .30 600    NA    NA  NA  4.67   .07    .18  -4.85  -4.67    .18  -4.78  -4.60
B11      2017 20161011 20170504 20171215 634830 467655  951  1.24 716    NA    NA  NA  2.67   .27    .89  -3.56  -2.67    .89  -3.30  -2.41
B12      2017 20161011 20170504 20171025 632130 462506 1075  1.63 695    NA    NA  NA  2.33   .05   1.13  -3.46  -2.33   1.13  -3.41  -2.28
B13      2017 20161011 20170504 20171024 627988 455374 1215  2.58 551    NA    NA  NA   .21   .12   1.42  -1.64   -.21   1.32  -1.52   -.20
B14      2017 20161010 20170504 20171024 624217 449841 1317  4.27 519    NA  2.47 600   .00   .12   2.21   -.73   1.48   2.06   -.61   1.45
B15      2017 20161011 20170504 20171024 620200 443827 1401  4.55 510    NA  2.88 600   .00   .16   2.32   -.59   1.73   2.03   -.43   1.60
B16      2017 20161014 20170507 20171025 611822 435397 1526  5.08 574    NA  3.97 600   .00   .28   2.92   -.53   2.38   2.44   -.25   2.19
B17      2017 20161010 20170504 20171024 620567 459187 1212  2.14 542    NA    NA  NA   .12   .12   1.16  -1.28   -.12   1.07  -1.16   -.09
B18      2017 20161010 20170505 20171024 643863 450615 1312  4.41 508    NA  2.44 600   .00   .22   2.24   -.78   1.46   2.12   -.55   1.56
B19      2017 20161010 20170503 20171024 647502 444112 1438  6.68 501    NA  5.11 600   .00   .39   3.35   -.28   3.06   3.03    .11   3.14
Barc     2017       NA 20170608       NA 574266 460797 1885  5.76 515    NA    NA 600    NA   .00   2.97     NA     NA   2.97     NA     NA
BB0      2017 20161010 20170503 20171024 640688 433965 1518  6.80 504    NA  6.05 600   .00   .41   3.43    .20   3.63   3.05    .61   3.66
BBbr-17  2017       NA 20170608 20171025 572849 456553 1926  4.44 494    NA  4.12 600   .00   .35   2.19    .28   2.47   2.19    .63   2.82
Bor      2017 20161016 20170605 20171025 580200 435918 1402  6.36 540    NA  4.07 600   .00   .15   3.46  -1.02   2.44   3.02   -.87   2.16
Borth    2017 20161016 20170505 20171027 580988 436162 1404  6.45 540    NA  4.35 600   .00   .17   3.48   -.87   2.61   3.04   -.70   2.35
Br1      2017 20161009 20170424 20171029 630224 402120  126    NA  NA   .86    NA  NA 10.35   .00   -.86 -10.35 -11.21   -.86 -10.35 -11.21
Br2      2017 20161009 20170424 20171029 627893 403015  207    NA  NA   .86    NA  NA  7.52   .00   -.86  -7.52  -8.38   -.86  -7.52  -8.38
Br3      2017 20161009 20170501 20171025 626501 406869  384   .90 450    NA    NA 600   .00   .00    .40     NA     NA    .40     NA     NA
Br4      2017 20161010 20170501 20171029 629458 411167  512   .20 500    NA    NA  NA  6.08   .00    .10  -6.17  -6.08    .10  -6.17  -6.08
Br7      2017 20161010 20170503 20171024 631175 432479 1245  5.16 511    NA  2.82 600   .00   .12   2.64   -.95   1.69   2.40   -.83   1.56
Bru      2017 20161010 20170504 20171024 646864 468245  753   .10 660    NA    NA  NA  5.70   .00    .07  -5.77  -5.70    .07  -5.77  -5.70
Bud      2017 20161010 20170505 20171024 643662 458802 1134  2.44 562    NA    NA  NA   .56   .13   1.37  -1.93   -.56   1.37  -1.80   -.43
D05      2017 20161014 20170505 20171025 599607 468631 1201  1.26 507    NA    NA  NA  1.84   .02    .64  -2.48  -1.84    .64  -2.46  -1.82
D07      2017 20161014 20170505 20171025 596196 461181 1372  2.73 518    NA   .62 600   .00   .28   1.42  -1.04    .37   1.23   -.76    .47
D09      2017 20161014 20170505 20171025 595542 449106 1582  4.64 519    NA  3.41 600   .00   .20   2.41   -.36   2.05   2.11   -.16   1.94
D12      2017 20161014 20170505 20171025 596031 443878 1647  5.36 505    NA  4.07 600   .00   .29   2.70   -.26   2.44   2.39    .03   2.42
E01      2017 20161010 20170504 20171024 663710 469263  693   .30 674    NA    NA  NA  5.39   .00    .20  -5.59  -5.39    .20  -5.59  -5.39
E02      2017 20161010 20170504 20171024 662405 465587  951  1.52 577    NA    NA  NA  2.47   .04    .88  -3.35  -2.47    .88  -3.31  -2.43
E03      2017 20161010 20170504 20171024 661905 460974 1187  4.59 566    NA   .74 600   .00   .15   2.60  -2.15    .45   2.60  -2.00    .59
E04      2017 20161010 20170504 20171024 661925 457791 1287  6.36 521    NA  3.81 600   .00   .16   3.31  -1.03   2.28   3.21   -.87   2.34
Fl01     2017 20161010 20170503 20171024 647953 440713 1346  5.74 489    NA  3.97 600   .00   .26   2.81   -.43   2.38   2.62   -.17   2.45
G02      2017 20161015 20170605 20171025 582058 439512 1563  5.54 514    NA  4.07 600   .00   .19   2.85   -.40   2.44   2.39   -.22   2.17
G03      2017 20161015 20170605 20171025 583081 442516 1657  5.41 525    NA  4.48 600   .00   .24   2.84   -.15   2.69   2.34    .10   2.44
G04      2017 20161015 20170605 20171025 584080 445436 1686  5.52 535    NA  4.88 600   .00   .18   2.96   -.03   2.92   2.38    .15   2.54
Gb2      2017 20161010 20170505 20171024 643736 455298 1201  2.97 526    NA   .33 600   .00   .14   1.56  -1.36    .20   1.55  -1.22    .33
Go1      2017 20161015 20170608 20171025 575926 452591 1758  5.58 531    NA  4.88 600   .00   .30   2.96   -.03   2.93   2.48    .27   2.75
Haab     2017 20161016 20170606 20171026 577206 428442 1730  7.18 520    NA  6.72 600   .00   .47   3.74    .29   4.03   2.92    .77   3.68
Hof01    2017 20161010 20170504 20171025 663193 452988 1140  5.22 560    NA  1.29 600   .00   .11   2.94  -2.17    .78   2.94  -2.05    .89
K01      2017 20161015 20170506 20171026 554434 454353 1051  1.10 693    NA    NA  NA  3.75   .00    .76  -4.51  -3.75    .76  -4.51  -3.75
K02      2017 20161015 20170506 20171026 556150 453719 1172  1.75 617    NA    NA  NA  2.65   .04   1.08  -3.73  -2.65   1.08  -3.69  -2.61
K03      2017 20161015 20170506 20171026 558804 452722 1294  2.96 540    NA    NA  NA   .32   .01   1.61  -1.93   -.32   1.61  -1.91   -.30
K04      2017 20161015 20170506 20171026 562141 450861 1486  3.32 510    NA  1.28 600   .00   .15   1.70   -.93    .77   1.51   -.78    .73
K05      2017 20161015 20170506 20171026 567577 451423 1678  4.36 622    NA  3.44 600   .00   .18   2.27   -.21   2.06   1.95   -.03   1.92
K06      2017 20161016 20170608 20171025 570581 460626 1946  5.06 519    NA  5.25 600   .00   .51   2.52    .63   3.15   2.15   1.14   3.29
K07      2017 20161015 20170506 20171026 562488 443253 1532  4.79 572    NA  2.98 600   .00   .20   2.74   -.95   1.79   2.44   -.75   1.69
S01      2017 20161015 20170506 20171026 556876 402050  725  2.50 595    NA    NA  NA  2.99   .00   1.49  -4.48  -2.99   1.49  -4.48  -2.99
S02      2017 20161015 20170506 20171026 557513 411657 1005  3.90 572    NA    NA  NA  1.39   .02   2.23  -3.62  -1.39   2.23  -3.61  -1.38
S04      2017 20161015 20170506 20171026 557984 419135 1158  4.02 588    NA    NA  NA   .03   .05   2.36  -2.39   -.03   2.36  -2.33    .03
S05      2017       NA 20170506 20171026 569269 427384 1449  6.19 519    NA  3.69 600   .00   .30   3.35  -1.14   2.21   3.35   -.84   2.51
Ske02a   2017       NA 20170606 20171025 589381 423564 1205  4.20 557    NA  1.71 600   .00   .08   2.34  -1.32   1.02   2.34  -1.24   1.10
Ske03a   2017       NA 20170507 20171025 596806 423123 1251  4.25 559    NA  1.46 600   .00   .06   2.37  -1.50    .87   2.37  -1.43    .94
Ske04a   2017       NA 20170507 20171025 601137 426416 1365  5.18 490    NA  2.79 600   .00   .11   2.53   -.86   1.67   2.53   -.74   1.79
Ske05    2017       NA 20170507 20171025 603812 430597 1433  5.57 527    NA  3.69 600   .00   .15   2.94   -.72   2.22   2.94   -.57   2.36
Skf00    2017       NA 20170503 20171024 650178 420928  949  3.86 522    NA    NA  NA  1.76   .10   2.02  -3.78  -1.76   2.02  -3.69  -1.67
Skf01    2017 20161010 20170503 20171024 641133 425226 1281  6.82 532    NA  4.43 600   .00   .23   3.63   -.97   2.66   3.51   -.75   2.77
T01      2017 20161016 20170506 20171026 541728 425010  723  1.26 639    NA    NA  NA  6.04   .00    .81  -6.85  -6.04    .81  -6.85  -6.04
T02      2017 20161016 20170506 20171026 545155 425257  930  3.43 567    NA    NA  NA  1.93   .00   1.95  -3.88  -1.93   1.95  -3.88  -1.93
T03      2017 20161016 20170506 20171026 549468 426461 1070  3.09 648    NA    NA  NA  1.60   .01   2.00  -3.60  -1.60   2.00  -3.59  -1.59
T04      2017 20161016 20170506 20171026 555147 428642 1220  4.35 521    NA   .48 600   .00   .13   2.27  -1.98    .29   2.16  -1.85    .31
T05      2017 20161015 20170506 20171026 561968 430530 1344  4.88 550    NA  2.26 600   .00   .12   2.69  -1.33   1.35   2.48  -1.21   1.27
T06      2017 20161016 20170506 20171026 567090 434350 1466  5.38 521    NA  3.22 600   .00   .21   2.80   -.87   1.93   2.24   -.66   1.58
T07      2017 20161016 20170505 20171025 571316 436340 1562  5.33 507    NA  3.28 600   .00   .27   2.71   -.74   1.97   2.29   -.47   1.82
T08      2017 20161016 20170505 20171025 574033 438270 1636  5.84 530    NA  4.24 600   .00   .33   3.09   -.55   2.54   2.65   -.22   2.43
