#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
GL14     1997       NA 19970610       NA 586106 458491 1527  1.75 453    NA    NA  NA    NA    NA    .79     NA     NA    .79     NA     NA
GL15     1997       NA 19970610       NA 592459 460519 1536  2.60 450    NA    NA  NA    NA    NA   1.17     NA     NA   1.17     NA     NA
GL16     1997       NA 19970610       NA 580758 449013 1697  3.03 449    NA    NA  NA    NA    NA   1.36     NA     NA   1.36     NA     NA
GL17     1997       NA 19970610       NA 579409 445818 1697  3.39 450    NA    NA  NA    NA    NA   1.53     NA     NA   1.53     NA     NA
GL18     1997       NA 19970610       NA 580462 447202 1707  2.86 450    NA    NA  NA    NA    NA   1.29     NA     NA   1.29     NA     NA
GL19     1997       NA 19970610       NA 580938 443462 1647  2.76 450    NA    NA  NA    NA    NA   1.24     NA     NA   1.24     NA     NA
GL2      1997       NA 19970610       NA 581647 447198 1687  3.64 450    NA    NA  NA    NA    NA   1.64     NA     NA   1.64     NA     NA
GL3      1997       NA 19970610       NA 588941 443685 1667  3.84 450    NA    NA  NA    NA    NA   1.73     NA     NA   1.73     NA     NA
GL4      1997       NA 19970610       NA 593814 441916 1647  4.31 450    NA    NA  NA    NA    NA   1.94     NA     NA   1.94     NA     NA
GL5      1997       NA 19970610       NA 581556 450913 1677  3.04 432    NA    NA  NA    NA    NA   1.31     NA     NA   1.31     NA     NA
GL6      1997       NA 19970610       NA 580797 448141 1697  3.34 450    NA    NA  NA    NA    NA   1.50     NA     NA   1.50     NA     NA
GL6a     1997       NA 19970825       NA 574521 443315 1677  1.40 600    NA    NA  NA    NA    NA    .84     NA     NA    .84     NA     NA
GL7      1997       NA 19970610       NA 579851 452781 1707  3.79 403    NA    NA  NA    NA    NA   1.53     NA     NA   1.53     NA     NA
GL7a     1997       NA 19970825       NA 574612 439600 1637  1.55 600    NA    NA  NA    NA    NA    .93     NA     NA    .93     NA     NA
GL8      1997       NA 19970610       NA 579068 453652 1727  3.45 427    NA    NA  NA    NA    NA   1.47     NA     NA   1.47     NA     NA
GL8a     1997       NA 19970825       NA 575873 434056 1657  1.90 600    NA    NA  NA    NA    NA   1.14     NA     NA   1.14     NA     NA
GL9      1997       NA 19970610       NA 575859 453570 1777  3.26 415    NA    NA  NA    NA    NA   1.35     NA     NA   1.35     NA     NA
GL9a     1997       NA 19970825       NA 573584 448868 1737  1.55 600    NA    NA  NA    NA    NA    .93     NA     NA    .93     NA     NA
Go1-97   1997       NA 19970610       NA 586431 447349 1627  3.23 463    NA    NA  NA    NA    NA   1.49     NA     NA   1.49     NA     NA
Haab     1997       NA 19970610       NA 577203 428256 1727  3.49 482    NA    NA  NA    NA    NA   1.68     NA     NA   1.68     NA     NA
K01      1997 19960930 19970516 19970906 552844 455286  944  2.08 534    NA    NA  NA  3.39   .00   1.11  -4.50  -3.39   1.11  -4.50  -3.39
K02      1997 19960930 19970516 19970906 554507 454646 1087  1.29 504    NA    NA  NA  3.30   .00    .65  -3.95  -3.30    .65  -3.95  -3.30
K03      1997 19960930 19970516 19970906 558835 452705 1306  2.26 518    NA    NA  NA  2.18   .00   1.17  -3.35  -2.18   1.17  -3.35  -2.18
K04      1997 19961001 19970516 19970825 562162 450997 1495  3.33 489    NA   .45 600    NA   .00   1.63  -1.36    .27   1.58  -1.36    .22
K05      1997 19960830 19970516 19970825 567609 451492 1686  4.50 478    NA   .94 600    NA   .00   2.15  -1.59    .56   2.15  -1.59    .56
K06      1997 19960901 19970612       NA 570578 460552 1964  4.05 504    NA    NA  NA    NA    NA   2.04     NA     NA   2.04     NA     NA
L1-4     1997       NA 19970620 19970825 586169 436585 1551    NA  NA    NA    NA  NA    NA   .00     NA   -.88     NA     NA   -.88     NA
Ske00    1997 19960906 19970601 19971002 591437 391868  235    NA  NA    NA    NA  NA    NA   .00     NA  -5.40     NA     NA  -5.40     NA
Skf00    1997 19960906 19970513 19970919 651366 421140  889  3.36 488    NA    NA  NA   .78   .03   1.64  -2.42   -.78   1.64  -2.40   -.76
T01      1997 19961001 19970601 19971004 542111 426889  844   .00  NA    NA    NA  NA  4.63   .00    .00  -4.63  -4.63    .00  -4.63  -4.63
T03      1997 19961001 19970601 19971004 549361 426414 1098   .40 500    NA    NA  NA  4.29   .00    .20  -4.49  -4.29    .20  -4.49  -4.29
T04      1997 19961001 19970601 19971004 555887 428686 1239  2.14 544    NA    NA  NA  1.18   .04   1.17  -2.34  -1.18   1.15  -2.30  -1.16
T06      1997       NA 19970516 19970906 567175 433852 1440  3.37 421    NA   .20 600    NA   .00   1.42  -1.30    .12   1.42  -1.30    .12
T07      1997       NA 19970516 19970906 571495 436358 1567  3.29 422    NA   .72 600    NA   .00   1.39   -.96    .43   1.39   -.96    .43
T08      1997 19960831 19970516 19970906 574029 438364 1641  3.74 448    NA  1.20 600    NA   .05   1.68   -.96    .72   1.68   -.90    .77
Tu7      1997       NA 19970601 19971004 553227 427866 1195    NA  NA    NA    NA  NA    NA   .00     NA     NA     NA     NA     NA     NA
U3       1997       NA 19970531 19970930 630889 400643  162    NA  NA  2.29    NA  NA  6.48   .00  -2.29  -6.48  -8.78  -2.29  -6.48  -8.78
