#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Br5      1999       NA 19990526       NA 630317 415538  687   .87 501    NA    NA  NA    NA    NA    .44     NA     NA    .44     NA     NA
Br7      1999 19980926 19990502 19990922 631163 432438 1250  4.06 446    NA  1.19 600    NA   .07   1.81  -1.10    .71   1.77  -1.02    .74
Bre5     1999       NA 19990526       NA 630872 420144  823  1.40 597    NA    NA  NA    NA    NA    .84     NA     NA    .84     NA     NA
Bru      1999 19981019 19990505 19991108 646902 468319  838  1.45 494    NA    NA  NA  3.42 15.75    .72  -4.14  -3.42    .63  11.61  12.24
Bud      1999 19980926 19990505 19990922 643697 458737 1136  3.24 484    NA   .15 600    NA   .24   1.57  -1.48    .09   1.43  -1.23    .19
D09      1999 19980926 19990507 19990922 595518 449126 1591  3.69 532    NA  2.58 600    NA   .14   1.96   -.41   1.55   1.85   -.28   1.58
D12      1999 19980926 19990506 19990922 596130 443840 1651  3.93 450    NA  2.42 600    NA   .21   1.77   -.32   1.45   1.65   -.11   1.54
Dy11     1999       NA 19990507 19990924 585373 453157 1602  3.28 456    NA  1.42 600    NA   .10   1.50   -.64    .85   1.50   -.54    .96
E01      1999       NA 19990505 19991108 664271 468977  773  1.36 532    NA    NA  NA  4.32   .00    .72  -5.04  -4.32    .64  -5.04  -4.41
E02      1999 19981019 19990505       NA 662407 465547  965  1.33 498    NA    NA  NA    NA    NA    .66     NA     NA    .49     NA     NA
E03      1999 19980926 19990505 19990922 661939 460913 1196  4.54 475    NA  1.58 600    NA   .32   2.16  -1.21    .95   2.04   -.90   1.14
E04      1999 19980926 19990505 19990922 661992 457731 1293  4.49 474    NA  2.26 600    NA   .07   2.13   -.77   1.36   1.98   -.70   1.28
G04      1999       NA 19990609 19990923 584090 445425 1687  4.10 510    NA  2.79 600    NA    NA   2.09   -.42   1.67   2.09   -.42   1.67
Go1      1999       NA 19990507 19990924 575925 452621 1758  3.90 463    NA  2.55 600    NA   .14   1.80   -.28   1.53   1.80   -.14   1.67
GP01     1999       NA 19990620 19990923 581603 449109 1687    NA  NA    NA    NA  NA    NA    NA     NA   -.55     NA     NA   -.55     NA
GP02     1999       NA 19990620 19990923 580785 449081 1693    NA  NA    NA    NA  NA    NA   .09     NA   -.50     NA     NA   -.42     NA
GP03     1999       NA 19990620 19990923 580012 449061 1683    NA  NA    NA    NA  NA    NA    NA     NA   -.58     NA     NA   -.58     NA
GP06     1999       NA 19990620 19990923 577635 449005 1644    NA  NA    NA    NA  NA    NA   .07     NA   -.62     NA     NA   -.55     NA
GP07     1999       NA 19990620 19990923 576786 448986 1671    NA  NA    NA    NA  NA    NA    NA     NA   -.60     NA     NA   -.60     NA
GP08     1999       NA 19990620 19990923 576063 448945 1686    NA  NA    NA    NA  NA    NA    NA     NA   -.53     NA     NA   -.53     NA
GP09     1999       NA 19990620 19990923 575213 448917 1702    NA  NA    NA    NA  NA    NA    NA     NA   -.52     NA     NA   -.52     NA
GP10     1999       NA 19990620 19990923 573547 448876 1723    NA  NA    NA    NA  NA    NA    NA     NA   -.48     NA     NA   -.48     NA
GP12     1999       NA 19990620 19990923 576072 445174 1680    NA  NA    NA    NA  NA    NA    NA     NA   -.45     NA     NA   -.45     NA
K01      1999 19980916 19990501 19990921 552845 455115  945  1.31 573    NA    NA  NA  4.54   .00    .75  -5.30  -4.54    .75  -5.30  -4.54
K02      1999 19980916 19990501 19990921 554539 454632 1090   .80 490    NA    NA  NA  3.06   .00    .39  -3.45  -3.06    .32  -3.45  -3.13
K03      1999 19980916 19990501 19990921 558836 452703 1308  3.22 460    NA   .11 600    NA   .00   1.48  -1.42    .07   1.41  -1.42   -.00
K04      1999 19980916 19990501 19990925 562165 450952 1492  2.90 440    NA   .74 600    NA   .00   1.27   -.83    .44   1.19   -.83    .36
K05      1999       NA 19990501 19990924 567616 451482 1688  3.71 440    NA  2.37 600    NA   .10   1.63   -.21   1.42   1.63   -.10   1.53
K06      1999 19980826 19990610       NA 570594 460604 1967  4.19 519    NA    NA  NA    NA    NA   2.18     NA     NA   2.18     NA     NA
K07      1999 19980917 19990507 19990921 562502 443232 1542  3.09 485    NA  1.45 600    NA   .07   1.50   -.63    .87   1.50   -.56    .94
SKTH     1999       NA 19990623 19990924 584389 436914 1515    NA  NA    NA    NA  NA    NA   .17     NA  -1.04     NA     NA   -.87     NA
T01      1999 19980916 19990429 19991016 540657 425803  752   .25 800    NA    NA  NA  5.87   .00    .20  -6.07  -5.87    .20  -6.07  -5.87
T02      1999 19980916 19990429 19991016 544570 425103  956  2.32 547    NA    NA  NA  1.91   .00   1.27  -3.18  -1.91   1.25  -3.18  -1.92
T03      1999 19980916 19990429 19990923 549496 426463 1102  1.63 483    NA    NA  NA  2.33   .00    .79  -3.12  -2.33    .79  -3.12  -2.33
T04      1999 19980916 19990429 19990923 555955 428714 1243  3.32 390    NA   .22 600    NA   .00   1.29  -1.16    .13   1.28  -1.16    .11
T05      1999 19980916 19990429 19990923 562074 430674 1338  3.20 450    NA   .70 600    NA    NA   1.44  -1.02    .42   1.42  -1.02    .41
T06      1999 19980921 19990430 19990921 567222 434379 1440  4.13 460    NA  1.56 600    NA   .10   1.90   -.96    .94   1.90   -.87   1.03
T07      1999 19980921 19990430 19990921 571426 436443 1566  3.77 450    NA  1.90 600    NA   .06   1.70   -.56   1.14   1.70   -.50   1.19
T08      1999 19980921 19990430 19990921 574057 438308 1643  4.20 410    NA  2.65 600    NA   .16   1.72   -.13   1.59   1.62    .03   1.64
