#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      1999 19980926 19990502 19990922 630470 439213 1351  3.64 469    NA  1.44 600    NA   .07   1.71   -.84    .86   1.66   -.77    .90
B08      1999 19981019 19990506 19991108 639141 477631  720   .50 400    NA    NA  NA  5.34   .00    .20  -5.54  -5.34    .15  -5.54  -5.39
B09      1999 19981019 19990506 19991108 638756 476656  758   .86 462    NA    NA  NA  4.54   .00    .40  -4.94  -4.54    .34  -4.94  -4.60
B10      1999 19981019 19990506 19991108 637520 472844  866  1.44 490    NA    NA  NA  3.14   .17    .71  -3.85  -3.14    .51  -3.67  -3.16
B12      1999 19980926 19990506 19991108 632054 462537 1083  2.61 475    NA    NA  NA   .94   .21   1.24  -2.19   -.94   1.09  -1.98   -.88
B13      1999 19980926 19990505 19990922 628033 455368 1205  2.97 465    NA    NA  NA   .14   .10   1.38  -1.52   -.14   1.09  -1.41   -.32
B14      1999 19980926 19990506 19990922 624132 449705 1308  3.40 447    NA   .64 600    NA   .06   1.52  -1.14    .39   1.38  -1.07    .31
B16      1999 19980926 19990506 19990922 610884 434309 1521  3.71 437    NA  2.13 600    NA   .18   1.62   -.34   1.28   1.59   -.16   1.43
B17      1999 19980926 19990506       NA 620519 459151 1210  3.14 469    NA    NA  NA    NA    NA   1.47     NA     NA   1.30     NA     NA
B18      1999 19980926 19990505 19990922 643862 450542 1308  5.30 403    NA  2.25 600    NA   .06   2.14   -.79   1.35   1.92   -.73   1.19
B19      1999 19980926 19990502 19990922 648199 444006 1429  5.12 462    NA  3.10 600    NA   .17   2.36   -.51   1.86   2.23   -.33   1.90
BB0      1999 19980926 19990502       NA 640822 434013 1519  4.95 447    NA  2.81 600    NA   .26   2.21   -.53   1.68   2.13   -.27   1.86
Bor      1999 19980825 19990606 19990922 580198 435914 1382  6.01 448    NA  1.84 600    NA   .17   2.69  -1.58   1.11   2.69  -1.41   1.28
Borth    1999       NA 19990623 19990922 581004 436418 1381    NA  NA    NA    NA  NA    NA   .17     NA  -1.26     NA     NA  -1.09     NA
Br0      1999 19981018 19990501 19991018 630861 400561  125    NA  NA  1.51    NA  NA  8.48   .00  -1.51  -8.49  -9.99  -1.51  -8.49  -9.99
Br1      1999 19981018 19990501 19991018 630409 401839  237    NA  NA  1.13    NA  NA  5.04   .00  -1.13  -5.04  -6.18  -1.13  -5.04  -6.18
Br2      1999 19981018 19990526       NA 628259 404241  353    NA  NA   .69    NA  NA    NA    NA   -.69     NA     NA   -.69     NA     NA
