#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2006 20051005 20060506 20060923 630494 439241 1355  4.59 484    NA  1.95 600   .00   .01   2.23  -1.05   1.17   2.05  -1.04   1.01
B08      2006 20051005 20060501 20060923 639032 476494  731   .40   0    NA    NA  NA  5.13   .02    .25  -5.38  -5.13    .21  -5.36  -5.15
B09      2006 20051005 20060501 20060923 638593 476175  750   .40   0    NA    NA  NA  5.44   .02    .25  -5.69  -5.44    .19  -5.67  -5.48
B10      2006 20051005 20060501 20060923 637583 472823  838   .88 513    NA    NA  NA  4.89   .02    .45  -5.35  -4.89    .38  -5.33  -4.95
B12      2006 20051005 20060501 20060923 632117 462537 1078  1.71 440    NA    NA  NA  2.14   .07    .75  -2.89  -2.14    .44  -2.82  -2.38
B13      2006 20051005 20060501 20060923 627948 455386 1209  2.89 470    NA    NA  NA   .26   .07   1.36  -1.62   -.26   1.16  -1.55   -.39
B14      2006 20051005 20060430 20060923 624232 449839 1308  3.12 520    NA   .34 600   .00   .06   1.63  -1.43    .20   1.45  -1.37    .08
B16      2006 20051003 20060430 20060923 610871 434377 1523  4.81 458    NA  3.12 600   .00   .04   2.20   -.33   1.87   1.96   -.30   1.66
B17      2006 20051005 20060430 20060923 620557 459177 1211  2.42 466    NA    NA  NA  1.40   .00   1.13  -2.52  -1.40    .83  -2.52  -1.70
B18      2006 20051005 20060505 20060923 643863 450554 1309  3.50 500    NA   .79 600   .00   .02   1.75  -1.28    .47   1.49  -1.26    .24
B19      2006 20051005 20060506 20060923 648148 444031 1430  5.06 480    NA  2.40 600   .00   .02   2.43   -.99   1.44   2.21   -.97   1.24
BB0      2006 20051005 20060506 20060923 640749 434016 1519  5.26 460    NA  2.73 600   .00   .02   2.42   -.78   1.64   2.08   -.76   1.32
Bor      2006 20051003 20060604 20060925 580189 435918 1394  4.98 517    NA  2.27 600   .00   .02   2.58  -1.21   1.36   2.43  -1.19   1.23
Br0a     2006 20051003 20060516 20060930 630267 400871  110    NA  NA  3.19    NA  NA  8.86   .00  -3.19  -8.86 -12.05  -3.19  -8.86 -12.05
Br1      2006 20050930 20060516 20060930 630434 401610  173    NA  NA  2.00    NA  NA  7.59   .00  -2.00  -7.59  -9.59  -2.00  -7.59  -9.59
Br2      2006 20050930 20060516 20060930 627871 403179  281    NA  NA   .58    NA  NA  6.61   .00   -.58  -6.61  -7.19   -.58  -6.61  -7.19
Br3      2006 20050930 20060516 20060930 626742 407324  439    NA  NA   .42    NA  NA  6.63   .00   -.42  -6.63  -7.05   -.42  -6.63  -7.05
Br7      2006 20051005 20060506 20060923 631187 432478 1249  3.92 465    NA   .79 600   .00   .03   1.82  -1.35    .47   1.70  -1.32    .39
Bru      2006       NA 20060501 20060923 646929 468266  810   .80 430    NA    NA  NA  5.29   .04    .34  -5.63  -5.29    .34  -5.60  -5.26
Bud      2006 20051005 20060501 20060923 643656 458794 1134  2.40 479    NA    NA  NA  1.72   .04   1.15  -2.87  -1.72    .95  -2.83  -1.88
D03      2006       NA 20060507 20060925 606041 476177  987  1.00   0    NA    NA 600    NA    NA    .50     NA     NA    .50     NA     NA
D05      2006 20051003 20060507 20060926 600092 469528 1173  1.94 502    NA    NA  NA  2.26   .00    .97  -3.24  -2.26    .71  -3.24  -2.53
D07      2006 20051003 20060507 20060926 596191 461198 1358  3.11 448    NA   .35 600   .00    NA   1.39  -1.18    .21   1.19  -1.18    .01
D09      2006 20051003 20060507 20060926 595532 449140 1573  4.49 479    NA  2.54 600   .00   .02   2.15   -.62   1.53   1.93   -.60   1.33
D12      2006 20051003 20060507 20060923 596044 443905 1645  5.21 473    NA  3.70 600   .00   .07   2.47   -.25   2.22   2.21   -.18   2.03
E01      2006 20051005 20060505 20060927 664214 470124  714   .20 750    NA    NA  NA  6.00    NA    .15  -6.15  -6.00    .09  -6.15  -6.06
E02      2006 20051005 20060505       NA 662404 465603  957  1.91 450    NA    NA 600    NA    NA    .85     NA     NA    .68     NA     NA
E03      2006 20051005 20060505 20060927 661911 460911 1191  4.89 549    NA   .78 600   .00   .05   2.68  -2.22    .47   2.43  -2.17    .27
E04      2006 20051005 20060505 20060927 662013 457756 1289  5.52 507    NA  2.10 600   .00   .05   2.81  -1.55   1.26   2.52  -1.50   1.02
G02      2006       NA 20060606 20060925 582097 439545 1558  4.15 534    NA  2.22 600   .00   .02   2.23   -.90   1.33   2.23   -.88   1.35
G03      2006       NA 20060606 20060925 583088 442498 1650  5.14 510    NA  3.65 600   .00   .02   2.62   -.44   2.19   2.62   -.42   2.20
G04      2006 20051002 20060606 20060925 584079 445431 1683  4.78 506    NA  3.64 600   .00   .02   2.42   -.24   2.18   2.16   -.22   1.94
Gb1-a    2006       NA 20060501 20060923 645168 462592 1032  1.80 500    NA    NA  NA  2.93   .04    .90  -3.83  -2.93    .90  -3.80  -2.90
Gb1-b    2006       NA 20060502 20060923 645536 462559 1034    NA  NA    NA    NA  NA  2.82   .04     NA  -3.76     NA     NA  -3.72     NA
Gb1-c    2006       NA 20060502 20060923 645079 463145 1014    NA  NA    NA    NA  NA  2.66   .04     NA  -3.51     NA     NA  -3.48     NA
Gb1-d    2006       NA 20060502 20060923 644890 462072 1048    NA  NA    NA    NA  NA  2.67   .04     NA  -3.62     NA     NA  -3.59     NA
Gb1-e    2006       NA 20060502 20060923 644515 462681 1033    NA  NA    NA    NA  NA  2.57   .04     NA  -3.44     NA     NA  -3.41     NA
Gb2      2006       NA 20060502 20060923 643757 455117 1203  2.89 490    NA    NA  NA   .75   .04     NA  -2.17   -.75     NA  -2.13   -.72
Gb2-a    2006       NA 20060502 20060923 643245 455108 1198    NA  NA    NA    NA  NA   .00   .04     NA  -1.38     NA     NA  -1.35     NA
Gb2-c    2006       NA 20060502 20060923 643777 454603 1213    NA  NA    NA    NA  NA   .40   .02     NA  -1.83     NA     NA  -1.81     NA
Gb2-d    2006       NA 20060502 20060923 644259 455146 1208    NA  NA    NA    NA  NA   .55   .02     NA  -1.96     NA     NA  -1.94     NA
Gjal01   2006 20051001 20060604 20060926 581526 449092 1674    NA  NA    NA  3.37 600   .00   .04     NA   -.39     NA     NA   -.36     NA
Gjal02   2006 20051001 20060604 20060926 580827 449069 1687    NA  NA    NA  3.38 600   .00   .04     NA   -.40     NA     NA   -.37     NA
Gjal03   2006 20051001 20060604 20060926 579981 449097 1691    NA  NA    NA  3.44 600   .00   .04     NA   -.38     NA     NA   -.35     NA
Gjal04   2006 20051001 20060604 20060925 579190 449066 1683    NA  NA    NA  3.49 600   .00   .02     NA   -.38     NA     NA   -.36     NA
Gjal05   2006 20051001 20060604 20060926 578413 449050 1680    NA  NA    NA  3.46 600   .00   .04     NA   -.41     NA     NA   -.37     NA
Gjal06   2006 20051001 20060604 20060926 577835 448904 1680    NA  NA    NA  3.57 600   .00   .04     NA   -.35     NA     NA   -.32     NA
Gjal07   2006 20051001 20060604 20060926 576786 448949 1699    NA  NA    NA  3.47 600   .00   .04     NA   -.37     NA     NA   -.34     NA
Gjal08   2006 20051001 20060604 20060926 575883 448982 1708    NA  NA    NA  3.41 600   .00   .04     NA   -.34     NA     NA   -.30     NA
Gjal09   2006 20051001 20060604 20060926 575182 448885 1712    NA  NA    NA  3.32 600   .00   .04     NA   -.35     NA     NA   -.32     NA
