#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Gjal10   2006 20051001 20060604 20060926 574367 448863 1719    NA  NA    NA  3.22 600   .00   .04     NA   -.36     NA     NA   -.33     NA
Gjal11   2006 20051001 20060604 20060926 573568 448853 1718    NA  NA    NA  3.22 600   .00   .04     NA   -.33     NA     NA   -.29     NA
Gjal12   2006 20051001 20060604 20060926 572776 448845 1716    NA  NA    NA  3.16 600   .00   .04     NA   -.34     NA     NA   -.31     NA
Gjal13   2006 20051001 20060604 20060926 571979 448810 1713    NA  NA    NA  3.32 600   .00   .04     NA   -.24     NA     NA   -.20     NA
Gjal14   2006 20051001 20060608 20060926 576035 447095 1696    NA  NA    NA  3.46 600   .00   .04     NA   -.36     NA     NA   -.32     NA
Gjal15   2006 20051001 20060608 20060926 576091 445134 1687    NA  NA    NA  3.35 600   .00   .04     NA   -.42     NA     NA   -.38     NA
Gjal16   2006 20051001 20060604 20060925 579636 447259 1679    NA  NA    NA  3.61 600   .00   .02     NA   -.34     NA     NA   -.32     NA
Gjal17   2006 20051001 20060604 20060926 578833 445336 1674    NA  NA    NA  3.63 600   .00   .04     NA   -.34     NA     NA   -.31     NA
Gjal20   2006 20051001 20060608 20060926 576066 446234 1692    NA  NA    NA  3.37 600   .00   .04     NA   -.41     NA     NA   -.38     NA
Gjal21   2006 20051001 20060604 20060926 576485 448077 1697    NA  NA    NA  3.41 600   .00   .04     NA   -.41     NA     NA   -.37     NA
Gjal22   2006 20051001 20060604 20060926 576282 449826 1712    NA  NA    NA  3.32 600   .00   .04     NA   -.38     NA     NA   -.34     NA
Gjal23   2006 20051001 20060604 20060926 577195 450157 1707    NA  NA    NA  3.26 600   .00   .04     NA   -.43     NA     NA   -.39     NA
Gjal24   2006 20051001 20060604 20060925 578200 450297 1698    NA  NA    NA  3.33 600   .00   .03     NA   -.40     NA     NA   -.37     NA
Gjal25   2006 20051001 20060604 20060926 579512 449976 1696    NA  NA    NA  3.38 600   .00   .04     NA   -.38     NA     NA   -.35     NA
Gjal26   2006 20051001 20060604 20060925 579755 448171 1682    NA  NA    NA  3.61 600   .00   .02     NA   -.33     NA     NA   -.31     NA
Gjal27   2006 20051001 20060604 20060926 579272 446060 1679    NA  NA    NA  3.50 600   .00   .04     NA   -.42     NA     NA   -.39     NA
Gjal28   2006 20051001 20060604 20060925 576241 451417 1740    NA  NA    NA    NA 600    NA    NA     NA     NA     NA     NA     NA     NA
Gjal29   2006 20051001 20060608 20060926 576943 445124 1675    NA  NA    NA  3.54 600   .00   .04     NA   -.35     NA     NA   -.32     NA
Gjal30   2006 20051001 20060604 20060926 577768 445164 1656    NA  NA    NA  3.30 600   .00   .04     NA   -.53     NA     NA   -.49     NA
Gjal31   2006 20051001 20060608 20060926 576989 446211 1678    NA  NA    NA  2.89 600   .00   .04     NA   -.75     NA     NA   -.72     NA
Gjal32   2006 20051001 20060608 20060926 577086 447134 1676    NA  NA    NA  3.48 600   .00   .04     NA   -.40     NA     NA   -.37     NA
Gjal33   2006 20051001 20060604 20060926 577400 447887 1678    NA  NA    NA  3.51 600   .00   .04     NA   -.40     NA     NA   -.36     NA
Gjal34   2006 20051001 20060604 20060926 578694 447909 1665    NA  NA    NA  3.34 600   .00   .04     NA   -.51     NA     NA   -.47     NA
Gjal35   2006 20051001 20060604 20060926 578649 447152 1654    NA  NA    NA  3.34 600   .00   .04     NA   -.51     NA     NA   -.48     NA
Gjal36   2006 20051001 20060604 20060926 578118 446013 1648    NA  NA    NA  3.36 600   .00   .04     NA   -.50     NA     NA   -.47     NA
Gjal37   2006 20051001 20060604 20060925 577269 451456 1730    NA  NA    NA  3.29 600   .00   .05     NA   -.32     NA     NA   -.27     NA
Gjal38   2006 20051001 20060604 20060925 575327 450602 1734    NA  NA    NA  3.22 600   .00   .04     NA   -.34     NA     NA   -.30     NA
Go1      2006 20051001 20060608 20060925 575932 452641 1752  4.43 490    NA  3.45 600   .00   .05   2.17   -.10   2.07   1.94   -.05   1.89
Haab     2006 20051003 20060606 20060924 577213 428464 1724  4.52 520    NA  3.93 600   .00   .02   2.36    .00   2.36   2.06    .02   2.08
Hof01    2006 20051005 20060505 20060927 663344 452636 1127  5.15 580    NA  1.14 600   .00   .05   2.98  -2.30    .68   2.81  -2.24    .56
Hosp     2006 20051013 20060501 20060930 669636 441117   87    NA  NA   .15    NA  NA  8.11   .00   -.15  -8.11  -8.26   -.15  -8.11  -8.26
K01      2006 20051003 20060508 20060924 553685 454673  998  1.01 640    NA    NA  NA  4.35   .00    .65  -5.00  -4.35    .61  -5.00  -4.38
K02      2006 20051003 20060508 20060924 555160 454338 1117  1.86 550    NA    NA  NA  2.61   .00   1.02  -3.63  -2.61    .94  -3.63  -2.69
K03      2006 20051003 20060508 20060924 558791 452749 1302  2.67 525    NA    NA  NA   .69   .00   1.40  -2.09   -.69   1.29  -2.09   -.80
K04      2006 20051003 20060508 20060924 562159 450882 1493  3.95 520    NA  1.48 600   .00   .00   2.05  -1.16    .89   1.86  -1.16    .70
K05      2006 20051003 20060508 20060926 567549 451417 1684  4.62 478    NA  2.90 600   .00   .09   2.21   -.47   1.74   1.95   -.38   1.58
K06      2006 20051003 20060608 20060925 570612 460619 1965  4.89 480    NA  4.30 600   .00   .17   2.35    .23   2.58   1.99    .40   2.39
K07      2006 20051003 20060508 20060924 562498 443253 1539  4.31 482    NA  2.10 600   .00   .00   2.08   -.82   1.26   1.90   -.82   1.08
S01      2006 20051001 20060428 20060925 554755 401755  744  1.76 635    NA    NA  NA  3.32    NA   1.12  -4.44  -3.32   1.12  -4.44  -3.32
S02      2006 20051001 20060428 20060925 555884 412282 1021  2.90 502    NA    NA  NA  1.53   .00   1.46  -2.99  -1.53   1.41  -2.99  -1.58
S04      2006 20051001 20060428 20060925 557940 419140 1166  3.53 498    NA    NA  NA   .32   .00   1.76  -2.08   -.32   1.69  -2.08   -.39
Se01     2006       NA 20060608 20060924 569241 440924 1575    NA  NA    NA  2.47 600   .00   .00     NA   -.72     NA     NA   -.72     NA
Se02     2006       NA 20060608 20060924 569993 441836 1596    NA  NA    NA  2.52 600   .00   .00     NA   -.71     NA     NA   -.71     NA
Se03     2006       NA 20060608 20060924 570574 442661 1616    NA  NA    NA  2.71 600   .00   .00     NA   -.60     NA     NA   -.60     NA
Se06     2006       NA 20060608 20060924 572540 445385 1653    NA  NA    NA  2.72 600   .00   .00     NA   -.62     NA     NA   -.62     NA
Se07     2006       NA 20060608 20060924 573114 446234 1679    NA  NA    NA  2.79 600   .00   .00     NA   -.60     NA     NA   -.60     NA
Se08     2006       NA 20060608 20060924 570377 445039 1636    NA  NA    NA  2.66 600   .00   .00     NA   -.64     NA     NA   -.64     NA
Se09     2006       NA 20060608 20060924 570048 443487 1625    NA  NA    NA  2.67 600   .00   .00     NA   -.63     NA     NA   -.63     NA
Se10     2006       NA 20060608 20060924 572563 442229 1634    NA  NA    NA    NA 600    NA   .02     NA     NA     NA     NA     NA     NA
Se11     2006       NA 20060608 20060924 573284 444229 1646    NA  NA    NA  2.64 600   .00   .00     NA   -.69     NA     NA   -.69     NA
Sv01     2006       NA 20060608 20060924 565394 443010 1543    NA  NA    NA  2.31 600   .00   .00     NA   -.79     NA     NA   -.79     NA
Sv02     2006       NA 20060608 20060924 565762 443502 1542    NA  NA    NA  2.52 600   .00   .00     NA   -.68     NA     NA   -.68     NA
Sv03     2006       NA 20060608 20060924 566031 443942 1523    NA  NA    NA  2.49 600   .00   .00     NA   -.72     NA     NA   -.72     NA
Sv04     2006       NA 20060608 20060924 567123 445356 1581    NA  NA    NA  2.41 600   .00   .00     NA   -.78     NA     NA   -.78     NA
Sv05     2006       NA 20060608 20060924 567468 445863 1613    NA  NA    NA  2.62 600   .00   .00     NA   -.66     NA     NA   -.66     NA
Sv06     2006       NA 20060608 20060924 567877 446472 1628    NA  NA    NA  2.69 600   .00   .00     NA   -.62     NA     NA   -.62     NA
Sv07     2006       NA 20060608 20060924 565820 444627 1555    NA  NA    NA  2.31 600   .00   .00     NA   -.82     NA     NA   -.82     NA
Sv08     2006       NA 20060608 20060924 566279 445412 1578    NA  NA    NA  2.25 600   .00   .00     NA   -.87     NA     NA   -.87     NA
Sv09     2006       NA 20060608 20060924 567457 444865 1566    NA  NA    NA  2.47 600   .00   .00     NA   -.75     NA     NA   -.75     NA
Sv10     2006       NA 20060608 20060924 567167 443855 1571    NA  NA    NA  2.70 600   .00   .00     NA   -.60     NA     NA   -.60     NA
T01      2006 20051001 20060508 20060924 541010 425587  737   .30 500    NA    NA  NA  6.61   .00    .15  -6.76  -6.61    .11  -6.76  -6.64
T02      2006 20051001 20060508 20060924 544508 425039  935   .93 716    NA    NA  NA  5.58   .00    .67  -6.25  -5.58    .63  -6.25  -5.62
T03      2006 20051001 20060427 20060924 549459 426458 1087  2.49 522    NA    NA  NA  2.17   .00   1.30  -3.47  -2.17   1.23  -3.47  -2.24
T04      2006 20051001 20060428 20060924 555140 428691 1230  3.16 499    NA    NA  NA   .37   .00   1.58  -1.95   -.37   1.49  -1.95   -.45
T05      2006 20051001 20060428 20060924 562065 430644 1344  3.39 489    NA   .73 600   .00   .00   1.91  -1.47    .44   1.82  -1.47    .35
T06      2006 20051001 20060508 20060924 567025 434364 1456  3.77 510    NA  1.77 600   .00   .00   1.92   -.86   1.06   1.83   -.86    .98
T07      2006 20051001 20060508 20060924 571403 436415 1565  4.64 460    NA  2.94 600   .00   .01   2.13   -.37   1.76   2.01   -.36   1.64
T08      2006 20051001 20060429 20060924 573998 438281 1638  4.74 463    NA  3.42 600   .00   .01   2.20   -.14   2.05   2.03   -.14   1.89
Vg0701a  2006       NA 20060609 20060926 583474 438402 1530    NA  NA    NA  2.92 600   .00   .00     NA   -.85     NA     NA   -.85     NA
Vg0702a  2006       NA 20060609 20060926 583455 438897 1534    NA  NA    NA  2.96 600   .00   .01     NA   -.83     NA     NA   -.81     NA
Vg0703b  2006       NA 20060609 20060926 583450 439402 1561    NA  NA    NA  2.91 600   .00   .00     NA   -.85     NA     NA   -.85     NA
