#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Br3      2010 20090930 20100430 20101013 626807 407215  418    NA  NA  1.13    NA  NA  5.85   .00  -1.13  -5.85  -6.98  -1.13  -5.85  -6.98
Br7      2010 20091014 20100508 20101012 631195 432483 1245  3.29 517    NA    NA  NA  1.27   .12   1.70  -2.97  -1.27   1.50  -2.85  -1.35
Bru      2010 20091013 20100506 20101006 646936 468269  790   .73 583    NA    NA  NA  5.50   .00    .43  -5.92  -5.50    .39  -5.92  -5.53
Bud      2010 20091013 20100506 20101006 643652 458798 1133  2.80 573    NA    NA  NA  1.33   .02   1.60  -2.93  -1.33   1.48  -2.91  -1.43
D05      2010 20091015 20100508 20101011 600089 469524 1171  2.27 570    NA    NA  NA  2.96   .00   1.29  -4.25  -2.96   1.18  -4.25  -3.08
D07      2010 20091015 20100509 20101011 596156 461135 1368  2.66 520    NA    NA  NA  1.09   .08   1.38  -2.48  -1.09   1.20  -2.39  -1.20
D09      2010 20091015 20100509 20101011 595533 449115 1577  3.48 508    NA    NA  NA   .39   .24   1.77  -2.16   -.39   1.45  -1.91   -.46
D12      2010 20091015 20100508 20101008 596045 443900 1645  3.25 482    NA    NA  NA   .11   .16   1.57  -1.68   -.11   1.18  -1.52   -.34
E01      2010 20091013 20100507 20101007 664211 470129  692   .35   0    NA    NA  NA  5.96   .00    .23  -6.19  -5.96    .22  -6.19  -5.98
E02      2010 20091013 20100507 20101007 662409 465593  955  2.52 572    NA    NA  NA  3.13   .00   1.70  -4.83  -3.13   1.65  -4.83  -3.18
E03      2010 20091013 20100507 20101007 661919 460949 1186  3.98 519    NA    NA  NA   .67   .10   2.06  -2.73   -.67   1.85  -2.62   -.77
E04      2010 20091013 20100507 20101007 661946 457779 1285  4.23 516    NA   .23 600   .00   .10   2.18  -2.04    .14   1.94  -1.94   -.00
Fl01     2010       NA 20100507 20101006 648187 440408 1326  5.22 519    NA  1.39 600   .00   .17   2.71  -1.88    .83   2.71  -1.70   1.01
G02      2010 20091015 20100608 20101010 582088 439536 1559  2.95 606    NA    NA  NA   .78   .24   1.79  -2.57   -.78   1.59  -2.32   -.73
G03      2010 20091015 20100608 20101010 583076 442500 1652  2.65 562    NA    NA  NA   .38   .29   1.49  -1.87   -.38   1.24  -1.58   -.34
G04      2010 20091015 20100608 20101010 584064 445459 1683  3.56 586    NA  1.16 600   .00   .35   2.09  -1.39    .70   1.78  -1.04    .74
Gb2      2010 20091013 20100506 20101006 643736 455225 1198  3.41 490    NA    NA  NA   .98   .05   1.67  -2.65   -.98   1.51  -2.60  -1.08
Go1      2010 20091015 20100509 20101010 575928 452640 1757  4.50 484    NA    NA  NA   .04   .26   2.27  -2.31   -.04   1.91  -2.05   -.14
Haab     2010 20091015 20100609 20101010 577206 428453 1726  4.25 518    NA   .36 600   .00   .26   2.29  -2.07    .22   2.12  -1.81    .30
Hof01    2010 20091013 20100507 20101007 663442 452662 1123  4.63 560    NA    NA  NA   .36   .10   2.61  -2.97   -.36   2.46  -2.87   -.41
Hosp     2010 20090930 20100430 20100930 669574 441278   86    NA  NA  1.86    NA  NA  9.37   .00  -1.86  -9.37 -11.23  -1.86  -9.37 -11.23
K01      2010 20091015 20100509 20101011 553669 454670  980   .71 769    NA    NA  NA  5.75   .00    .55  -6.30  -5.75    .54  -6.30  -5.76
K02      2010 20091015 20100509 20101011 555129 454354 1110   .72 717    NA    NA  NA  4.72   .00    .52  -5.23  -4.72    .51  -5.23  -4.72
K03      2010 20091015 20100509 20101011 558798 452724 1300  1.36 630    NA    NA  NA  3.55   .02    .86  -4.40  -3.55    .81  -4.39  -3.58
K04      2010 20091015 20100509 20101011 562147 450859 1492  2.98 546    NA    NA  NA  2.23   .01   1.63  -3.86  -2.23   1.54  -3.85  -2.31
K05      2010 20091015 20100509 20101010 567548 451447 1683  4.46 540    NA    NA  NA  1.46   .17   2.17  -3.63  -1.46   1.85  -3.45  -1.60
K06      2010 20091015 20100608 20101010 570598 460623 1963  4.18 630    NA  2.31 600   .00   .19   2.64  -1.25   1.39   2.10  -1.06   1.04
K07      2010 20091015 20100509 20101011 562482 443243 1537  4.17 525    NA    NA  NA  1.06   .10   2.19  -3.25  -1.06   1.98  -3.15  -1.17
S01      2010 20091011 20100511 20110111 557040 405276  867   .36 765    NA    NA  NA  4.89   .04    .28  -5.16  -4.89    .27  -5.13  -4.86
S02      2010 20091011 20100511 20110111 557453 411636 1013  1.27 652    NA    NA  NA  4.96   .17    .83  -5.79  -4.96    .82  -5.61  -4.79
S04      2010 20091011 20100510 20101010 557938 419162 1162  2.11 611    NA    NA  NA  2.42   .01   1.29  -3.71  -2.42   1.18  -3.70  -2.52
Skf01    2010       NA 20100508 20101006 641127 425231 1281  5.55 524    NA  1.08 600   .00   .19   2.91  -2.26    .65   2.91  -2.07    .84
T01      2010 20091010 20100504 20110111 541266 424940  741   .20 900    NA    NA  NA  6.72   .04    .18  -6.90  -6.72    .17  -6.87  -6.69
T02      2010 20091010 20100504 20110111 545175 425290  952  1.57 534    NA    NA  NA  4.74   .21    .84  -5.58  -4.74    .82  -5.37  -4.55
T03      2010 20091011 20100504 20101009 549468 426468 1081  1.52 560    NA    NA  NA  4.18   .00    .85  -5.04  -4.18    .80  -5.04  -4.24
T04      2010 20091015 20100504 20101009 555135 428667 1226  1.92 470    NA    NA  NA  2.93   .01    .99  -3.93  -2.93    .92  -3.92  -3.00
T05      2010 20091015 20100504 20101009 562008 430602 1346  2.80 448    NA    NA  NA  2.43   .12   1.25  -3.68  -2.43   1.11  -3.57  -2.45
T06      2010 20091015 20100504 20101009 567029 434356 1460  3.08   0    NA    NA  NA  2.15   .17   1.43  -3.58  -2.15   1.19  -3.41  -2.21
T07      2010 20091015 20100504 20101009 571342 436373 1563  4.05 464    NA    NA  NA  1.47   .35   1.88  -3.35  -1.47   1.64  -3.00  -1.36
T08      2010 20091015 20100504 20101009 574003 438289 1636  3.76 491    NA    NA  NA  1.55   .22   1.84  -3.39  -1.55   1.74  -3.17  -1.43
