#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
B07      2010 20091014 20100508 20101007 630495 439242 1355  3.59 542    NA   .05 600   .00   .28   1.95  -1.92    .03   1.71  -1.64    .07
B08      2010 20091014 20100506 20101007 638150 476044  734   .74 636    NA    NA  NA  5.74   .00    .47  -6.21  -5.74    .46  -6.21  -5.75
B09      2010 20091014 20100506 20101007 638596 476175  726    NA   0    NA    NA  NA  5.30   .00    .50  -5.80  -5.30    .49  -5.80  -5.31
B10      2010 20091014 20100506 20101007 637583 472829  819  1.06 619    NA    NA  NA  4.89   .01    .62  -5.51  -4.89    .58  -5.50  -4.92
B12      2010 20091014 20100506 20101007 632104 462530 1075  2.29 515    NA    NA  NA  2.43   .02   1.18  -3.61  -2.43   1.06  -3.59  -2.54
B13      2010 20091014 20100505 20101007 627920 455354 1212  2.86 492    NA    NA  NA  1.30   .04   1.41  -2.71  -1.30   1.25  -2.67  -1.43
B14      2010 20091014 20100505 20101007 624222 449857 1310  3.71 490    NA    NA  NA   .42   .09   1.82  -2.24   -.42   1.62  -2.15   -.53
B15      2010 20091014 20100505 20101007 620216 443857 1394  3.40 494    NA    NA  NA   .48   .17   1.68  -2.16   -.48   1.48  -1.99   -.50
B16      2010 20091014 20100505 20101008 610866 434407 1522  3.41 468    NA    NA  NA   .08   .34   1.60  -1.68   -.08   1.23  -1.34   -.11
B17      2010 20091014 20100506 20101007 620557 459173 1211  2.54 500    NA    NA  NA  1.70   .02   1.27  -2.97  -1.70   1.11  -2.95  -1.84
B18      2010 20091013 20100506 20101006 643854 450597 1308  3.95 498    NA    NA  NA   .16   .10   1.97  -2.12   -.16   1.73  -2.02   -.29
B19      2010 20091013 20100507 20101006 648161 444024 1427  5.24 515    NA  1.69 600   .00   .41   2.25  -1.24   1.01   1.90   -.83   1.07
BB0      2010 20091013 20100508 20101006 640684 433967 1517  5.48 489    NA  2.09 600   .00   .40   2.68  -1.43   1.25   2.28  -1.03   1.25
Bor      2010 20091015 20100606       NA 580143 435864 1419  2.51 600    NA    NA 600    NA    NA   1.50     NA     NA   1.39     NA     NA
Borth    2010 20091015 20100510 20101010 581003 436274 1425  2.55 500    NA    NA  NA  2.21   .30   1.27  -3.48  -2.21   1.15  -3.18  -2.03
Br1      2010 20090930 20100430 20101013 630440 401549  136    NA  NA  1.90    NA  NA  9.50   .00  -1.90  -9.50 -11.40  -1.90  -9.50 -11.40
Br2      2010 20090930 20100430 20101013 627879 403107  257    NA  NA  1.48    NA  NA  7.03   .00  -1.48  -7.03  -8.51  -1.48  -7.03  -8.51
