#stake     ar       d1       d2       d3      x      y    h   dw rhow   imw   ds rhos   ims  nswe bw_str bs_str ba_str bw_fld bs_fld ba_fld
Br2      2012 20111001 20120420 20120930 627885 403072  239    NA  NA   .50    NA  NA  5.89   .00   -.50  -5.89  -6.39   -.50  -5.89  -6.39
Br3      2012 20111001 20120420 20120930 626432 406968  403   .75 500    NA    NA  NA  4.98   .00    .37  -5.35  -4.98    .37  -5.35  -4.98
Br4      2012 20111001 20120420 20120930 627815 413025  570  1.20 500    NA    NA  NA  3.67   .00    .60  -4.27  -3.67    .60  -4.27  -3.67
Br7      2012 20111020 20120507 20121008 631171 432481 1245  4.49 517    NA    NA  NA   .05   .29   2.32  -2.37   -.05   2.13  -2.08    .05
Bru      2012 20111020 20120509 20121008 646933 468274  778    NA  NA    NA    NA  NA  4.94   .13    .00  -4.94  -4.94   -.04  -4.81  -4.85
Bud      2012 20111020 20120509 20121008 643659 458799 1132  2.82 545    NA    NA  NA   .83   .32   1.54  -2.36   -.83   1.40  -2.05   -.65
D05      2012 20111021 20120507 20121013 599640 468608 1198  1.14 418    NA    NA  NA  3.00   .15    .48  -3.47  -3.00    .42  -3.33  -2.90
D07      2012 20111021 20120507 20121013 596208 461187 1366  2.79 485    NA    NA  NA  1.43   .32   1.35  -2.78  -1.43   1.18  -2.46  -1.28
D09      2012 20111021 20120507 20121013 595544 449110 1578  4.59 507    NA  1.44 600   .00    NA   2.33  -1.47    .86   1.95  -1.47    .48
D12      2012 20111021 20120507 20121010 596039 443891 1645  5.57 496    NA  2.67 600   .00   .29   2.77  -1.16   1.60   2.22   -.88   1.34
E01      2012 20111020 20120509 20121008 664209 470128  680   .38 783    NA    NA  NA  5.06   .04    .30  -5.36  -5.06    .26  -5.32  -5.06
E02      2012 20111020 20120509 20121008 662414 465607  952  1.65 603    NA    NA  NA  2.58   .24    .99  -3.58  -2.58    .84  -3.33  -2.50
E03      2012 20111020 20120509 20121008 661912 460984 1183  3.77 563    NA    NA  NA   .09   .35   2.12  -2.21   -.09   1.95  -1.86    .09
E04      2012 20111020 20120509 20121008 661934 457790 1286  5.16 523    NA  1.66 600   .00   .35   2.70  -1.70   1.00   2.60  -1.35   1.24
Fl01     2012 20111019 20120508 20121008 648209 440444 1327  5.45 584    NA  1.91 600   .00   .30   3.18  -2.04   1.15   2.77  -1.73   1.04
G02      2012 20111023 20120603 20121011 582062 439529 1558  5.48 549    NA  2.79 600   .00   .29   3.01  -1.34   1.67   2.80  -1.05   1.75
G03      2012 20111023 20120603 20121011 583074 442514 1652  5.00 520    NA  2.31 600   .00   .29   2.61  -1.22   1.39   2.17   -.94   1.24
G04      2012 20111023 20120603 20121011 584077 445423 1683  5.52 544    NA  3.00 600   .00   .27   3.00  -1.20   1.80   2.58   -.93   1.64
Gb1      2012 20111020 20120508 20121009 643728 455275 1197  2.82 523    NA    NA  NA   .89   .33   1.48  -2.37   -.89   1.30  -2.03   -.73
Go1      2012 20111024 20120603 20121011 575938 452642 1754  4.95 540    NA  3.06 600   .00   .30   2.67   -.84   1.84   2.41   -.53   1.87
Haab     2012       NA 20120605 20121012 577225 428430 1728  7.20 525    NA  3.88 600   .00   .23   3.78  -1.45   2.33   3.78  -1.22   2.56
Hof01    2012 20111019 20120508 20121009 663199 452976 1137  5.54 569    NA  1.68 600   .00   .05   3.15  -2.14   1.01   3.00  -2.09    .91
K01      2012 20111024 20120505 20121012 553663 454676  970  1.14 543    NA    NA  NA  4.59   .04    .62  -5.21  -4.59    .60  -5.17  -4.57
K02      2012 20111024 20120505 20121012 556143 453730 1178  2.06 514    NA    NA  NA  1.68   .08   1.06  -2.74  -1.68    .97  -2.66  -1.69
K03      2012 20111024 20120505 20121012 558807 452717 1296  3.02 497    NA    NA  NA   .60   .19   1.50  -2.10   -.60   1.43  -1.92   -.49
K04      2012 20111024 20120505 20121012 562145 450862 1485  3.49 499    NA   .38 600   .00   .18   1.74  -1.51    .23   1.74  -1.33    .41
K05      2012 20111024 20120505 20121011 567583 451425 1678  4.76 475    NA  2.80 600   .00   .38   2.26   -.58   1.68   1.91   -.20   1.71
K06      2012 20111024 20120603 20121011 570620 460601 1965  4.88 506    NA  3.49 600   .00   .58   2.47   -.37   2.09   1.89    .21   2.10
K07      2012 20111024 20120511 20121011 562478 443270 1532  3.30 420    NA   .61 600   .00   .21   1.39  -1.02    .37   1.39   -.81    .58
S01      2012 20111023 20120505 20121012 556855 402058  745  1.35 529    NA    NA  NA  3.83   .02    .71  -4.55  -3.83    .66  -4.53  -3.87
S02      2012 20111023 20120505 20121012 557498 411644 1008  2.26 550    NA    NA  NA  2.67   .15   1.24  -3.92  -2.67   1.08  -3.76  -2.68
S04      2012 20111023 20120505 20121012 557964 419168 1158  3.33 518    NA    NA  NA  1.46   .21   1.73  -3.19  -1.46   1.73  -2.98  -1.25
Skf01c   2012 20111019 20120508 20121008 641134 425211 1280  6.49 516    NA  3.06 600   .00   .22   3.35  -1.51   1.84   3.35  -1.29   2.06
T01      2012 20111023 20120504 20121012 541728 425006  753   .80 537    NA    NA  NA  5.60   .02    .43  -6.03  -5.60    .43  -6.01  -5.58
T02      2012 20111023 20120504 20121012 545175 425279  946  2.42 452    NA    NA  NA  2.72   .13   1.09  -3.81  -2.72   1.06  -3.69  -2.63
T03      2012 20111023 20120504 20121012 549477 426458 1076  2.74 535    NA    NA  NA  1.91   .28   1.47  -3.37  -1.91   1.33  -3.09  -1.77
T04      2012 20111023 20120504 20121012 555149 428665 1221  3.32 565    NA    NA  NA   .70   .19   1.99  -2.69   -.70   1.99  -2.50   -.51
T05      2012 20111023 20120504 20121012 561977 430579 1342  3.93 492    NA    NA  NA   .62   .35   1.93  -2.56   -.62   1.93  -2.21   -.27
T06      2012 20111024 20120504 20121012 567078 434382 1461  3.68 481    NA    NA  NA   .14   .57   1.77  -1.91   -.14   1.77  -1.34    .43
T07      2012 20111024 20120505 20121012 571322 436364 1561  5.07 488    NA  2.11 600   .00   .30   2.47  -1.21   1.27   2.47   -.91   1.57
T08      2012 20111023 20120505 20121012 574019 438298 1634  5.40 481    NA  2.87 600   .00   .40   2.60   -.88   1.72   2.60   -.48   2.12
