station,file,rmse_albedo,r2_albedo,n_albedo,rmse_totalheight,r2_totalheight,n_totalheight,bw_rmse,bw_r2,bs_rmse,bs_r2,ba_rmse,ba_r2,Start_from_restart_file,Stake_evaluation,WRF_simulation,Compression_level,Slurm_use,Full_field,Force_use_TP,Force_use_N,Tile_of_glacier_of_interest,Time_step_input_file_seconds,Max_layers,Z_measurement_height,Stability_correction,Albedo_method,Densification_method,Penetrating_method,Roughness_method,Saturation_water_vapour_method,Initial_snowheight,Initial_snow_layer_heights,Initial_glacier_height,Initial_glacier_layer_heights,Initial_top_density_snowpack,Initial_bottom_density_snowpack,Temperature_bottom,Const_init_temp,Center_snow_transfer_function,Spread_snow_transfer_function,Multiplication_factor_for_RRR_or_SNOWFALL,Minimum_snow_layer_height,Minimum_snowfall,Remesh_method,First_layer_height_log_profile,Layer_stretching_log_profile,Merge_max,Density_threshold_merging,Temperature_threshold_merging,Density_fresh_snow,Albedo_fresh_snow,Albedo_firn,Albedo_ice,Albedo_mod_snow_aging,Albedo_mod_snow_depth,t_star_wet,t_star_dry,t_star_K,t_star_cutoff,Roughness_fresh_snow,Roughness_ice,Roughness_firn,Aging_factor_roughness,Snow_ice_threshold,lat_heat_melting,lat_heat_vaporize,lat_heat_sublimation,spec_heat_air,spec_heat_ice,spec_heat_water,k_i,k_w,k_a,water_density,ice_density,air_density,sigma,zero_temperature,Surface_emission_coeff
B16,B16_stageB/output/B16_S01_ms0005871_mrrr8569_afs090327_aice0330_afirn0550_aging30_115_20010402-20201010.nc,0.14000282511711148,-0.5758150978321024,163368,0.5348313476106025,0.9959016421593659,63868,0.9112869517962601,-6.789916199124764,0.6712231850070297,-2.064994207842478,0.9946297730865497,-1.6936121616076498,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8569,0.001,0.005871,log_profile,0.01,1.2,1,5,0.01,300.0,0.90327,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006035_mrrr11533_afs090842_aice0330_afirn0550_aging30_134_20010402-20201010.nc,0.14426539283299628,-0.6732313139760842,163368,0.6423068361122083,0.9982857827587264,63868,0.5484120585616237,-1.8212168758578278,0.8692174239274117,-4.139875582795965,1.0799732756103388,-2.1756905118198815,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1533,0.001,0.006035,log_profile,0.01,1.2,1,5,0.01,300.0,0.90842,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006130_mrrr8775_afs089166_aice0330_afirn0550_aging30_088_20010402-20201010.nc,0.13447387766876504,-0.45380954183317,163368,0.5581128801464754,0.9951688772843263,63868,0.8997376274911286,-6.593714211335884,0.6530536164635099,-1.901305339776218,1.0205043321591503,-1.8355797041899775,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8775,0.001,0.00613,log_profile,0.01,1.2,1,5,0.01,300.0,0.89166,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006172_mrrr8316_afs08698_aice0330_afirn0550_aging30_114_20010402-20201010.nc,0.1255602693663813,-0.2674654678316397,163368,0.5650158856992742,0.9897409767212886,63868,0.9892817580562014,-8.180418591767559,0.5801254105904372,-1.2894941452734385,1.2076874416616716,-2.9711953776573865,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8316,0.001,0.006172,log_profile,0.01,1.2,1,5,0.01,300.0,0.8698,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006271_mrrr9960_afs089393_aice0330_afirn0550_aging30_125_20010402-20201010.nc,0.13606180959674338,-0.4883468194699565,163368,0.592032425159074,0.9971877478084682,63868,0.7116934158238376,-3.7512554189190332,0.7378198907549463,-2.7033646598518866,0.9271127872625584,-1.340331058295916,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.996,0.001,0.006271,log_profile,0.01,1.2,1,5,0.01,300.0,0.89393,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006367_mrrr8593_afs090543_aice0330_afirn0550_aging30_113_20010402-20201010.nc,0.13916409621892198,-0.5569908677562965,163368,0.5040200636690124,0.9952483737981669,63868,0.9536421733001775,-7.530871092845507,0.6154056578448017,-1.5764322639303372,1.03770026460475,-1.9319462801054508,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8593,0.001,0.006367,log_profile,0.01,1.2,1,5,0.01,300.0,0.90543,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006390_mrrr10913_afs090171_aice0330_afirn0550_aging30_138_20010402-20201010.nc,0.1409893569262568,-0.598101347325606,163368,0.6042324797422389,0.9980116157942034,63868,0.6034047168926958,-2.415386704871999,0.8191587118286829,-3.564906309092226,0.9846047050383988,-1.6395869183840617,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.0913,0.001,0.00639,log_profile,0.01,1.2,1,5,0.01,300.0,0.90171,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006407_mrrr9519_afs091927_aice0330_afirn0550_aging30_080_20010402-20201010.nc,0.14804219542333366,-0.7619869689719994,163368,0.5400006984341332,0.9973127796567207,63868,0.7933374105379428,-4.903891268987343,0.7377053401230005,-2.702214813294596,0.9113938759579884,-1.2616446312655913,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.9519,0.001,0.006407,log_profile,0.01,1.2,1,5,0.01,300.0,0.91927,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006412_mrrr9767_afs0923_aice0330_afirn0550_aging30_026_20010402-20201010.nc,0.15005693596817604,-0.8102718866406102,163368,0.5423631489453803,0.9975933221643726,63868,0.7517846706367385,-4.301629983904767,0.7566012285644018,-2.8943039397144568,0.9040429447542007,-1.2253087538541605,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.9767,0.001,0.006412,log_profile,0.01,1.2,1,5,0.01,300.0,0.923,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006512_mrrr8976_afs090661_aice0330_afirn0550_aging30_068_20010402-20201010.nc,0.14002465612400583,-0.5763065780919376,163368,0.5193376819068058,0.9960139969616921,63868,0.8981165909109208,-6.566376020514103,0.6416324704813532,-1.8007118387977403,0.983200552957989,-1.6320636177236918,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8976,0.001,0.006512,log_profile,0.01,1.2,1,5,0.01,300.0,0.90661,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006599_mrrr8808_afs088914_aice0330_afirn0550_aging30_021_20010402-20201010.nc,0.13213554982164885,-0.4036893687237406,163368,0.5456094366109655,0.9939023756969624,63868,0.937414939367049,-7.243017519982606,0.6005185704218103,-1.453288617161939,1.075210397206123,-2.1477415335340115,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8808,0.001,0.006599,log_profile,0.01,1.2,1,5,0.01,300.0,0.88914,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006627_mrrr8377_afs088272_aice0330_afirn0550_aging30_035_20010402-20201010.nc,0.12983769925924302,-0.3552932664038879,163368,0.560954458764373,0.9882949275878624,63868,1.0197986959663101,-8.755541629500415,0.5770826507469476,-1.2655403195173802,1.2449744365385362,-3.2201998903047606,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8377,0.001,0.006627,log_profile,0.01,1.2,1,5,0.01,300.0,0.88272,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006671_mrrr11863_afs090343_aice0330_afirn0550_aging30_030_20010402-20201010.nc,0.14137916880781842,-0.6069505270801536,163368,0.6518671717353454,0.9981904355044727,63868,0.553574248888132,-1.8745789488876916,0.8587915636103371,-4.017314198176437,1.0764897298056575,-2.1552366324002805,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1863,0.001,0.006671,log_profile,0.01,1.2,1,5,0.01,300.0,0.90343,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006693_mrrr11357_afs091657_aice0330_afirn0550_aging30_150_20010402-20201010.nc,0.14845554043743858,-0.7718399068148012,163368,0.5991810347433768,0.9982887224469557,63868,0.5810563490827659,-2.1670796367408856,0.8500434945423306,-3.915617206005403,1.015880816671178,-1.8099440507587592,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1357,0.001,0.006693,log_profile,0.01,1.2,1,5,0.01,300.0,0.91657,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006761_mrrr11930_afs090861_aice0330_afirn0550_aging30_020_20010402-20201010.nc,0.144010938587015,-0.6673340530032159,163368,0.6468999767796816,0.9982381914180849,63868,0.5537569973178635,-1.8764772001210148,0.8595027943083574,-4.025628079426871,1.0766090533037616,-2.155936155541338,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.193,0.001,0.006761,log_profile,0.01,1.2,1,5,0.01,300.0,0.90861,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006765_mrrr9364_afs086538_aice0330_afirn0550_aging30_095_20010402-20201010.nc,0.12431779857883489,-0.2425053871846523,163368,0.6164001772093392,0.9932184451194027,63868,0.8557127059817008,-5.868761599490896,0.6119435304472574,-1.5475250028965668,1.0632080723458848,-2.077858744728855,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.9364,0.001,0.006765,log_profile,0.01,1.2,1,5,0.01,300.0,0.86538,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006793_mrrr8645_afs090817_aice0330_afirn0550_aging30_131_20010402-20201010.nc,0.1399033964678095,-0.5735776354112807,163368,0.5274531340063888,0.9935587139063312,63868,0.9835986672627081,-8.0752447252651,0.5982135475800678,-1.4344914183537134,1.1063221741937583,-2.3325401317320664,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8645,0.001,0.006793,log_profile,0.01,1.2,1,5,0.01,300.0,0.90817,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006846_mrrr11051_afs089107_aice0330_afirn0550_aging30_008_20010402-20201010.nc,0.13482431601991435,-0.4613966578842217,163368,0.6445082982437844,0.9974991576066258,63868,0.6149895131643757,-2.547789976460027,0.7768084744388407,-3.1050993218096847,0.9655260724514535,-1.538283725232183,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1051,0.001,0.006846,log_profile,0.01,1.2,1,5,0.01,300.0,0.89107,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006902_mrrr8071_afs092974_aice0330_afirn0550_aging30_140_20010402-20201010.nc,0.14843319049371403,-0.7713064468824169,163368,0.5715806867137921,0.9851558076317228,63868,1.1002836077884908,-10.356166923274593,0.5467924778521095,-1.0339525754007228,1.2602530956939257,-3.3244183313025166,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8071,0.001,0.006902,log_profile,0.01,1.2,1,5,0.01,300.0,0.92974,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006969_mrrr11477_afs086818_aice0330_afirn0550_aging30_084_20010402-20201010.nc,0.12649786152999604,-0.28646515011603646,163368,0.7088888960118325,0.9971137048765287,63868,0.5848523856175315,-2.208595820110718,0.7773565859321734,-3.1108944334888067,1.0050130814394536,-1.75014494140415,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1477,0.001,0.006969,log_profile,0.01,1.2,1,5,0.01,300.0,0.86818,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006984_mrrr10361_afs090296_aice0330_afirn0550_aging30_132_20010402-20201010.nc,0.13987057298951716,-0.5728393512282426,163368,0.5886875343466627,0.9972441901558661,63868,0.7118278235861188,-3.7530501971114942,0.7397479258501406,-2.722744853739917,0.9220859916530387,-1.315021359374946,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.0361,0.001,0.006984,log_profile,0.01,1.2,1,5,0.01,300.0,0.90296,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0006984_mrrr11436_afs086173_aice0330_afirn0550_aging30_127_20010402-20201010.nc,0.1243923700686954,-0.24399645714300022,163368,0.7286528248489842,0.9967874923396312,63868,0.5884120185601731,-2.247772136101038,0.756172883528919,-2.88989571645899,0.9962745552223796,-1.7025281793704097,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1436,0.001,0.006984,log_profile,0.01,1.2,1,5,0.01,300.0,0.86173,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007014_mrrr11000_afs087561_aice0330_afirn0550_aging30_133_20010402-20201010.nc,0.12855445600049825,-0.32863573225535103,163368,0.6787438881223938,0.9968191235369632,63868,0.6314031972627651,-2.7396937227142644,0.7379128881039766,-2.704298288248324,0.9549873714516581,-1.48317547921793,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1,0.001,0.007014,log_profile,0.01,1.2,1,5,0.01,300.0,0.87561,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007078_mrrr10624_afs090674_aice0330_afirn0550_aging30_128_20010402-20201010.nc,0.14168117282711917,-0.6138231641097296,163368,0.5966039901043554,0.9974337569342061,63868,0.6809081890524801,-3.349102032321168,0.7552228807801211,-2.8801278700439616,0.9249723322811328,-1.3295371383103163,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.0624,0.001,0.007078,log_profile,0.01,1.2,1,5,0.01,300.0,0.90674,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007136_mrrr10290_afs088553_aice0330_afirn0550_aging30_098_20010402-20201010.nc,0.13213216632938524,-0.4036174832800534,163368,0.6213141642519814,0.9963969159832576,63868,0.7373693240646149,-4.100263502765122,0.7080568479849025,-2.410609634378933,0.9452649264899281,-1.4328718969536212,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.029,0.001,0.007136,log_profile,0.01,1.2,1,5,0.01,300.0,0.88553,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007213_mrrr10001_afs092342_aice0330_afirn0550_aging30_017_20010402-20201010.nc,0.14824370733850292,-0.7667869926224098,163368,0.5285096065171477,0.9973202459731217,63868,0.7851728179012765,-4.782997364738497,0.7047731227226033,-2.3790485095541203,0.8985034638931442,-1.198121353972391,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.0001,0.001,0.007213,log_profile,0.01,1.2,1,5,0.01,300.0,0.92342,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007233_mrrr11512_afs089396_aice0330_afirn0550_aging30_032_20010402-20201010.nc,0.13597011606715703,-0.4863414692746899,163368,0.6601883651858017,0.9975953722857518,63868,0.5930235357130447,-2.298878660479724,0.7917982720255886,-3.2650571896821203,0.9889378990446144,-1.6628714118031729,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1512,0.001,0.007233,log_profile,0.01,1.2,1,5,0.01,300.0,0.89396,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007244_mrrr9272_afs087867_aice0330_afirn0550_aging30_011_20010402-20201010.nc,0.12820988231246655,-0.3215228032412121,163368,0.6021441356561664,0.9918312139680341,63868,0.9126777073497331,-6.813711418003986,0.5982556848209855,-1.4348343940843957,1.1215308321405713,-2.4247950607347866,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.9272,0.001,0.007244,log_profile,0.01,1.2,1,5,0.01,300.0,0.87867,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007569_mrrr8116_afs089997_aice0330_afirn0550_aging30_085_20010402-20201010.nc,0.1343914906435771,-0.4520287000129932,163368,0.6173189340081573,0.9336350216047378,63868,1.1530068723846443,-11.470569114851866,0.5870810332068848,-1.3447247053259943,1.5527422695012516,-5.56463985824978,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.8116,0.001,0.007569,log_profile,0.01,1.2,1,5,0.01,300.0,0.89997,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007677_mrrr11822_afs09112_aice0330_afirn0550_aging30_074_20010402-20201010.nc,0.143916026795544,-0.665137032200158,163368,0.6422790761529751,0.9978446922516788,63868,0.5896909754394042,-2.261906024046056,0.8030428519751287,-3.3870562321421076,0.9871674723298155,-1.6533456392704413,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,1.1822,0.001,0.007677,log_profile,0.01,1.2,1,5,0.01,300.0,0.9112,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
B16,B16_stageB/output/B16_S01_ms0007681_mrrr8800_afs092566_aice0330_afirn0550_aging30_116_20010402-20201010.nc,0.14619277008980036,-0.7182385118201535,163368,0.5901402658117678,0.9885062593132211,63868,1.034215691677732,-9.033321475335315,0.5589036565737207,-1.1250524887527962,1.189336350955789,-2.851425837947555,False,False,False,2,False,False,False,False,False,3600,200,2.0,Ri,Oerlemans98,Boone,Bintanja95,Moelg12,Sonntag90,0.2,0.1,200.0,0.5,300.0,600.0,270.16,0.1,1.0,1,0.88,0.001,0.007681,log_profile,0.01,1.2,1,5,0.01,300.0,0.92566,0.55,0.33,30,3,10,30,14,263.17,0.24,1.7,4.0,0.0026,900.0,334000.0,2500000.0,2834000.0,1004.67,2050.0,4217.0,2.22,0.55,0.024,1000.0,917.0,1.1,5.67e-08,273.16,0.99
