Time,HS,HS_mod,HS_nor,HS_obs,lw_out,f,sw_in,lw_in,d,t,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2019 00:00:00,NaN,NaN,NaN,NaN,229.662557679228,3.27588435718886,0,151.556756139474,NaN,-18.763611740976,0,95.5146464304364,883.531195368084,NaN,0.83867988390813,0,0,0,0.83867988390813
01-Jan-2019 01:00:00,NaN,NaN,NaN,NaN,229.43585572547,5.40283468783117,0,151.391806727454,NaN,-18.826495706322,0,85.8072668267413,884.302695929255,NaN,0.838638674152692,0,0,0,0.838638674152692
01-Jan-2019 02:00:00,NaN,NaN,NaN,NaN,231.637531542774,5.64203590118463,0,151.771575932834,NaN,-18.224382132001,0,71.5360326727934,885.209964552751,NaN,0.838597464397254,0,0,0,0.838597464397254
01-Jan-2019 03:00:00,NaN,NaN,NaN,NaN,235.142829501685,2.15683917901147,0,153.374758274772,NaN,-17.269104692552,0,57.7743642133085,885.72158705995,NaN,0.838556254641816,0,0,0,0.838556254641816
01-Jan-2019 04:00:00,NaN,NaN,NaN,NaN,234.296055716918,2.98462288121126,0,153.714218731896,NaN,-17.494977363412,0,57.9463600083865,886.382695929255,NaN,0.838515044886378,0,0,0,0.838515044886378
01-Jan-2019 05:00:00,NaN,NaN,NaN,NaN,235.591452432148,4.42071850699314,0,155.39802735968,NaN,-17.13786341066,0,57.162424961414,887.059862782979,NaN,0.838473835130939,0,0,0,0.838473835130939
01-Jan-2019 06:00:00,NaN,NaN,NaN,NaN,235.964123935724,7.04434801717177,0,157.26897822531,NaN,-17.027975646991,0,57.3502512930584,887.338753913674,NaN,0.838432625375501,0,0,0,0.838432625375501
01-Jan-2019 07:00:00,NaN,NaN,NaN,NaN,247.635769444866,7.53838747124683,0,160.312038163954,NaN,-13.942368056867,0,43.900266414143,887.412594159483,NaN,0.838391415620063,0,0,0,0.838391415620063
01-Jan-2019 08:00:00,NaN,NaN,NaN,NaN,246.716026197778,8.70755635122011,0,165.169154241988,NaN,-14.155138592475,0,46.5054938933265,887.630254474845,NaN,0.838350205864625,0,0,0,0.838350205864625
01-Jan-2019 09:00:00,NaN,NaN,NaN,NaN,243.556213260351,10.5790386237139,0,163.337966703321,NaN,-14.986933552157,0,57.803796127661,887.483311336922,NaN,0.838308996109187,0,0,0,0.838308996109187
01-Jan-2019 10:00:00,NaN,NaN,NaN,NaN,246.723588088315,12.224280447418,0,167.567742720926,NaN,-14.140757974197,0,83.4334582216317,887.994196490426,NaN,0.838267786353749,0,0,0,0.838267786353749
01-Jan-2019 11:00:00,NaN,NaN,NaN,NaN,265.77192723172,13.5145409490846,0,275.238508897103,NaN,-8.81733243527299,0,98.9747459779121,888.682248497654,NaN,0.838226576598311,0,0,0,0.838226576598311
01-Jan-2019 12:00:00,NaN,NaN,NaN,NaN,270.578158517484,14.2870964487777,10.0362625750409,280.025682956927,NaN,-7.63121587235696,8.41224842819205,98.9731724864117,888.989639067178,NaN,0.838185366842873,0,0,0,0.838185366842873
01-Jan-2019 13:00:00,NaN,NaN,NaN,NaN,272.950914569665,14.4051925657961,17.9110771231593,281.860427874227,NaN,-7.05398804561895,15.0120646379184,98.9932250062733,888.793703028788,NaN,0.838144157087435,0,0,0,0.838144157087435
01-Jan-2019 14:00:00,NaN,NaN,NaN,NaN,274.06940204909,14.795966533748,11.2418039653104,283.562531878294,NaN,-6.77920167329097,9.42178903665517,99.0050683626125,888.597523098341,NaN,0.838102947331997,0,0,0,0.838102947331997
01-Jan-2019 15:00:00,NaN,NaN,NaN,NaN,271.909927737893,13.5644799911291,0,275.664152110243,NaN,-7.33259448749999,0,99.3684378318359,888.226190513236,NaN,0.838061737576559,0,0,0,0.838061737576559
01-Jan-2019 16:00:00,NaN,NaN,NaN,NaN,262.498755264863,13.8706507298034,0,191.474202067242,NaN,-10.031114546831,0,92.4235482267118,887.986144483198,NaN,0.838020527821121,0,0,0,0.838020527821121
01-Jan-2019 17:00:00,NaN,NaN,NaN,NaN,259.901575913776,13.7940471321638,0,184.459008522976,NaN,-10.709860272232,0,87.9825403289107,888.175549251787,NaN,0.837979318065683,0,0,0,0.837979318065683
01-Jan-2019 18:00:00,NaN,NaN,NaN,NaN,271.410175311619,13.4089791270554,0,213.655812165464,NaN,-7.750361049052,0,100,888.221093598312,NaN,0.837938108310244,0,0,0,0.837938108310244
01-Jan-2019 19:00:00,NaN,NaN,NaN,NaN,273.524444805608,12.5096868937671,0,251.708345895284,NaN,-7.06103534783097,0,98.1751491458673,887.953331513177,NaN,0.837896898554806,0,0,0,0.837896898554806
01-Jan-2019 20:00:00,NaN,NaN,NaN,NaN,278.305228233927,14.6294152176927,0,287.819149739695,NaN,-5.75649570632299,0,99.2355046126443,887.166480435329,NaN,0.837855688799368,0,0,0,0.837855688799368
01-Jan-2019 21:00:00,NaN,NaN,NaN,NaN,278.630524254901,17.6372068985767,0,280.805840565973,NaN,-5.712963164347,0,99.4143118267504,886.271775212272,NaN,0.83781447904393,0,0,0,0.83781447904393
01-Jan-2019 22:00:00,NaN,NaN,NaN,NaN,282.488670125163,17.9816619194716,0,292.309007716588,NaN,-4.75649570632299,0,99.2732339570826,886.498352512111,NaN,0.837773269288492,0,0,0,0.837773269288492
01-Jan-2019 23:00:00,NaN,NaN,NaN,NaN,284.008390147971,17.4596379128285,0,293.944062705835,NaN,-4.39595905340997,0,99.2222582506512,886.514166604473,NaN,0.837732059533054,0,0,0,0.837732059533054
02-Jan-2019 00:00:00,NaN,NaN,NaN,NaN,287.456813023748,15.7680161522324,0,297.87977288568,NaN,-3.58216199887499,0,99.4154607280232,886.771333458197,NaN,0.837690849777616,0,0,0,0.837690849777616
02-Jan-2019 01:00:00,NaN,NaN,NaN,NaN,289.410275423495,15.4762210598634,0,300.103193255881,NaN,-3.12444071049896,0,99.4668995417397,886.463281450969,NaN,0.837649640022178,0,0,0,0.837649640022178
02-Jan-2019 02:00:00,NaN,NaN,NaN,NaN,292.699647321125,15.6334598240213,0,303.462365995181,NaN,-2.36066143770398,0,99.5903990802506,886.212396297464,NaN,0.83760843026674,0,0,0,0.83760843026674
02-Jan-2019 03:00:00,NaN,NaN,NaN,NaN,297.976300397411,15.2331525670988,0,309.017639382694,NaN,-1.148031830972,0,99.7991514395781,885.865575105569,NaN,0.837567220511302,0,0,0,0.837567220511302
02-Jan-2019 04:00:00,NaN,NaN,NaN,NaN,300.926469299107,13.7532171419038,0,312.371537570017,NaN,-0.475959053409952,0,99.8822515685968,885.970915912549,NaN,0.837526010755864,0,0,0,0.837526010755864
02-Jan-2019 05:00:00,NaN,NaN,NaN,NaN,301.526224053004,11.9831571351429,0,313.153667939665,NaN,-0.33949159538497,0,99.9609973222162,886.129685097216,NaN,0.837484801000426,0,0,0,0.837484801000426
02-Jan-2019 06:00:00,NaN,NaN,NaN,NaN,300.186210750385,12.6615158220668,0,304.631507768257,NaN,-0.674809387345988,0,99.9398498157844,885.662909935358,NaN,0.837443591244987,0,0,0,0.837443591244987
02-Jan-2019 07:00:00,NaN,NaN,NaN,NaN,300.851101816291,12.6931029177952,0,307.194454107285,NaN,-0.515671525831976,0,99.9745795927576,885.513133651159,NaN,0.837402381489549,0,0,0,0.837402381489549
02-Jan-2019 08:00:00,NaN,NaN,NaN,NaN,300.475300781447,10.9916896107421,0,298.511392566348,NaN,-0.637744303394982,0,100,885.385621135607,NaN,0.837361171734111,0,0,0,0.837361171734111
02-Jan-2019 09:00:00,NaN,NaN,NaN,NaN,302.655072430748,10.6488689913557,0,311.796202496006,NaN,-0.0956945408509569,0,99.9712501741454,885.084140750692,NaN,0.837319961978673,0,0,0,0.837319961978673
02-Jan-2019 10:00:00,NaN,NaN,NaN,NaN,300.024081497176,10.9290190462982,0,301.403275194742,NaN,-0.725241875970994,0,100,884.432512565966,NaN,0.837278752223235,0,0,0,0.837278752223235
02-Jan-2019 11:00:00,NaN,NaN,NaN,NaN,297.7387524754,13.4477248438638,0,292.415391525064,NaN,-1.27546559177097,0,100,883.490498366901,NaN,0.837237542467797,0,0,0,0.837237542467797
02-Jan-2019 12:00:00,NaN,NaN,NaN,NaN,296.681544266184,16.5484662895294,11.443557777925,263.830312562322,NaN,-1.64089038678395,9.5805046048608,100,882.634074544398,NaN,0.837196332712359,0,0,0,0.837196332712359
02-Jan-2019 13:00:00,NaN,NaN,NaN,NaN,293.329482743821,17.8253030132632,18.7813605048831,255.827344651263,NaN,-2.43384831785096,15.7229121627637,96.231659223337,882.143850828598,NaN,0.837155122956921,0,0,0,0.837155122956921
02-Jan-2019 14:00:00,NaN,NaN,NaN,NaN,293.556845471863,18.4488881295818,14.4243928029409,254.549076275253,NaN,-2.38809803726599,12.0748599048252,98.9150039392121,881.751409374187,NaN,0.837113913201483,0,0,0,0.837113913201483
02-Jan-2019 15:00:00,NaN,NaN,NaN,NaN,292.120805759725,17.7044994905316,0,241.788921840979,NaN,-2.77224598690799,0,99.6202951684387,881.364756158358,NaN,0.837072703446045,0,0,0,0.837072703446045
02-Jan-2019 16:00:00,NaN,NaN,NaN,NaN,290.285861061435,17.2323577473818,0,238.184697284968,NaN,-3.20738085982697,0,98.6143357776594,881.369359611643,NaN,0.837031493690607,0,0,0,0.837031493690607
02-Jan-2019 17:00:00,NaN,NaN,NaN,NaN,288.08043797187,16.6354641245251,0,236.758247911995,NaN,-3.71980213798196,0,98.6424327109111,881.15034653492,NaN,0.836990283935168,0,0,0,0.836990283935168
02-Jan-2019 18:00:00,NaN,NaN,NaN,NaN,288.221755868863,15.3652145608571,0,231.205431325747,NaN,-3.712841218319,0,99.2068468632309,881.003815265119,NaN,0.83694907417973,0,0,0,0.83694907417973
02-Jan-2019 19:00:00,NaN,NaN,NaN,NaN,289.658412307967,13.6132861823909,0,241.6396638227,NaN,-3.33518090295695,0,100,880.835641311862,NaN,0.836907864424292,0,0,0,0.836907864424292
02-Jan-2019 20:00:00,NaN,NaN,NaN,NaN,291.151282788479,11.467233999914,0,261.163108184321,NaN,-2.90482956360199,0,100,880.352436649976,NaN,0.836866654668854,0,0,0,0.836866654668854
02-Jan-2019 21:00:00,NaN,NaN,NaN,NaN,291.980871661139,13.4501805419828,0,255.394994090881,NaN,-2.74216199887496,0,100,879.739623679955,NaN,0.836825444913416,0,0,0,0.836825444913416
02-Jan-2019 22:00:00,NaN,NaN,NaN,NaN,292.154248946291,11.0431817231902,0,259.813866849,NaN,-2.68261989703495,0,97.0824306660478,879.445127673968,NaN,0.836784235157978,0,0,0,0.836784235157978
02-Jan-2019 23:00:00,NaN,NaN,NaN,NaN,291.68663943709,10.0702224722109,0,262.368815320594,NaN,-2.77738325434296,0,100,879.336953720712,NaN,0.83674302540254,0,0,0,0.83674302540254
03-Jan-2019 00:00:00,NaN,NaN,NaN,NaN,294.768537073151,11.5151409637287,0,265.912424648669,NaN,-2.06253635324896,0,100,878.68188265957,NaN,0.836701815647102,0,0,0,0.836701815647102
03-Jan-2019 01:00:00,NaN,NaN,NaN,NaN,297.726836869829,12.3969029083859,0,308.310342049099,NaN,-1.206986329198,0,99.8315460533345,878.258556051655,NaN,0.836660605891664,0,0,0,0.836660605891664
03-Jan-2019 02:00:00,NaN,NaN,NaN,NaN,298.606258192043,12.5897925941795,0,309.82413548775,NaN,-1.003700518041,0,99.9062558637052,877.550625990455,NaN,0.836619396136226,2.09556319987314e-07,0,2.09556319987314e-07,0.836619396136226
03-Jan-2019 03:00:00,NaN,NaN,NaN,NaN,301.092740366981,12.4901255490575,0,312.289670268309,NaN,-0.439430622370992,0,99.9797755090554,876.901261574377,NaN,0.836578186380788,6.65938702900348e-05,0,6.65938702900348e-05,0.836578186380788
03-Jan-2019 04:00:00,NaN,NaN,NaN,NaN,305.019682879388,18.0051380390477,0,317.561586267234,NaN,0.45071433867605,0,100,874.882939821311,NaN,0.83653697662535,7.94171030199777e-05,0,7.94171030199777e-05,0.83653697662535
03-Jan-2019 05:00:00,NaN,NaN,NaN,NaN,305.429750650305,22.9591174370761,0,317.932144022017,NaN,0.542377642633028,0,100,873.081099275838,NaN,0.836495766869911,0.000111340873100062,0,0.000111340873100062,0.836495766869911
03-Jan-2019 06:00:00,NaN,NaN,NaN,NaN,305.928904482309,22.5545422101933,0,318.937144457694,NaN,0.656258685200044,0,100,871.447048924464,NaN,0.836454557114473,0.000157813602530041,1.66364041970155e-05,0.000141177198333025,0.836454557114473
03-Jan-2019 07:00:00,NaN,NaN,NaN,NaN,305.464030074025,29.0642189635794,0,252.810041306933,NaN,0.263649254724044,0,99.8283886890293,867.253540730248,NaN,0.836413347359035,0.000321672748689934,0.000175891672527996,0.000145781076161938,0.836413347359035
03-Jan-2019 08:00:00,NaN,NaN,NaN,NaN,306.8858364813,31.9057064450013,0,240.452741368105,NaN,0.521855932696042,0,100,866.202875260373,NaN,0.836372137603597,0.000275416166689865,7.54520799330294e-05,0.000199964086756836,0.836372137603597
03-Jan-2019 09:00:00,NaN,NaN,NaN,NaN,314.032810756849,27.2576876226324,0,245.503393723352,NaN,2.099122918538,0,90.214812273981,867.831832597362,NaN,0.836330927848159,0.000406637182170016,7.93929848559856e-05,0.00032724419731403,0.836330927848159
03-Jan-2019 10:00:00,NaN,NaN,NaN,NaN,315.770863417081,26.1065859322698,0,249.061432252052,NaN,2.48863513442603,0,88.3894556851336,869.435814965454,NaN,0.836289718092721,0.00115703520211014,0.000107042718651996,0.00104999248345814,0.836289718092721
03-Jan-2019 11:00:00,NaN,NaN,NaN,NaN,313.877920816351,24.6308828118648,0,265.674264526461,NaN,2.15272733663204,0,93.4201598431874,870.331913302385,NaN,0.836248508337283,0.00167783395956985,0.000162270327782949,0.0015155636317869,0.836248508337283
03-Jan-2019 12:00:00,NaN,NaN,NaN,NaN,317.998302061378,24.8302220528462,12.5671274173322,260.699198853605,NaN,3.01566421065104,10.5087236685812,85.5928346743673,870.292157194441,NaN,0.836207298581845,0.00144038483273016,6.23766158939816e-05,0.00137800821683618,0.836207298581845
03-Jan-2019 13:00:00,NaN,NaN,NaN,NaN,317.693563259686,23.4083695993486,27.7218824854416,249.098944039563,NaN,2.90093881133805,23.180098052757,88.2058241586263,870.584773190937,NaN,0.836166088826407,0.000841384755719901,4.11106569970343e-05,0.000800274098722866,0.836166088826407
03-Jan-2019 14:00:00,NaN,NaN,NaN,NaN,310.588041235058,22.8662550542228,11.466643442001,324.929687094925,NaN,1.69775924637105,9.587545861293,100,870.697000639243,NaN,0.836124879070969,4.60959190700123e-05,0,4.60959190700123e-05,0.836124879070969
