Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2011 00:00:00,4.09652347635695,NaN,NaN,NaN,NaN,232.92909830296,NaN,0,153.362705210107,-17.865739682395,0,68.1426181009051,885.954299899854,NaN,0.9,0,0,0,0.9
01-Jan-2011 01:00:00,5.22618534822793,NaN,NaN,NaN,NaN,233.343244071647,NaN,0,153.958857649118,-17.750594787164,0,57.1940300027575,885.863705879317,NaN,0.9,0,0,0,0.9
01-Jan-2011 02:00:00,4.6932472798407,NaN,NaN,NaN,NaN,239.200018787731,NaN,0,155.637418060961,-16.174458047992,0,43.4742868020291,885.908717190745,NaN,0.9,0,0,0,0.9
01-Jan-2011 03:00:00,4.97873895456102,NaN,NaN,NaN,NaN,241.593995219273,NaN,0,156.793371881091,-15.536001800437,0,33.3699924910207,885.847603528762,NaN,0.9,0,0,0,0.9
01-Jan-2011 04:00:00,5.69276365749597,NaN,NaN,NaN,NaN,242.596397576031,NaN,0,157.637331678411,-15.268183975568,0,32.1549490628131,885.849259242776,NaN,0.9,0,0,0,0.9
01-Jan-2011 05:00:00,5.44659039038451,NaN,NaN,NaN,NaN,255.330437097507,NaN,0,158.231357682026,-11.98752234918,0,26.2642342411755,885.773679969236,NaN,0.9,0,0,0,0.9
01-Jan-2011 06:00:00,5.00379916678858,NaN,NaN,NaN,NaN,245.539539634367,NaN,0,158.86959021378,-14.493108438009,0,38.1946190106103,885.653258143042,NaN,0.9,0,0,0,0.9
01-Jan-2011 07:00:00,3.8047320886658,NaN,NaN,NaN,NaN,248.815993908971,NaN,0,159.859941108887,-13.640335952131,0,30.7427324858497,885.773878697443,NaN,0.9,0,0,0,0.9
01-Jan-2011 08:00:00,3.15654147999051,NaN,NaN,NaN,NaN,251.111168955359,NaN,0,160.856823273797,-13.046383469991,0,29.3703616547403,885.767328596561,NaN,0.9,0,0,0,0.9
01-Jan-2011 09:00:00,2.54613354794027,NaN,NaN,NaN,NaN,251.158319561547,NaN,0,162.590002081901,-13.025467986287,0,26.0539480981005,885.697669390204,NaN,0.9,0,0,0,0.9
01-Jan-2011 10:00:00,5.07241762252118,NaN,NaN,NaN,NaN,265.03372006325,NaN,0,165.08058924127,-9.53678278965299,0,40.9574406524847,885.887526869064,NaN,0.9,0,0,0,0.9
01-Jan-2011 11:00:00,6.25327019557546,NaN,NaN,NaN,NaN,265.629127374371,NaN,0,170.648789484854,-9.363370556051,0,77.1890865434304,885.958356550902,NaN,0.9,0,0,0,0.9
