Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2009 00:00:00,7.99575996582684,NaN,NaN,NaN,NaN,269.490076268568,NaN,0,265.407709372847,-7.96362952271596,0,100,887.816701146354,NaN,0.9,0,0,0,0.9
01-Jan-2009 01:00:00,7.65105053220808,NaN,NaN,NaN,NaN,262.285792073687,NaN,0,251.14503003405,-9.78928850008697,0,100,887.774139347466,NaN,0.9,0,0,0,0.9
01-Jan-2009 02:00:00,7.31955890439046,NaN,NaN,NaN,NaN,259.548720060649,NaN,0,240.629919599891,-10.518270489749,0,100,887.862163514167,NaN,0.9,5.5443465191729e-07,0,5.5443465191729e-07,0.9
01-Jan-2009 03:00:00,6.42482770528002,NaN,NaN,NaN,NaN,261.802087084451,NaN,0,249.69476631332,-9.91566389803597,0,100,887.898990712495,NaN,0.9,1.80289922100201e-05,0,1.80289922100201e-05,0.9
01-Jan-2009 04:00:00,6.03978985056029,NaN,NaN,NaN,NaN,265.386722420546,NaN,0,234.913197381672,-9.10811342448898,0,100,887.873458294513,NaN,0.9,0,0,0,0.9
01-Jan-2009 05:00:00,5.54298253092447,NaN,NaN,NaN,NaN,263.716379582564,NaN,0,215.249271599141,-9.61392707260495,0,100,888.017468644448,NaN,0.9,0,0,0,0.9
01-Jan-2009 06:00:00,5.04573574152043,NaN,NaN,NaN,NaN,264.376791358668,NaN,0,220.813608976793,-9.42443547721996,0,100,887.910580990214,NaN,0.9,0,0,0,0.9
01-Jan-2009 07:00:00,5.29928051926024,NaN,NaN,NaN,NaN,266.448088222978,NaN,0,241.551959524251,-8.81674048687199,0,100,888.184090717508,NaN,0.9,0,0,0,0.9
01-Jan-2009 08:00:00,5.96138041711007,NaN,NaN,NaN,NaN,262.129258860235,NaN,0,232.493504773194,-9.91982111312899,0,100,888.158687229947,NaN,0.9,0,0,0,0.9
01-Jan-2009 09:00:00,5.45430564077555,NaN,NaN,NaN,NaN,265.91623377198,NaN,0,225.147806180305,-9.02646985254097,0,100,888.168152344831,NaN,0.9,0,0,0,0.9
01-Jan-2009 10:00:00,3.88543979550695,NaN,NaN,NaN,NaN,274.815992368592,NaN,0,271.087278653509,-6.66094852103498,0,98.8297204246536,888.348414787683,NaN,0.9,0,0,0,0.9
01-Jan-2009 11:00:00,6.96091822226105,NaN,NaN,NaN,NaN,270.802470325062,NaN,0,237.543464581798,-7.781642683455,0,100,888.254044330467,NaN,0.9,0,0,0,0.9
01-Jan-2009 12:00:00,7.25146580828706,NaN,NaN,NaN,NaN,273.746285058038,NaN,10.3550354976629,250.934539622962,-7.01176746824598,9.31953194789661,98.7590117415527,888.265182354738,NaN,0.9,0,0,0,0.9
01-Jan-2009 13:00:00,8.26740750589129,NaN,NaN,NaN,NaN,269.060787524812,NaN,21.108621384857,233.044051756568,-8.223738476037,18.9977592463713,100,888.147471183746,NaN,0.9,0,0,0,0.9
01-Jan-2009 14:00:00,8.38371567752771,NaN,NaN,NaN,NaN,273.233347258552,NaN,14.1431069242851,258.763716248683,-7.09686154440698,12.7287962318566,96.4181447852793,888.092522514782,NaN,0.9,0,0,0,0.9
01-Jan-2009 15:00:00,8.23109268648477,NaN,NaN,NaN,NaN,271.490943662607,NaN,0,226.835025606983,-7.667522982111,0,100,887.978551094505,NaN,0.9,5.54434652030977e-07,0,5.54434652030977e-07,0.9
01-Jan-2009 16:00:00,8.76290123800011,NaN,NaN,NaN,NaN,276.052772922088,NaN,0,245.213425966751,-6.49010939756801,0,95.2552070372021,887.912971381559,NaN,0.9,9.99999999999091e-06,9.13786151500062e-06,8.62138484990283e-07,0.9
01-Jan-2009 17:00:00,9.39880053194532,NaN,NaN,NaN,NaN,277.381069576919,NaN,0,236.48941880138,-6.21675454135499,0,94.7111671811088,887.849407324278,NaN,0.9,0,0,0,0.9
01-Jan-2009 18:00:00,10.0239291776,NaN,NaN,NaN,NaN,278.949167819928,NaN,0,257.585295454667,-5.74725651928298,0,92.296538369863,887.843271750599,NaN,0.9,0,0,0,0.9
01-Jan-2009 19:00:00,10.6972522404112,NaN,NaN,NaN,NaN,275.195516302162,NaN,0,234.594685300238,-6.74427273443297,0,96.1632911599096,887.641348606115,NaN,0.9,0,0,0,0.9
01-Jan-2009 20:00:00,11.1396056506818,NaN,NaN,NaN,NaN,279.509280735652,NaN,0,252.535672553659,-5.63928805584095,0,93.8346991465653,887.561623898964,NaN,0.9,9.13786151397744e-06,9.99999999999091e-06,0,0.9
01-Jan-2009 21:00:00,11.6162643601618,NaN,NaN,NaN,NaN,284.183617188086,NaN,0,261.033346972854,-4.50797325247498,0,92.1096229912488,887.319427681513,NaN,0.9,3.00000000000864e-05,2.05544346520128e-05,9.44556534807361e-06,0.9
01-Jan-2009 22:00:00,11.2600557907602,NaN,NaN,NaN,NaN,283.763460841624,NaN,0,245.885173869587,-4.67594127166996,0,94.4491742781808,887.135425792421,NaN,0.9,1.14165731379217e-05,1.99999999999818e-05,0,0.9
01-Jan-2009 23:00:00,11.3290149300655,NaN,NaN,NaN,NaN,286.030403985753,NaN,0,240.223611386712,-4.17659703184796,0,93.981191663176,886.900181008785,NaN,0.9,1.85834268620511e-05,1.85834268619374e-05,1.13685374048683e-16,0.9
02-Jan-2009 00:00:00,11.8980737573392,NaN,NaN,NaN,NaN,292.740997358497,NaN,0,297.778247926678,-2.37705253549098,0,91.7235066076465,886.753530533337,NaN,0.9,0.000165442576751957,0.000165442576752071,0,0.9
02-Jan-2009 01:00:00,10.9662650179623,NaN,NaN,NaN,NaN,292.076852916879,NaN,0,298.240193065285,-2.52559516559495,0,92.7637562340892,886.610500659532,NaN,0.9,0.000364949115113973,0.000364641411281013,3.07703832959317e-07,0.9
02-Jan-2009 02:00:00,10.3436812376719,NaN,NaN,NaN,NaN,294.232473814603,NaN,0,297.430761381138,-2.04124128189198,0,94.0185256410989,886.490917436911,NaN,0.9,0.000386304715237998,0.000386612419070957,0,0.9
02-Jan-2009 03:00:00,10.2102728709603,NaN,NaN,NaN,NaN,295.142533114021,NaN,0,301.247975646991,-1.81879743296497,0,93.8225680154667,886.237299376967,NaN,0.9,0.000270307703834078,0.000270862138485995,0,0.9
02-Jan-2009 04:00:00,10.5811659253837,NaN,NaN,NaN,NaN,295.436054301601,NaN,0,302.500484049154,-1.74707315599397,0,94.694791590243,886.071791251839,NaN,0.9,0.000353779272793986,0.000353224838141955,5.54434652030942e-07,0.9
02-Jan-2009 05:00:00,10.5686186506411,NaN,NaN,NaN,NaN,297.018341755859,NaN,0,304.488795482696,-1.38275723028596,0,97.4772551977312,885.861835044771,NaN,0.9,0.000433532541975978,0.000433532541976092,0,0.9
02-Jan-2009 06:00:00,11.2658905911085,NaN,NaN,NaN,NaN,298.132203107584,NaN,0,304.358393184938,-1.13401106063799,0,95.8737638165121,885.505279207159,NaN,0.9,0.000412278711624026,0.000411724276970972,5.54434653054158e-07,0.9
02-Jan-2009 07:00:00,10.0158659626574,NaN,NaN,NaN,NaN,298.189848801677,NaN,0,308.064661324272,-1.10456026201098,0,99.838250840648,885.632061787164,NaN,0.9,0.000286528431037937,0.000278807142662004,7.72128837593297e-06,0.9
02-Jan-2009 08:00:00,8.07757110192033,NaN,NaN,NaN,NaN,299.283889100681,NaN,0,311.007091818526,-0.847296871793958,0,99.8918963083998,885.76581528179,NaN,0.9,0.000271477546152028,0.000261724276972018,9.75326918000976e-06,0.9
02-Jan-2009 09:00:00,7.22733505187381,NaN,NaN,NaN,NaN,297.16240387671,NaN,0,308.171260388671,-1.333970263879,0,99.8863350454203,885.970243924771,NaN,0.9,0.000328644399875998,0.000327227826737953,1.41657313804447e-06,0.9
02-Jan-2009 10:00:00,6.82042214636723,NaN,NaN,NaN,NaN,295.358178054869,NaN,0,301.500077685277,-1.76910513679798,0,99.0000230008346,886.010572490749,NaN,0.9,0.000304310692428999,0.000303756257776058,5.54434652940479e-07,0.9
02-Jan-2009 11:00:00,6.88340341276474,NaN,NaN,NaN,NaN,294.049062410784,NaN,0,299.940961950288,-2.07132287540799,0,93.9879883092853,885.977337815459,NaN,0.9,0.00027778226139003,0.000278336696041947,0,0.9
02-Jan-2009 12:00:00,8.23689731423574,NaN,NaN,NaN,NaN,293.282624962304,NaN,9.98028992209376,295.552283944903,-2.264463725518,8.98226092988438,93.0961545330011,885.880284363941,NaN,0.9,0.000148891130695006,0.000147782261390034,1.10886930497145e-06,0.9
02-Jan-2009 13:00:00,7.44893947858279,NaN,NaN,NaN,NaN,292.581702778811,NaN,19.5550354976629,293.891504469411,-2.43078622249499,17.5995319478966,92.3871581867787,885.67687133514,NaN,0.9,8.88911306949467e-05,8.80289922099564e-05,8.62138484990287e-07,0.9
02-Jan-2009 14:00:00,5.33746162459949,NaN,NaN,NaN,NaN,292.178998813243,NaN,14.0833669604262,294.82574731019,-2.517909884944,12.6750302643836,93.1774950529002,885.478401743975,NaN,0.9,5.88911306950877e-05,5.9445565347005e-05,0,0.9
02-Jan-2009 15:00:00,4.25465644231859,NaN,NaN,NaN,NaN,288.973299074489,NaN,0,290.328800519591,-3.26908496054295,0,96.0109959775908,885.088127840836,NaN,0.9,6.71668537239611e-05,5.85834268620147e-05,8.58342686194647e-06,0.9
02-Jan-2009 16:00:00,8.51024029881379,NaN,NaN,NaN,NaN,295.787013797857,NaN,0,298.114052738189,-1.68785130644699,0,85.3676405151617,884.492665842818,NaN,0.9,1.94455653479508e-05,2.88911306950013e-05,0,0.9
02-Jan-2009 17:00:00,8.93678031756528,NaN,NaN,NaN,NaN,295.18178727012,NaN,0,299.303912566174,-1.81871344493197,0,86.5918939248031,884.291215514758,NaN,0.9,3.77212883760194e-05,3.85834268620329e-05,0,0.9
02-Jan-2009 18:00:00,9.31850720999805,NaN,NaN,NaN,NaN,294.963333591851,NaN,0,301.87312772577,-1.85635074527596,0,88.2956912848203,883.997807024025,NaN,0.9,8.66124190710025e-05,8.63047152379295e-05,3.07703833072982e-07,0.9
02-Jan-2009 19:00:00,8.76539400166718,NaN,NaN,NaN,NaN,294.33709317785,NaN,0,298.285406561325,-2.01376432981897,0,89.0553602059273,883.78660360615,NaN,0.9,9.43337074470492e-05,9.32248381429872e-05,1.10886930406195e-06,0.9
02-Jan-2009 20:00:00,7.77891751234213,NaN,NaN,NaN,NaN,293.847786864675,NaN,0,299.97117192422,-2.11665844910897,0,89.7943618698554,883.578881642306,NaN,0.9,4.86443998759114e-05,4.11698423180269e-05,7.47455755788451e-06,0.9
02-Jan-2009 21:00:00,7.22426550578915,NaN,NaN,NaN,NaN,292.732943879928,NaN,0,299.450146903615,-2.371299860389,0,90.3155563620328,883.303045101792,NaN,0.9,5.48651270810296e-05,6.28941192910588e-05,0,0.9
02-Jan-2009 22:00:00,6.60999912539544,NaN,NaN,NaN,NaN,291.101222009778,NaN,0,297.80894554539,-2.74930060430097,0,90.9900187292594,883.049135234884,NaN,0.9,5.0862138485968e-05,4.31408501088981e-05,7.72128837706987e-06,0.9
02-Jan-2009 23:00:00,5.91172507015092,NaN,NaN,NaN,NaN,288.507304624581,NaN,0,278.245797802655,-3.43120136592597,0,92.6709201209758,882.786998044163,NaN,0.9,3.08621384850767e-05,3.08621384860999e-05,0,0.9
03-Jan-2009 00:00:00,5.26768750890977,NaN,NaN,NaN,NaN,282.884592229237,NaN,0,254.37264882204,-4.840963908258,0,99.5604399121684,882.583014471306,NaN,0.9,2.08621384859953e-05,2.85834268619283e-05,0,0.9
03-Jan-2009 01:00:00,4.98762608007883,NaN,NaN,NaN,NaN,288.426594453279,NaN,0,278.024065170419,-3.450726887136,0,94.560971858734,882.114611373525,NaN,0.9,2.99999999999727e-05,3.77212883760194e-05,0,0.9
03-Jan-2009 02:00:00,4.84716464875134,NaN,NaN,NaN,NaN,291.11017382314,NaN,0,287.564816563194,-2.79389882430695,0,93.864853565407,881.845975830537,NaN,0.9,8.82757230290281e-05,7.96922961669679e-05,8.58342686206015e-06,0.9
03-Jan-2009 03:00:00,4.96345251902992,NaN,NaN,NaN,NaN,292.248421513065,NaN,0,288.778991888043,-2.529603074855,0,93.8491452727636,881.344459186957,NaN,0.9,8.85834268619874e-05,9.77212883760785e-05,0,0.9
03-Jan-2009 04:00:00,6.50940094801497,NaN,NaN,NaN,NaN,295.554478100743,NaN,0,301.914506175333,-1.723062095356,0,92.4759345882101,880.8653504117,NaN,0.9,0.000149137861513964,0.000139999999999986,9.13786151397744e-06,0.9
03-Jan-2009 05:00:00,6.45961605431767,NaN,NaN,NaN,NaN,295.229475772669,NaN,0,305.363422255914,-1.78068445272299,0,91.9025702453827,880.536252414419,NaN,0.9,0.000322894119290027,0.000324310692427957,0,0.9
03-Jan-2009 06:00:00,4.344445359594,NaN,NaN,NaN,NaN,294.157756723607,NaN,0,305.12790300631,-2.02335485621296,0,93.9779989120104,880.189594683273,NaN,0.9,0.000335233803927963,0.000334679369276046,5.54434651917318e-07,0.9
03-Jan-2009 07:00:00,4.39814889181691,NaN,NaN,NaN,NaN,295.026861807635,NaN,0,304.256287370044,-1.83129986038898,0,94.1393224910085,879.803705390422,NaN,0.9,0.00024295509230501,0.000250676380680943,0,0.9
03-Jan-2009 08:00:00,4.52532444005733,NaN,NaN,NaN,NaN,295.288114890859,NaN,0,305.103779577709,-1.76865247191796,0,93.2566422478735,879.374445064827,NaN,0.9,0.000123201823123054,0.000115480534747007,7.72128837604669e-06,0.9
03-Jan-2009 09:00:00,3.58804352053016,NaN,NaN,NaN,NaN,294.991826472996,NaN,0,304.863232458237,-1.83645774832695,0,94.2329068316616,878.968366056077,NaN,0.9,7.37562577759263e-05,7.375625777604e-05,0,0.9
03-Jan-2009 10:00:00,2.8162476071878,NaN,NaN,NaN,NaN,295.058869338253,NaN,0,303.508316956333,-1.82745961458096,0,96.2227693747467,878.598539194966,NaN,0.9,0.000100862138486036,0.000100862138485923,1.13692150312261e-16,0.9
03-Jan-2009 11:00:00,2.62881257142313,NaN,NaN,NaN,NaN,295.678265258792,NaN,0,303.236557996675,-1.68926787958497,0,96.3775311460605,878.268259657206,NaN,0.9,0.000143387580929016,0.000143942015581047,0,0.9
03-Jan-2009 12:00:00,2.60093840035339,NaN,NaN,NaN,NaN,296.189865444267,NaN,6.56612419071213,303.789345877477,-1.57179332202799,5.90951177164092,96.56214994553,877.910637590661,NaN,0.9,0.000253079877095956,0.000252217738610057,8.62138485899797e-07,0.9
03-Jan-2009 13:00:00,2.11841575140766,NaN,NaN,NaN,NaN,296.139640555248,NaN,11.25073899905,303.307173412043,-1.58524187597095,10.125665099145,96.4756950336302,877.405419851404,NaN,0.9,0.000203079877095092,0.000193942015581001,9.13786151409115e-06,0.9
