Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2001 00:00:00,14.8127422078067,NaN,NaN,NaN,NaN,247.639916398457,NaN,0,253.928037945045,-13.458960175752,0,96.5817639077635,851.839070170743,NaN,0.760925906510429,0,0,0,0.760925906510429
01-Jan-2001 01:00:00,14.8932288221685,NaN,NaN,NaN,NaN,252.001547096109,NaN,0,258.712168112947,-12.321383848422,0,97.5754776502831,851.136053223038,NaN,0.760879027616079,0.000888522453849987,0.000888214750014072,3.07703835915178e-07,0.760879027616079
01-Jan-2001 02:00:00,18.7677533436357,NaN,NaN,NaN,NaN,256.479784750791,NaN,0,264.384429042832,-11.164873199123,0,97.9033789910765,850.488392281636,NaN,0.76083214872173,0.00176224075361995,0.00176113188432396,1.10886929599032e-06,0.76083214872173
01-Jan-2001 03:00:00,19.1649150367869,NaN,NaN,NaN,NaN,256.034299085893,NaN,0,264.469520724476,-11.275982068428,0,98.790704589943,850.438547728983,NaN,0.76078526982738,0.00216889636398002,0.00214228394490306,2.6612419076969e-05,0.76078526982738
01-Jan-2001 04:00:00,19.7115585895316,NaN,NaN,NaN,NaN,255.434913552295,NaN,0,264.404942680726,-11.426597476095,0,98.7276527799836,850.431999286365,NaN,0.760738390933031,0.00125848689037002,0.00125762475188299,8.62138487036637e-07,0.760738390933031
01-Jan-2001 05:00:00,19.4055157306994,NaN,NaN,NaN,NaN,255.170820932957,NaN,0,264.061064476922,-11.494626468304,0,98.7438982256983,850.012098840816,NaN,0.760691512038681,0.00126209818709992,0.00125154375244597,1.05544346539546e-05,0.760691512038681
01-Jan-2001 06:00:00,20.0953184244471,NaN,NaN,NaN,NaN,255.137152056543,NaN,0,263.925436142364,-11.503764329819,0,98.7928506042353,849.929831146698,NaN,0.760644633144331,0.00128376149105009,0.00129234491791703,0,0.760644633144331
01-Jan-2001 07:00:00,19.6013524013329,NaN,NaN,NaN,NaN,254.155874126233,NaN,0,262.62338637982,-11.757151910747,0,98.739870774565,849.996811461003,NaN,0.760597754249982,0.00223168631898,0.00221396503059998,1.77212883800165e-05,0.760597754249982
01-Jan-2001 08:00:00,19.9161152154544,NaN,NaN,NaN,NaN,253.769443463727,NaN,0,262.108147342613,-11.8571519107469,0,98.7197631569189,850.343877595811,NaN,0.760550875355632,0.0013018922530299,0.001309613541413,0,0.760550875355632
01-Jan-2001 09:00:00,19.2080059424515,NaN,NaN,NaN,NaN,253.079148104775,NaN,0,261.583421943299,-12.034072033652,0,98.7482653718993,850.650678470069,NaN,0.760503996461283,0.0012693668106001,0.00125275439152301,1.66124190770914e-05,0.760503996461283
