Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-1997 00:00:00,5.80519589970422,NaN,NaN,NaN,NaN,264.164626516781,NaN,0,210.892127579453,-9.52520662510699,NaN,96.9141128752942,887.545689183953,NaN,NaN,0,0,0,NaN
01-Jan-1997 01:00:00,6.16707565097991,NaN,NaN,NaN,NaN,268.769857073618,NaN,0,226.235252277777,-8.32714459556695,NaN,97.1924598769237,887.181314343003,NaN,NaN,0,0,0,NaN
01-Jan-1997 02:00:00,4.12478763704544,NaN,NaN,NaN,NaN,273.951205857717,NaN,0,236.901366503229,-7.02984727952497,NaN,88.584030009208,886.772483180875,NaN,NaN,0,0,0,NaN
01-Jan-1997 03:00:00,1.73548249728713,NaN,NaN,NaN,NaN,276.43917508304,NaN,0,235.983663621822,-6.44223791486598,NaN,85.7629347177138,886.61973128985,NaN,NaN,0,0,0,NaN
01-Jan-1997 04:00:00,3.99489514144465,NaN,NaN,NaN,NaN,271.932890358196,NaN,0,231.723600724786,-7.53784323440397,NaN,93.9346626035765,886.305801920703,NaN,NaN,0,0,0,NaN
01-Jan-1997 05:00:00,1.68100195848609,NaN,NaN,NaN,NaN,274.223384539908,NaN,0,227.584517499581,-7.00935710089698,NaN,93.7469426960383,886.292981574296,NaN,NaN,0,0,0,NaN
01-Jan-1997 06:00:00,3.05331521893487,NaN,NaN,NaN,NaN,277.504302764083,NaN,0,220.741222908247,-6.26212000100799,NaN,92.7679611855133,886.279512042246,NaN,NaN,0,0,0,NaN
01-Jan-1997 07:00:00,2.641356645345,NaN,NaN,NaN,NaN,278.994513190129,NaN,0,217.386898693045,-5.92594411043297,NaN,94.8886313131402,886.056495461539,NaN,NaN,0,0,0,NaN
01-Jan-1997 08:00:00,4.2687722775276,NaN,NaN,NaN,NaN,271.059311417143,NaN,0,204.185699461515,-7.880484945349,NaN,100,886.064611101824,NaN,NaN,0,0,0,NaN
01-Jan-1997 09:00:00,3.7099780011904,NaN,NaN,NaN,NaN,275.102371462989,NaN,0,223.085711087533,-6.82124367640796,NaN,100,886.091228846074,NaN,NaN,0,0,0,NaN
01-Jan-1997 10:00:00,4.58340679428034,NaN,NaN,NaN,NaN,278.798041112819,NaN,0,235.503474268392,-5.88684660142997,NaN,99.2317769825072,886.419047976882,NaN,NaN,0,0,0,NaN
01-Jan-1997 11:00:00,2.31829989275895,NaN,NaN,NaN,NaN,277.32615095091,NaN,0,233.701264320014,-6.24294014932798,NaN,100,886.576100826763,NaN,NaN,0,0,0,NaN
01-Jan-1997 12:00:00,2.78971123814534,NaN,NaN,NaN,NaN,275.119163684381,NaN,10.0889113069508,226.838032445356,-6.79937368152798,NaN,100,886.480246001727,NaN,NaN,0,0,0,NaN
01-Jan-1997 13:00:00,4.15618566845063,NaN,NaN,NaN,NaN,276.657399267016,NaN,20.3889113069508,238.496349115322,-6.37859105465697,NaN,100,886.511953211793,NaN,NaN,0,0,0,NaN
01-Jan-1997 14:00:00,4.48490730161046,NaN,NaN,NaN,NaN,277.210276145805,NaN,16.082757230286,238.659319579448,-6.24689502598397,NaN,98.2838751768865,886.320785740925,NaN,NaN,0,0,0,NaN
01-Jan-1997 15:00:00,4.66940891547925,NaN,NaN,NaN,NaN,274.870734766599,NaN,0,217.109648784576,-6.904916390398,NaN,100,886.45270213278,NaN,NaN,0,0,0,NaN
01-Jan-1997 16:00:00,3.56863696860337,NaN,NaN,NaN,NaN,275.199453552563,NaN,0,214.035838293088,-6.841231572195,NaN,98.9455240626974,886.685523076962,NaN,NaN,0,0,0,NaN
01-Jan-1997 17:00:00,3.88700049159262,NaN,NaN,NaN,NaN,276.373702488325,NaN,0,212.845737453459,-6.56759650358498,NaN,98.074329585809,886.627732959522,NaN,NaN,0,0,0,NaN
01-Jan-1997 18:00:00,5.57582162864079,NaN,NaN,NaN,NaN,271.380741238925,NaN,0,208.467137264984,-7.78242651143398,NaN,100,886.611637114159,NaN,NaN,0,0,0,NaN
01-Jan-1997 19:00:00,5.16924825740126,NaN,NaN,NaN,NaN,272.667782879133,NaN,0,208.354770540857,-7.47363670626396,NaN,99.8951311704556,886.376491266329,NaN,NaN,0,0,0,NaN
01-Jan-1997 20:00:00,4.5089199466319,NaN,NaN,NaN,NaN,276.008645277437,NaN,0,208.742362691956,-6.67384547908796,NaN,92.9658658252318,886.161316712875,NaN,NaN,0,0,0,NaN
01-Jan-1997 21:00:00,5.01594289314632,NaN,NaN,NaN,NaN,277.710238117226,NaN,0,212.803630264175,-6.25095375431397,NaN,84.0014002536714,885.990247511383,NaN,NaN,0,0,0,NaN
01-Jan-1997 22:00:00,4.8017305731501,NaN,NaN,NaN,NaN,283.43866137251,NaN,0,220.532902948195,-4.869554962915,NaN,71.4497561759468,885.884420587729,NaN,NaN,0,0,0,NaN
01-Jan-1997 23:00:00,4.41984773177276,NaN,NaN,NaN,NaN,287.283243074664,NaN,0,223.583253210372,-3.96413016790297,NaN,62.455218430014,885.839851504909,NaN,NaN,0,0,0,NaN
02-Jan-1997 00:00:00,4.66445369474229,NaN,NaN,NaN,NaN,289.782359767641,NaN,0,226.395829931534,-3.37663259532695,NaN,57.958413384038,885.833971218113,NaN,NaN,0,0,0,NaN
02-Jan-1997 01:00:00,4.85153786967566,NaN,NaN,NaN,NaN,291.0723426558,NaN,0,225.691587832214,-3.08472539931296,NaN,55.9601392929698,885.674259164055,NaN,NaN,0,0,0,NaN
02-Jan-1997 02:00:00,4.90870819420315,NaN,NaN,NaN,NaN,291.990475132503,NaN,0,227.172509618674,-2.86850467210797,NaN,55.0822186623066,885.570014458091,NaN,NaN,0,0,0,NaN
02-Jan-1997 03:00:00,4.52151626609333,NaN,NaN,NaN,NaN,291.76027811137,NaN,0,218.520772168013,-2.96043488314098,NaN,54.7413739575989,885.574977475801,NaN,NaN,0,0,0,NaN
02-Jan-1997 04:00:00,2.90700930469508,NaN,NaN,NaN,NaN,288.798576969842,NaN,0,207.387297760288,-3.68973712509597,NaN,59.4896610554844,885.78050440629,NaN,NaN,0,0,0,NaN
02-Jan-1997 05:00:00,1.33585064947202,NaN,NaN,NaN,NaN,279.237041400838,NaN,0,205.214852266006,-5.92615930994396,NaN,74.8441791669751,885.815865890775,NaN,NaN,0,0,0,NaN
02-Jan-1997 06:00:00,2.81231687725354,NaN,NaN,NaN,NaN,280.425972923267,NaN,0,204.336883802564,-5.65040140156299,NaN,78.9598794513322,885.742502212174,NaN,NaN,0,0,0,NaN
02-Jan-1997 07:00:00,2.73275987997142,NaN,NaN,NaN,NaN,276.141634814368,NaN,0,202.642035568728,-6.67123409834295,NaN,91.0102162041267,885.743273695402,NaN,NaN,0,0,0,NaN
02-Jan-1997 08:00:00,3.53537881911957,NaN,NaN,NaN,NaN,273.277536988242,NaN,0,201.053717542919,-7.362446243443,NaN,95.7079319907536,885.560710346264,NaN,NaN,0,0,0,NaN
02-Jan-1997 09:00:00,3.96614994269224,NaN,NaN,NaN,NaN,275.860701155135,NaN,0,201.555563453304,-6.74322515075698,NaN,86.0204837303037,885.408566404735,NaN,NaN,0,0,0,NaN
02-Jan-1997 10:00:00,2.86494111736034,NaN,NaN,NaN,NaN,278.178269924439,NaN,0,201.552010290825,-6.19346873019896,NaN,79.2709637855572,885.643077139109,NaN,NaN,0,0,0,NaN
02-Jan-1997 11:00:00,2.27864393361433,NaN,NaN,NaN,NaN,277.831238592196,NaN,0,201.519924964802,-6.27572726556696,NaN,76.4964414914501,885.811136478751,NaN,NaN,0,0,0,NaN
02-Jan-1997 12:00:00,1.8290305376013,NaN,NaN,NaN,NaN,275.735821088265,NaN,14.5716685372367,199.784343861391,-6.78137861514296,NaN,76.179875185722,885.940707533872,NaN,NaN,0,0,0,NaN
02-Jan-1997 13:00:00,2.5255554469409,NaN,NaN,NaN,NaN,276.378871608891,NaN,29.5488814209981,198.398938798387,-6.63501248264396,NaN,74.7477077368281,885.707814488407,NaN,NaN,0,0,0,NaN
02-Jan-1997 14:00:00,3.17471829250731,NaN,NaN,NaN,NaN,279.222107299435,NaN,21.7630471523797,197.781215115495,-5.96474273680599,NaN,67.2956158857063,885.469550008175,NaN,NaN,0,0,0,NaN
02-Jan-1997 15:00:00,3.69483833768181,NaN,NaN,NaN,NaN,281.804283633853,NaN,0,197.630187839707,-5.35843518280495,NaN,58.2523984851302,885.184958170992,NaN,NaN,0,0,0,NaN
02-Jan-1997 16:00:00,2.71746209820695,NaN,NaN,NaN,NaN,280.606611793786,NaN,0,196.900844044131,-5.64289935257,NaN,55.3975736384754,885.318042265521,NaN,NaN,0,0,0,NaN
02-Jan-1997 17:00:00,3.09622642122597,NaN,NaN,NaN,NaN,279.137369544032,NaN,0,195.903562872175,-5.99359351498998,NaN,56.4408956083983,885.659156707483,NaN,NaN,0,0,0,NaN
02-Jan-1997 18:00:00,3.57483591259198,NaN,NaN,NaN,NaN,278.110308907758,NaN,0,195.194871998015,-6.23962041234699,NaN,58.3617750530445,885.950260471923,NaN,NaN,0,0,0,NaN
02-Jan-1997 19:00:00,3.95373963010821,NaN,NaN,NaN,NaN,273.204087760347,NaN,0,193.335098552578,-7.41705417314597,NaN,64.5955107122139,885.718025227224,NaN,NaN,0,0,0,NaN
02-Jan-1997 20:00:00,3.94161028057978,NaN,NaN,NaN,NaN,275.461433582756,NaN,0,193.314350732325,-6.87755526257996,NaN,61.8194565504762,885.419249870602,NaN,NaN,0,0,0,NaN
02-Jan-1997 21:00:00,4.23912784521825,NaN,NaN,NaN,NaN,276.13453664288,NaN,0,193.434287364795,-6.71671853362898,NaN,57.0274892662538,885.015494131403,NaN,NaN,0,0,0,NaN
