Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2005 00:00:00,28.8379240482955,NaN,NaN,NaN,NaN,262.910474486365,NaN,0,170.863069576118,-10.031238887375,0,83.6944663908071,832.193823243146,NaN,0.9,0,0,0,0.9
01-Jan-2005 01:00:00,28.7579553707851,NaN,NaN,NaN,NaN,261.959829737582,NaN,0,164.740589670115,-10.296681464128,0,87.0551029431719,832.735037364119,NaN,0.9,2.02467308189398e-05,1.05544346529314e-05,9.69229616600842e-06,0.9
01-Jan-2005 02:00:00,26.3553637382578,NaN,NaN,NaN,NaN,262.769179453697,NaN,0,174.228484206341,-10.049514610404,0,81.4872110519683,833.407463877965,NaN,0.9,7.05544346531042e-05,7.96922961660584e-05,0,0.9
01-Jan-2005 03:00:00,23.783500816411,NaN,NaN,NaN,NaN,262.622481796991,NaN,0,172.816945053226,-10.092739448546,0,77.2175837883602,834.666039443019,NaN,0.9,7.93845923329854e-05,7.88301576819777e-05,5.54434651007794e-07,0.9
01-Jan-2005 04:00:00,16.0284317350959,NaN,NaN,NaN,NaN,256.903840636906,NaN,0,167.539351580233,-11.544222227978,0,92.4442221072584,835.790478669178,NaN,0.9,8.62138486013464e-07,1.41657313793075e-06,0,0.9
01-Jan-2005 05:00:00,15.4509559774046,NaN,NaN,NaN,NaN,256.598857622703,NaN,0,162.491267703852,-11.646295005541,0,79.3514177000218,835.669771756105,NaN,0.9,2.5254424429022e-06,1.05544346520219e-05,0,0.9
01-Jan-2005 06:00:00,13.3326717143614,NaN,NaN,NaN,NaN,247.125079030335,NaN,0,151.678342810115,-14.119087355059,0,91.4183111504285,836.090339405768,NaN,0.9,0,0,0,0.9
01-Jan-2005 07:00:00,11.7741487973371,NaN,NaN,NaN,NaN,245.750178840421,NaN,0,155.624926980888,-14.455224094231,0,92.2094718688644,836.505909504475,NaN,0.9,0,0,0,0.9
01-Jan-2005 08:00:00,10.9231545341164,NaN,NaN,NaN,NaN,240.061917952223,NaN,0,153.524391084837,-15.957424051102,0,96.9923017124583,836.604222859099,NaN,0.9,0,0,0,0.9
01-Jan-2005 09:00:00,9.78178759879426,NaN,NaN,NaN,NaN,239.122469541021,NaN,0,154.568635751954,-16.200689817634,0,92.2663162308327,837.307735328571,NaN,0.9,0,0,0,0.9
01-Jan-2005 10:00:00,8.39054782311864,NaN,NaN,NaN,NaN,236.289530065415,NaN,0,152.52578362283,-16.966261655596,0,100,837.24865510525,NaN,0.9,0,0,0,0.9
01-Jan-2005 11:00:00,6.40450987985403,NaN,NaN,NaN,NaN,230.307757834337,NaN,0,151.991388185507,-18.585086892612,0,100,837.430996935522,NaN,0.9,0,0,0,0.9
01-Jan-2005 12:00:00,4.46961478713571,NaN,NaN,NaN,NaN,229.147532196893,NaN,16.1575028058551,151.521366190614,-18.904682076407,14.5417525252696,100,837.144563518028,NaN,0.9,0,0,0,0.9
01-Jan-2005 13:00:00,11.0858741280241,NaN,NaN,NaN,NaN,240.267097688107,NaN,30.5433370744735,150.021638330968,-15.921696785535,27.4890033670262,92.1472830339635,837.231299297794,NaN,0.9,0,0,0,0.9
01-Jan-2005 14:00:00,11.5703657950604,NaN,NaN,NaN,NaN,240.177340490245,NaN,20.7544257675227,146.984923697878,-15.961488012711,18.6789831907704,94.7220942017411,837.54595365383,NaN,0.9,0,0,0,0.9
