Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,ps,d,sw_in,lw_in,t,t2,RN,sw_out,rh,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2015 00:00:00,11.3750986625478,NaN,NaN,NaN,NaN,277.170428904659,847.297272275036,NaN,0,275.679430588423,-6.08127684537095,NaN,NaN,0,99.856804080647,NaN,0.689122679472791,0,0,0,0.689122679472791
01-Jan-2015 01:00:00,10.6445166476032,NaN,NaN,NaN,NaN,277.073213958672,846.832719270075,NaN,0,235.63038427373,-6.29367510850597,NaN,NaN,0,100,NaN,0.688980960843404,0,0,0,0.688980960843404
01-Jan-2015 02:00:00,9.20991897998244,NaN,NaN,NaN,NaN,274.374264369834,846.133718887215,NaN,0,243.127178170665,-6.89922379981596,NaN,NaN,0,100,NaN,0.688839242214018,0,0,0,0.688839242214018
01-Jan-2015 03:00:00,6.1088933577702,NaN,NaN,NaN,NaN,274.442309851015,845.132231728096,NaN,0,269.914889474356,-6.75541042791497,NaN,NaN,0,100,NaN,0.688697523584631,8.58342685978641e-06,9.99999999999091e-06,0,0.688697523584631
01-Jan-2015 04:00:00,8.05587640387094,NaN,NaN,NaN,NaN,281.877282820899,844.169732947448,NaN,0,284.688089306045,-4.93441769547997,NaN,NaN,0,94.3080495609126,NaN,0.688555804955244,0.000480804004240099,0.000480249569582043,5.54434658056342e-07,0.688555804955244
01-Jan-2015 05:00:00,10.1519445367942,NaN,NaN,NaN,NaN,279.234470564846,843.449431362732,NaN,0,227.395238419982,-5.822232681586,NaN,NaN,0,100,NaN,0.688414086325858,4.22177386099065e-05,4.27721732629607e-05,0,0.688414086325858
01-Jan-2015 06:00:00,10.3479416129123,NaN,NaN,NaN,NaN,282.359046629543,843.226715114692,NaN,0,253.764009587455,-4.96630232072198,NaN,NaN,0,95.6687292449679,NaN,0.688272367696471,0.000308565645120098,0.00030856564512203,0,0.688272367696471
01-Jan-2015 07:00:00,9.41283079477701,NaN,NaN,NaN,NaN,271.912215207794,843.473986030343,NaN,0,267.562129586774,-7.37087021052798,NaN,NaN,0,84.0443336087043,NaN,0.688130649067085,0.0010783798873199,0.000955956214645994,0.000122423672673904,0.688130649067085
01-Jan-2015 08:00:00,10.4559608313721,NaN,NaN,NaN,NaN,267.353351354025,843.806329928095,NaN,0,258.49421509378,-8.514196818443,NaN,NaN,0,84.9242850914259,NaN,0.687988930437698,1.41657313020005e-06,8.62138486013464e-07,5.54434644186586e-07,0.687988930437698
01-Jan-2015 09:00:00,11.5658653635021,NaN,NaN,NaN,NaN,261.334359325875,843.922280894534,NaN,0,213.287709489077,-10.211137117603,NaN,NaN,0,97.8939350376771,NaN,0.687847211808312,0,0,0,0.687847211808312
01-Jan-2015 10:00:00,9.47391745736266,NaN,NaN,NaN,NaN,257.182618519765,844.053480641678,NaN,0,221.93900777099,-11.20142987846,NaN,NaN,0,93.1355947626097,NaN,0.687705493178925,0,0,0,0.687705493178925
01-Jan-2015 11:00:00,9.14872793975509,NaN,NaN,NaN,NaN,244.465751087624,843.950383996757,NaN,0,199.677783454798,-14.560114630847,NaN,NaN,0,84.5657882013831,NaN,0.687563774549539,0,0,0,0.687563774549539
01-Jan-2015 12:00:00,11.8538823916668,NaN,NaN,NaN,NaN,246.060045160726,843.740439396589,NaN,14.7129462711012,163.303128919178,-14.334873199123,NaN,NaN,10.1140037743231,86.6197194690411,NaN,0.687422055920152,0,0,0,0.687422055920152
01-Jan-2015 13:00:00,11.8873325766782,NaN,NaN,NaN,NaN,251.686112070107,843.747325931026,NaN,30.0519584593305,162.57400790926,-12.890742586974,NaN,NaN,20.6541201461767,95.9913268011854,NaN,0.687280337290765,0,0,0,0.687280337290765
01-Jan-2015 14:00:00,10.1704204267622,NaN,NaN,NaN,NaN,253.833379942496,843.681113908503,NaN,19.2488814209981,169.042054238962,-12.311640288939,NaN,NaN,13.2266497904013,99.3152627461278,NaN,0.687138618661379,0,0,0,0.687138618661379
