Time,f,HS_mod,HS_nor,HS_obs,HS,lw_out,d,sw_in,lw_in,t,t2,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2012 00:00:00,11.2289055084856,NaN,NaN,NaN,NaN,273.02978505825,NaN,0,273.360856900877,-7.07574946407499,NaN,0,99.7560050362387,825.138527474769,NaN,0.857932271672281,0,0,0,0.857932271672281
01-Jan-2012 01:00:00,10.211578277792,NaN,NaN,NaN,NaN,271.145950127027,NaN,0,245.300348223643,-7.66167715442896,NaN,0,92.9956219201005,825.17394960434,NaN,0.857988814317883,4.34481257200332e-05,4.29660998480585e-05,4.82025871974654e-07,0.857988814317883
01-Jan-2012 02:00:00,10.8541851733423,NaN,NaN,NaN,NaN,262.89303241734,NaN,0,231.02860857797,-9.73883162874398,NaN,0,100,824.823793451792,NaN,0.858045356963484,7.16318411696193e-06,6.84884963800414e-06,3.1433447895779e-07,0.858045356963484
01-Jan-2012 03:00:00,11.1974001158738,NaN,NaN,NaN,NaN,267.185593081902,NaN,0,193.570404026129,-8.87086683444795,NaN,0,100,824.580946379862,NaN,0.858101899609086,9.16908489559773e-05,8.94010523099951e-05,2.28979664598229e-06,0.858101899609086
01-Jan-2012 04:00:00,11.8503660132432,NaN,NaN,NaN,NaN,271.769376590851,NaN,0,235.976959065872,-7.556680044389,NaN,0,91.1757452212867,824.26579796306,NaN,0.858158442254688,0.000289009199870975,0.000287383151786003,1.62604808497238e-06,0.858158442254688
01-Jan-2012 05:00:00,11.293831338001,NaN,NaN,NaN,NaN,270.842068286012,NaN,0,232.162200575706,-7.79802242453997,NaN,0,91.0547323401632,824.230931847678,NaN,0.85821498490029,0.000157241935892102,0.000156601236855977,6.40699036125609e-07,0.85821498490029
01-Jan-2012 06:00:00,10.4686917895343,NaN,NaN,NaN,NaN,270.760108572633,NaN,0,208.084301422692,-7.93382401480295,NaN,0,99.9066461999561,824.482913270307,NaN,0.858271527545892,2.26058759849366e-05,2.25501029040061e-05,5.57730809305217e-08,0.858271527545892
01-Jan-2012 07:00:00,9.16197327868467,NaN,NaN,NaN,NaN,272.347886032998,NaN,0,277.041258794497,-7.22115794579997,NaN,0,93.6384045969006,824.961525916952,NaN,0.858328070191493,3.25093610870226e-05,3.24988369350194e-05,1.05241520031947e-08,0.858328070191493
01-Jan-2012 08:00:00,8.89823930492322,NaN,NaN,NaN,NaN,266.820821773092,NaN,0,224.586739391801,-8.80859755740096,NaN,0,100,825.298021477824,NaN,0.858384612837095,3.01176050015783e-07,3.01176050015783e-07,0,0.858384612837095
01-Jan-2012 09:00:00,7.59858211267506,NaN,NaN,NaN,NaN,265.683014988357,NaN,0,222.678881454896,-9.09550143580196,NaN,0,100,825.392999565065,NaN,0.858441155482697,5.23890799968285e-07,0,5.23890799968285e-07,0.858441155482697
01-Jan-2012 10:00:00,7.95855884364604,NaN,NaN,NaN,NaN,266.671898217338,NaN,0,221.435162564583,-8.86023995882698,NaN,0,97.1885349259015,825.736162049331,NaN,0.858497698128299,0,0,0,0.858497698128299
01-Jan-2012 11:00:00,6.38110514170975,NaN,NaN,NaN,NaN,265.878930302649,NaN,0,247.833721617801,-8.92484845614797,NaN,0,100,826.116638798161,NaN,0.858554240773901,0,0,0,0.858554240773901
01-Jan-2012 12:00:00,6.05332071003213,NaN,NaN,NaN,NaN,263.828084431171,NaN,9.9890162932323,244.965634466884,-9.44054405868695,NaN,8.57667710512236,100,826.353658132488,NaN,0.858610783419502,0,0,0,0.858610783419502
01-Jan-2012 13:00:00,7.37418988313557,NaN,NaN,NaN,NaN,262.194703828937,NaN,20.4493556689863,220.457344598157,-9.96306839909596,NaN,17.5591935520427,100,826.389183611632,NaN,0.858667326065104,0,0,0,0.858667326065104
01-Jan-2012 14:00:00,8.32979641311675,NaN,NaN,NaN,NaN,258.870221699454,NaN,15.3245568064453,222.655934600705,-10.776447705203,NaN,13.1595627071077,100,826.523472647991,NaN,0.858723868710706,0,0,0,0.858723868710706
01-Jan-2012 15:00:00,7.9780666819494,NaN,NaN,NaN,NaN,255.318165291287,NaN,0,221.8839162968,-11.669655803121,NaN,0,100,826.491653909436,NaN,0.858780411356308,0,0,0,0.858780411356308
01-Jan-2012 16:00:00,7.80182059535249,NaN,NaN,NaN,NaN,246.703393084271,NaN,0,226.902365575472,-13.839241804359,NaN,0,100,826.475030048164,NaN,0.858836954001909,8.89250172497213e-06,0,8.89250172497213e-06,0.858836954001909
01-Jan-2012 17:00:00,8.30296456359521,NaN,NaN,NaN,NaN,243.569172917372,NaN,0,206.826330665758,-14.756421680876,NaN,0,100,826.401586932035,NaN,0.858893496647511,9.94213945398315e-06,0,9.94213945398315e-06,0.858893496647511
01-Jan-2012 18:00:00,7.20096785076841,NaN,NaN,NaN,NaN,239.616087599003,NaN,0,170.538796032336,-15.985340017334,NaN,0,100,826.412336268727,NaN,0.858950039293113,1.38744023047366e-07,0,1.38744023047366e-07,0.858950039293113
