Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,ps,d,sw_in,lw_in,t,t2,RN,sw_out,rh,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2016 00:00:00,10.4432182172472,NaN,NaN,NaN,NaN,255.578705727693,842.154097828835,NaN,0,166.851224380945,-11.881335423868,NaN,NaN,0,100,NaN,0.89390453022228,0,0,0,0.89390453022228
01-Jan-2016 01:00:00,11.7540129812233,NaN,NaN,NaN,NaN,255.270947148958,842.784806129785,NaN,0,163.128965713945,-11.977808115172,NaN,NaN,0,100,NaN,0.893900433804419,8.58342686001379e-06,9.44556534693675e-06,0,0.893900433804419
01-Jan-2016 02:00:00,11.480937442156,NaN,NaN,NaN,NaN,257.084828937216,843.498476546186,NaN,0,165.390468940597,-11.50954733512,NaN,NaN,0,100,NaN,0.893896337386557,0,0,0,0.893896337386557
01-Jan-2016 03:00:00,10.5288224121822,NaN,NaN,NaN,NaN,258.99100443772,844.287145557356,NaN,0,213.482851381284,-10.792062311004,NaN,NaN,0,100,NaN,0.893892240968696,0,0,0,0.893892240968696
01-Jan-2016 04:00:00,7.04166001821857,NaN,NaN,NaN,NaN,254.051049761352,845.242061362043,NaN,0,190.095351065199,-12.149856989222,NaN,NaN,0,100,NaN,0.893888144550835,9.99999999999091e-06,1.77212883760376e-05,0,0.893888144550835
01-Jan-2016 05:00:00,10.4371975868801,NaN,NaN,NaN,NaN,265.098227385438,845.78906625806,NaN,0,254.077375592508,-9.08494955936095,NaN,NaN,0,98.0007697794327,NaN,0.893884048132973,0.000196859149890088,0.000197413584543028,0,0.893884048132973
01-Jan-2016 06:00:00,7.99709550500378,NaN,NaN,NaN,NaN,254.957093503305,846.8025547596,NaN,0,173.744344166305,-12.003457514479,NaN,NaN,0,100,NaN,0.893879951715112,0.000159036091739836,0.000149898230228018,9.13786151181739e-06,0.893879951715112
01-Jan-2016 07:00:00,6.81672481139464,NaN,NaN,NaN,NaN,251.753953687239,847.725012830004,NaN,0,187.35628105228,-12.747049252481,NaN,NaN,0,100,NaN,0.89387585529725,9.10478963000969e-05,0.000100493461637939,0,0.89387585529725
01-Jan-2016 08:00:00,8.81667831598249,NaN,NaN,NaN,NaN,257.998811625103,848.368343640555,NaN,0,236.619603109821,-10.924072477899,NaN,NaN,0,100,NaN,0.893871758879389,0,0,0,0.893871758879389
01-Jan-2016 09:00:00,10.0907028715148,NaN,NaN,NaN,NaN,260.00174442541,849.19872982945,NaN,0,231.310956079824,-10.452070383047,NaN,NaN,0,100,NaN,0.893867662461528,0,0,0,0.893867662461528
01-Jan-2016 10:00:00,7.08779436843211,NaN,NaN,NaN,NaN,259.088464301516,849.558672082673,NaN,0,239.112015962686,-10.640206378308,NaN,NaN,0,94.8262149496132,NaN,0.893863566043666,0.000124888142089958,0.000124026003614972,8.62138474985838e-07,0.893863566043666
01-Jan-2016 11:00:00,9.30782175407032,NaN,NaN,NaN,NaN,259.354554803536,849.802456768253,NaN,0,183.994650415363,-10.848439971837,NaN,NaN,0,100,NaN,0.893859469625805,4.74745575600082e-05,3.88911306949922e-05,8.58342686501601e-06,0.893859469625805
01-Jan-2016 12:00:00,11.5939167376342,NaN,NaN,NaN,NaN,261.447287395905,850.120699640662,NaN,13.1671658335978,179.604908029722,-10.350024521041,NaN,NaN,11.7695419302814,97.1681133509846,NaN,0.893855373207944,0.000288728387909941,0.000278728387908018,1.00000000019236e-05,0.893855373207944
01-Jan-2016 13:00:00,11.8768899458007,NaN,NaN,NaN,NaN,268.958726038893,850.517265623562,NaN,16.1478397781124,277.296504256561,-8.03448434601995,NaN,NaN,14.4337672030674,91.345104036568,NaN,0.893851276790082,0.000644745575570141,0.000587578721846057,5.71668537240839e-05,0.893851276790082
01-Jan-2016 14:00:00,10.5953420479999,NaN,NaN,NaN,NaN,266.681466181298,850.98295860238,NaN,15.1716685372367,247.339858603774,-8.73173234901395,NaN,NaN,13.561153143551,93.9280004522542,NaN,0.893847180372221,0.000336920122899983,0.000280307703832932,5.66124190670507e-05,0.893847180372221
01-Jan-2016 15:00:00,7.7735163231224,NaN,NaN,NaN,NaN,269.336602874527,851.389237307005,NaN,0,277.488851527344,-7.94236553841995,NaN,NaN,0,91.877760836642,NaN,0.893843083954359,0.000687683330389973,0.000609099903518995,7.85834268709778e-05,0.893843083954359
01-Jan-2016 16:00:00,11.7758774238248,NaN,NaN,NaN,NaN,262.798069033192,851.475730879824,NaN,0,172.696471045948,-10.049947099028,NaN,NaN,0,100,NaN,0.893838987536498,0.000627576327319957,0.000490656204425022,0.000136920122894935,0.893838987536498
01-Jan-2016 17:00:00,9.98744185430682,NaN,NaN,NaN,NaN,264.493971332538,851.549486506712,NaN,0,189.299923839704,-9.550380788761,NaN,NaN,0,100,NaN,0.893834891118637,0.000159074049739957,0.00012987521520904,2.91988345309164e-05,0.893834891118637
