Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2015 00:00:00,9.538,1.7624,1.2476,0.8976,NaN,309.314632885212,194.12,0,236.11918304033,-7.011,-7.011,0.618614270941054,89.06,-0.882373484788229,0.758947879790407,892.631094101989,0,0,0,0.758947879790407
01-Jan-2015 01:00:00,7.32716666666667,1.75916666666667,1.25083333333333,0.900833333333333,NaN,310.993364357118,184.283333333333,0,255.736556359877,-8.75,-8.75,0.636159944846605,88.8833333333333,-0.637385914500716,0.653006420747826,893.106092514369,0,0,0,0.758853086698869
01-Jan-2015 02:00:00,6.29883333333333,1.761,1.249,0.899,NaN,309.614529472595,187.7,0,263.492502585317,-7.15583333333333,-7.15583333333333,0.958290244743187,84.7333333333333,-1.00008239382986,0.630623331044478,892.21174390599,0,0,0,0.75875829360733
01-Jan-2015 03:00:00,4.85666666666667,1.76816666666667,1.24183333333333,0.891833333333333,NaN,304.27154429507,145.516666666667,0.155980696311618,263.061616683902,-4.35216666666667,-4.35216666666667,1.42175112030335,70.7916666666667,-2.21255429883384,0.668202561206052,891.124869719853,0,0,0,0.758663500515791
01-Jan-2015 04:00:00,3.688,1.76833333333333,1.24166666666667,0.891666666666667,NaN,307.684160634263,146.866666666667,0.26318510858324,293.947518097208,-4.45883333333333,-4.45883333333333,0.37797311271976,82.3333333333333,-1.64429417841592,0.688117401958283,890.041933013861,0,0,0,0.758568707424253
01-Jan-2015 05:00:00,3.73833333333333,1.76666666666667,1.24333333333333,0.893333333333333,NaN,310.889951740778,195.033333333333,0,296.912013098933,-5.48933333333333,-5.48933333333333,0.024474319200275,90.2,-0.938828235773314,0.700572940818762,889.578457286312,0,0,0,0.758473914332714
01-Jan-2015 06:00:00,5.97316666666667,1.76666666666667,1.24333333333333,0.893333333333334,NaN,314.095742847297,208.133333333333,0.0680799724233033,311.355308514303,-5.39583333333333,-5.39583333333333,0.079455360220614,93.4083333333333,-0.315782550043877,0.711466120394007,889.270675695194,0,0,0,0.758379121241175
01-Jan-2015 07:00:00,4.99816666666667,1.771,1.239,0.889,NaN,312.785849706998,186.533333333333,0.0604963805584267,305.702085487762,-3.47966666666667,-3.47966666666667,0.177007928300585,94.825,-0.578140767116186,0.719431148203441,888.9009775622,0.000920100617883008,0.000872031623862995,4.80689940200136e-05,0.758284328149637
01-Jan-2015 08:00:00,7.24583333333333,1.7785,1.2315,0.8815,NaN,311.786194415718,222.4,0,301.186401240953,-3.79933333333333,-3.79933333333333,0,86.3333333333333,-0.765431196812548,0.725378243654341,889.598452632744,0.000636396341650993,0.000634172563719005,2.22377793198802e-06,0.758189535058098
01-Jan-2015 09:00:00,4.447,1.8005,1.2095,0.8595,NaN,309.131937263012,236.883333333333,0,278.607980006895,-4.56366666666667,-4.56366666666667,0.162185453291968,80.2,-1.21167078314748,0.736499585162998,889.663212890316,0.000154966900229965,0.000147190678162019,7.77622206794604e-06,0.758094741966559
