Time,f,d,t,t2,rh,ps,sw_in,sw_out,lw_in,lw_out,HS,HS2,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2022 00:00:00,8.37636861314414,,-5.05580177087035,,76.0613394823667,907.277535756486,0.0,0.0,245.455625805199,282.141710914145,,,,0.832860838997309,0.0,0.0,0.0,0.832860838997309
01-Jan-2022 01:00:00,4.01558156686874,,-8.51182614813922,,94.3442385666711,907.197305042269,0.0,0.0,243.400246043282,267.664996177435,,,,0.832930396385992,0.0,0.0,0.0,0.832930396385992
01-Jan-2022 02:00:00,4.2932498045661,,-9.52608026111114,,100.0,907.253582551861,0.0,0.0,243.783383512046,263.503243805244,,,,0.832999953774676,0.0,0.0,0.0,0.832999953774676
01-Jan-2022 03:00:00,3.90697273438842,,-8.96212833325445,,100.0,906.745285802721,0.0,0.0,250.509467197237,265.672597517916,,,,0.833069511163359,0.0,0.0,0.0,0.833069511163359
01-Jan-2022 04:00:00,4.31638718184469,,-9.58604651089713,,100.0,906.028558359534,0.0,0.0,242.826618893257,263.278270953345,,,,0.833139068552043,5.00000000001819e-05,5.00000000001819e-05,0.0,0.833139068552043
01-Jan-2022 05:00:00,4.14210038270541,,-6.6940038861319,,98.6202355764807,905.445285802721,0.0,0.0,282.998637561235,274.438748036997,,,,0.833208625940727,0.0,0.0,0.0,0.833208625940727
01-Jan-2022 06:00:00,5.65981013200507,,-7.32870924914292,,98.9324163888663,904.953582551861,0.0,0.0,282.255528464322,271.794320050577,,,,0.83327818332941,0.0,0.0,0.0,0.83327818332941
01-Jan-2022 07:00:00,6.42680001990046,,-8.95902542835315,,98.8764794605272,904.622013245909,0.0,0.0,275.645480079668,265.182594236833,,,,0.833347740718094,0.0,0.0,0.0,0.833347740718094
01-Jan-2022 08:00:00,5.57327369326544,,-9.13729119913216,,98.9624983522996,904.081429367404,0.0,0.0,274.330292141657,264.479018058664,,,,0.833417298106777,0.000432177519676,0.0004304625295186,1.71499015744463e-06,0.833417298106777
01-Jan-2022 09:00:00,7.77545256267061,,-9.08654814346976,,98.7266162862965,903.024567979308,0.0,0.0,274.036889188378,264.692494768413,,,,0.833486855495461,0.0001,0.0001017149901575,0.0,0.833486855495461
01-Jan-2022 10:00:00,8.18337538304354,,-8.38809704107629,,98.7236264976077,902.079543786981,0.0,0.0,276.953653807166,267.503966617789,,,,0.833556412884145,0.0001581813920308,0.0001581813920308,0.0,0.833556412884145
01-Jan-2022 11:00:00,8.14280397795309,,-7.4798667206152,,98.7631137100521,900.963181002919,0.0,0.0,279.930760095405,271.210297291471,,,,0.833625970272828,0.0001514596962622,0.0001514596962622,0.0,0.833625970272828
