Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2003 00:00:00,1.77456118418232,NaN,NaN,NaN,NaN,281.302848090733,NaN,0,292.134381341413,-5.03369011719695,0,96.7551346207554,NaN,0.71531914893617,911.127249941945,0,0,0,0.71531914893617
01-Jan-2003 01:00:00,0.858878744560257,NaN,NaN,NaN,NaN,282.567228424182,NaN,0,288.41585339007,-4.75633392363596,0,91.5655029231726,NaN,0.715195035460993,911.041050973575,0,1.72085223002227e-06,0,0.715195035460993
01-Jan-2003 02:00:00,0.914018671600355,NaN,NaN,NaN,NaN,282.406766242619,NaN,0,282.331669539468,-4.82201604825997,0,92.5256464419136,NaN,0.715070921985816,910.830338353462,0,3.01518623498964e-06,0,0.715070921985816
01-Jan-2003 03:00:00,2.68614536908701,NaN,NaN,NaN,NaN,284.733977990558,NaN,0,290.092455270336,-4.24576625768697,0,97.4833234458081,NaN,0.714946808510638,910.641587415661,3.53958192397386e-06,3.82959934199789e-06,0,0.714946808510638
01-Jan-2003 04:00:00,2.64395966474565,NaN,NaN,NaN,NaN,280.501770862809,NaN,0,271.836360340762,-5.31589708177398,0,100,NaN,0.714822695035461,910.396371149829,7.01508472047863e-07,1.71001988900343e-06,0,0.714822695035461
01-Jan-2003 05:00:00,0.560973793174028,NaN,NaN,NaN,NaN,279.753248051489,NaN,0,292.468326635159,-5.39458594997296,0,97.6636726367102,NaN,0.714698581560284,910.356009034727,2.23892057630337e-05,2.3517911161008e-05,0,0.714698581560284
01-Jan-2003 06:00:00,0.966741113947366,NaN,NaN,NaN,NaN,281.203828021401,NaN,0,291.799333831428,-5.05837223874897,0,100,NaN,0.714574468085106,910.09113420246,4.11804159499525e-05,4.01218973939876e-05,1.05851855596484e-06,0.714574468085106
01-Jan-2003 07:00:00,1.08244249252509,NaN,NaN,NaN,NaN,281.475452558329,NaN,0,292.277964189892,-4.99273768432698,0,100,NaN,0.714450354609929,910.278904142583,1.36924938859693e-05,1.11156119359919e-05,2.57688194997741e-06,0.714450354609929
01-Jan-2003 08:00:00,1.5878552917372,NaN,NaN,NaN,NaN,280.370037827545,NaN,0,291.419958287583,-5.25504764414097,0,100,NaN,0.714326241134752,910.259004268982,1.84537325460496e-05,1.90868998960241e-05,0,0.714326241134752
01-Jan-2003 09:00:00,1.47285899901246,NaN,NaN,NaN,NaN,280.578481716415,NaN,0,291.633140589195,-5.205285492391,0,100,NaN,0.714202127659574,910.362481831269,3.29699366210434e-05,3.22758819829971e-05,6.94054638046282e-07,0.714202127659574
01-Jan-2003 10:00:00,1.41148748453003,NaN,NaN,NaN,NaN,280.944414747751,NaN,0,291.876844254388,-5.11860275952296,0,100,NaN,0.714078014184397,910.420995340862,3.20108328400011e-05,3.05084772909936e-05,1.50235554900746e-06,0.714078014184397
01-Jan-2003 11:00:00,1.48082218424738,NaN,NaN,NaN,NaN,281.214152564103,NaN,0,291.934286113202,-5.05533132298297,0,100,NaN,0.71395390070922,910.427601006026,2.86819015379933e-05,2.64417569910052e-05,2.24014454698817e-06,0.71395390070922
01-Jan-2003 12:00:00,1.51770735515939,NaN,NaN,NaN,NaN,281.922372917264,NaN,7.2304986218175,292.387760186186,-4.88800877779698,5.16134529280802,100,NaN,0.713829787234042,910.514804224273,3.75319323509302e-05,3.6522298265993e-05,1.00963408493726e-06,0.713829787234042
01-Jan-2003 13:00:00,1.46411890479298,NaN,NaN,NaN,NaN,282.470650217515,NaN,12.1206548411506,292.634823135641,-4.759172747886,8.65058012980204,100,NaN,0.713705673758865,910.511989516707,6.61857063320213e-05,6.42900310820096e-05,1.89567525001166e-06,0.713705673758865
