Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_out,lw_in,t,sw_in,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2011 00:00:00,3.00233333333333,3.01,NaN,NaN,0.48,293.792399172699,221.883333333333,0.384350224060669,314.311185798001,-12.64,0,89.5833333333333,-5.03759004842689,0.853885401946883,935.003424095593,0,0,0,0.853885401946883
01-Jan-2011 01:00:00,2.44216666666667,3.01,NaN,NaN,NaN,268.783781454671,180.533333333333,0.56153050672182,313.776887280248,-16.0233333333333,0,86.7,-11.3049996030118,0.713550822715558,934.857258076776,0,0,0,0.853855635937448
01-Jan-2011 02:00:00,1.93883333333333,3.01,NaN,NaN,NaN,264.819631161668,222.683333333333,1.28145467080317,163.892759406229,-17.2216666666667,0,80.65,NaN,0.662829151025166,934.747101243303,0,0,0,0.853825869928014
01-Jan-2011 03:00:00,2.586,3.01,NaN,NaN,NaN,257.442864529473,225,1.0720441227163,164.054205486186,-17.575,0,76.7,NaN,0.68445903584055,934.541723175552,0,0,0,0.85379610391858
01-Jan-2011 04:00:00,3.054,3.01,NaN,NaN,NaN,254.736901068597,206.916666666667,0.859358841778696,164.29622310866,-18.41,0,77.4333333333333,NaN,0.697705428497888,934.422714664265,0,0,0,0.853766337909145
01-Jan-2011 05:00:00,3.69333333333333,3.01,NaN,NaN,NaN,258.408048948638,200.25,0.955877283695277,164.18907707181,-19.2516666666667,0,75.2833333333333,NaN,0.700543702416636,934.354963878118,0,0,0,0.853736571899711
01-Jan-2011 06:00:00,5.38766666666667,3.01,NaN,NaN,NaN,258.390813512582,192.666666666667,0.838503964150293,166.284997185549,-18.54,0,73.7833333333333,NaN,0.703671508234339,934.132695145715,0,0,0,0.853706805890277
01-Jan-2011 07:00:00,5.93133333333333,3.00965697674419,NaN,NaN,NaN,255.66761461565,193.75,0.693381592554292,168.129759071593,-18.1216666666667,0,71.3066666666667,NaN,0.7094182603424,934.096349376373,0,0,0,0.853677039880842
01-Jan-2011 08:00:00,7.18983333333333,3.00622674418605,NaN,NaN,NaN,256.150206825233,191.15,0.715098241985522,170.386915331411,-17.8133333333333,0,74.8,NaN,0.71496182843009,933.938603725089,0,0,0,0.853647273871408
01-Jan-2011 09:00:00,6.17266666666667,3.00259069767442,NaN,NaN,NaN,256.943036883833,198.033333333333,0.798690106859704,174.999297228655,-16.53,0,70.1383333333333,NaN,0.719952616179798,933.719286037553,0,0,0,0.853617507861974
01-Jan-2011 10:00:00,6.83266666666667,NaN,NaN,NaN,NaN,262.337728369528,188.75,2.34470872113064,176.447853785847,-16.5833333333333,1.32368148914167,74.9,NaN,0.724387722059759,933.826968702066,0,0,0,0.853587741852539
01-Jan-2011 11:00:00,6.39616666666667,NaN,NaN,NaN,NaN,262.837556015167,189.966666666667,10.3547052740434,188.679679312213,-15.9016666666667,12.0965184419166,78.65,NaN,0.726024064821572,933.722417975175,0,0,0,0.853557975843105
01-Jan-2011 12:00:00,5.72083333333333,NaN,NaN,NaN,NaN,262.492847294036,197.533333333333,26.5718717683558,308.321871768356,-13.9883333333333,53.0523957256118,74.3066666666667,-12.1358752390046,0.728212056890515,933.638015879867,0,0,0,0.853528209833671
01-Jan-2011 13:00:00,5.31533333333333,NaN,NaN,NaN,NaN,259.218114443296,229.483333333333,28.2230265425715,304.409427783523,-9.119,47.6663219579455,81.2,-13.4827430038889,0.729560131670744,933.421583118221,0,0,0,0.853498443824236
01-Jan-2011 14:00:00,3.36233333333333,NaN,NaN,NaN,NaN,266.681058255774,258.433333333333,15.03964150293,301.8413478111,-6.988,18.3660806618408,82.0666666666667,-11.5688725968139,0.72998580108349,933.288224924227,0,0,0,0.853468677814802
01-Jan-2011 15:00:00,2.978,NaN,NaN,NaN,NaN,282.847897276801,250.35,5.08031713202344,304.461134091692,-7.58766666666667,4.76577042399173,83.85,-7.55480566328602,0.722801768021653,933.051502137225,0,0,0,0.853438911805368
01-Jan-2011 16:00:00,4.2095,NaN,NaN,NaN,NaN,301.703464322647,214.483333333333,0.538607376766632,309.700706652878,-7.98666666666667,0.212685280937608,86.05,-3.12899646303053,0.719430042807624,932.961245113313,0,0,0,0.853409145795933
01-Jan-2011 17:00:00,3.5985,NaN,NaN,NaN,NaN,293.016804550155,227.116666666667,0.513098931402964,309.080230954843,-6.79666666666667,0.118062736987246,88.0666666666667,-5.22256801953003,0.715740244132574,932.728248182591,0,1.93100597999774e-06,0,0.853379379786499
01-Jan-2011 18:00:00,3.841,NaN,NaN,NaN,NaN,282.296363322992,225.966666666667,0.7907618062737,307.149862116511,-6.2895,0,86.7833333333333,-7.71142961933368,0.712099006878511,932.42880759528,1.02927719530044e-05,1.00000000000477e-05,2.92771952956629e-07,0.853349613777065
01-Jan-2011 19:00:00,2.815,NaN,NaN,NaN,NaN,285.14021027232,219.4,0.827990348155807,305.253964150293,-5.163,0.0911754567390554,84.05,-7.02322135445702,0.70926594882626,932.015339493505,2.94144560940026e-05,2.8068994019975e-05,1.34546207402764e-06,0.85331984776763
01-Jan-2011 20:00:00,3.90383333333333,NaN,NaN,NaN,NaN,288.380472250948,213.833333333333,0.753705618752154,307.029214064116,-4.69133333333333,0.0923819372630128,86.1833333333333,-6.27350057727833,0.709862839287554,931.615225816305,2.92771953013471e-07,1.93100597999774e-06,0,0.853290081758196
01-Jan-2011 21:00:00,3.1865,2.951,NaN,NaN,NaN,295.309117545674,212.616666666667,0.6625301620131,306.56385729059,-3.71166666666667,0.0710099965529128,86.1666666666667,-4.61235062058107,0.711294081516907,931.066534477085,0,0,0,0.853260315748761
01-Jan-2011 22:00:00,3.43933333333333,3.01,NaN,NaN,NaN,316.146759738021,203.416666666667,0.443812478455705,310.217769734574,-3.09416666666667,0.300586004825922,90.2,-0.217490633555239,0.707651717652943,930.850874430801,0,0,0,0.853230549739327
01-Jan-2011 23:00:00,2.90483333333333,2.99756465517242,NaN,NaN,NaN,299.290503274733,211.65,0.393657359531196,307.959927611168,-2.613,0.125473974491555,88.2833333333333,-3.72235101390354,0.701237222448608,930.487711756752,9.99999999999091e-06,0,9.99999999999091e-06,0.853200783729893
02-Jan-2011 00:00:00,3.464,2.96771982758621,NaN,NaN,NaN,297.429076180627,200.1,0.79886246122027,307.839279558773,-1.81666666666667,0.312650810065494,85.8,-4.11543696044255,0.6976022771499,929.906242693386,9.99999999999091e-06,0,9.99999999999091e-06,0.853171017720458
02-Jan-2011 01:00:00,3.51916666666667,2.95031034482759,NaN,NaN,NaN,306.046794208894,208.15,0.729231299551879,307.959927611169,-0.662,0.148914167528439,86.3666666666667,-2.22649464136141,0.829665061100705,929.265455123223,0,0,0,0.853141251711024
02-Jan-2011 02:00:00,3.13483333333333,NaN,NaN,NaN,NaN,309.252585315408,206.5,0.338159255429163,308.476990692864,-0.612,0.0739400206825233,86.25,-1.48973515677138,0.943880380448821,928.75378949805,0,0,0,0.85311148570159
02-Jan-2011 03:00:00,3.62433333333333,NaN,NaN,NaN,NaN,294.378403998621,221.566666666667,0.60944501895898,306.288090313685,0.367666666666667,0.00758359186487418,83.8666666666667,-4.80692800104678,0.957653663020281,928.10975108152,0,0,0,0.853081719692156
02-Jan-2011 04:00:00,2.51033333333333,NaN,NaN,NaN,NaN,300.652102723199,183.516666666667,0.347121682178559,307.149862116512,-0.4735,0,85.25,-3.36100799919223,0.949150249563836,927.550375805311,0,0,0,0.853051953682721
