Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2013 00:00:00,7.47,2.3218,0.6882,0.321463888888889,NaN,316.69829369183,324.16,0,316.69829369183,-5.8684,-5.8684,0,100,0,0.641595866596815,895.635825736101,0,0,0,0.641595866596815
01-Jan-2013 01:00:00,6.897,2.3505,0.6595,0.292763888888889,NaN,316.69829369183,313.95,0,316.69829369183,-6.20833333333333,-6.20833333333333,0,99.8333333333334,0,0.662194890617211,896.910820791318,0.000227601847806,0.000227601847806,0,0.64167109728285
01-Jan-2013 02:00:00,5.87333333333333,2.36083333333333,0.649166666666667,0.282430555555556,NaN,316.715529127887,311.466666666667,0,316.629351947604,-6.5185,-6.5185,0,99.6166666666667,0,0.538234067674674,898.083957723626,0.000347601847806004,0.000347601847806004,0,0.641746327968885
01-Jan-2013 03:00:00,5.37616666666667,2.36266666666667,0.647333333333333,0.280597222222222,NaN,316.75,312.15,0,316.681058255774,-6.73433333333333,-6.73433333333333,0,99.5166666666667,0,0.578668273576378,899.211819917703,0.000262275976082947,0.000262275976083004,0,0.64182155865492
01-Jan-2013 04:00:00,5.32183333333333,2.3505,0.6595,0.292763888888889,NaN,316.715529127887,320.383333333333,0,316.681058255774,-6.895,-6.895,0,99.4333333333333,0,0.591952385646022,900.464063830819,0.000128361765973978,0.000128068994021021,2.92771952956625e-07,0.641896789340955
01-Jan-2013 05:00:00,4.19766666666667,2.34683333333333,0.663166666666667,0.296430555555556,NaN,316.784470872113,320.05,0,316.681058255774,-7.09,-7.09,0,99.3,0,0.596120768674984,901.315337065959,0.00022286151998901,0.000221516057915949,1.3454620730613e-06,0.64197202002699
01-Jan-2013 06:00:00,3.43866666666667,2.3465,0.6635,0.296763888888889,NaN,316.732764563943,319.333333333333,0,316.681058255774,-7.3,-7.3,0,99.15,0,0.600706168231827,902.126313995379,7.80689940210095e-05,7.97072280470275e-05,0,0.642047250713024
01-Jan-2013 07:00:00,3.31016666666667,2.346,0.664,0.297263888888889,NaN,316.75,306.083333333333,0,316.663822819717,-7.75666666666667,-7.75666666666667,0,98.8833333333333,0,0.605477260188651,902.960699727309,3.80689940210459e-05,3.80689940209891e-05,5.68460751561306e-17,0.642122481399059
01-Jan-2013 08:00:00,3.39616666666667,2.34566666666667,0.664333333333333,0.297597222222222,NaN,316.80170630817,300.316666666667,0,316.732764563943,-8.13833333333333,-8.13833333333333,0,98.6666666666667,0,0.610287027761349,903.58811976439,1.80689940209504e-05,9.99999999999091e-06,8.06899402095951e-06,0.642197712085095
01-Jan-2013 09:00:00,1.964,2.3445,0.6655,0.298763888888889,NaN,316.80170630817,290.15,0,316.594881075491,-8.445,-8.445,0,98.55,0,0.610287027761349,904.066873686814,1.02927719530044e-05,1.02927719530044e-05,0,0.642272942771129
01-Jan-2013 10:00:00,1.0065,2.34316666666667,0.666833333333333,0.300097222222222,NaN,316.75,290.716666666667,0.265598069631162,316.388055842813,-8.67166666666667,-8.67166666666667,0.645811789038262,98.4166666666667,0,0.613504016803998,904.627434644266,1.97072280469683e-05,1.80689940210073e-05,1.63823402596108e-06,0.642348173457165
01-Jan-2013 11:00:00,1.31,2.34183333333333,0.668166666666667,0.301430555555556,NaN,316.663822819717,239.15,4.88796966563254,316.302955877284,-9.31833333333333,-9.31833333333333,5.5860048259221,97.9333333333333,0,0.616076057383297,905.151519233772,9.99999999999091e-06,3.56924000499248e-06,6.43075999499843e-06,0.6424234041432
