Time,HS,HS_mod,HS_nor,HS_obs,lw_out,f,d,sw_in,lw_in,t,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2021 00:00:00,NaN,NaN,NaN,NaN,259.966699501726,8.00973291614047,NaN,0,186.12401491785,-10.6853651817575,0,80.9483618618485,920.463630364945,NaN,0.835591591586625,0,0,0,0.835591591586625
01-Jan-2021 01:00:00,NaN,NaN,NaN,NaN,244.059689797866,3.90334817229831,NaN,0,187.350582449581,-14.7300857336684,0,84.5755088483805,920.620941686637,NaN,0.835548306365917,0,0,0,0.835548306365917
01-Jan-2021 02:00:00,NaN,NaN,NaN,NaN,237.912588402509,2.762469731634,NaN,0,186.215743849474,-16.3538361765134,0,100,920.500941686638,NaN,0.835505021145209,0,0,0,0.835505021145209
01-Jan-2021 03:00:00,NaN,NaN,NaN,NaN,249.221276624275,4.99538363618248,NaN,0,188.725234036386,-13.3877507117596,0,80.7433108937984,920.137669129825,NaN,0.835461735924501,0,0,0,0.835461735924501
01-Jan-2021 04:00:00,NaN,NaN,NaN,NaN,253.091799804053,5.83447372275499,NaN,0,189.739953449079,-12.3947395763447,0,71.6152177288545,920.253228816003,NaN,0.835418450703793,0,0,0,0.835418450703793
01-Jan-2021 05:00:00,NaN,NaN,NaN,NaN,250.446281094597,4.13593016354027,NaN,0,191.132508468263,-13.061565406871,0,71.0150959877859,919.917669129825,NaN,0.835375165483085,0,0,0,0.835375165483085
01-Jan-2021 06:00:00,NaN,NaN,NaN,NaN,250.675093380649,4.73073698491052,NaN,0,191.488298868657,-13.0012544313034,0,63.5375756827983,919.816501372816,NaN,0.835331880262377,0,0,0,0.835331880262377
01-Jan-2021 07:00:00,NaN,NaN,NaN,NaN,252.583816145592,4.04724003287653,NaN,0,200.936912749623,-12.4668500150067,0,63.7470104346783,919.728788502181,NaN,0.835288595041669,0,0,0,0.835288595041669
01-Jan-2021 08:00:00,NaN,NaN,NaN,NaN,255.706760078726,4.16947621231864,NaN,0,204.113568691614,-11.6613041615012,0,58.8022285742471,919.376501372815,NaN,0.835245309820961,0,0,0,0.835245309820961
01-Jan-2021 09:00:00,NaN,NaN,NaN,NaN,261.807581785949,4.81112592330744,NaN,0,213.122773952778,-10.0949103977719,0,52.3975380664798,919.03708525132,NaN,0.835202024600253,0,0,0,0.835202024600253
01-Jan-2021 10:00:00,NaN,NaN,NaN,NaN,262.054164265946,3.43565648543615,NaN,0,218.91715283916,-10.0053654397489,0,47.8294341241286,919.045515945369,NaN,0.835158739379546,0,0,0,0.835158739379546
01-Jan-2021 11:00:00,NaN,NaN,NaN,NaN,262.910550589569,3.59578259730154,NaN,0,221.299288860819,-9.78243065330597,0,48.5964829895752,918.962243388556,NaN,0.835115454158838,0,0,0,0.835115454158838
01-Jan-2021 12:00:00,NaN,NaN,NaN,NaN,264.039707254188,3.72998298771706,NaN,11.312771547475,219.432694100377,-9.513937715445,9.44698067285151,46.3738240049803,918.698386953239,NaN,0.83507216893813,0,0,0,0.83507216893813
01-Jan-2021 13:00:00,NaN,NaN,NaN,NaN,265.674003133521,4.27570954560342,NaN,21.8698784072835,218.910712401345,-9.11612273561645,18.2619801534697,54.9186401766813,918.554530517922,NaN,0.835028883717422,0,0,0,0.835028883717422
01-Jan-2021 14:00:00,NaN,NaN,NaN,NaN,267.094866459097,4.23340599852424,NaN,15.607689880959,220.0473641043,-8.76397172495753,13.0321962764037,56.5848428579167,918.315114396427,NaN,0.834985598496714,0,0,0,0.834985598496714
01-Jan-2021 15:00:00,NaN,NaN,NaN,NaN,268.813898180687,4.23034548679272,NaN,0,222.873311566146,-8.33276442802589,0,55.8639921762198,918.075114396427,NaN,0.834942313276006,0,0,0,0.834942313276006
01-Jan-2021 16:00:00,NaN,NaN,NaN,NaN,268.998374468308,3.88813287616989,NaN,0,224.49792951795,-8.28021598582245,0,59.6118125891172,918.215114396427,NaN,0.834899028055298,0,0,0,0.834899028055298
01-Jan-2021 17:00:00,NaN,NaN,NaN,NaN,272.755161115931,3.91752603885542,NaN,0,227.038170750626,-7.3630900645197,0,56.4452242953359,917.935698274931,NaN,0.83485574283459,0,0,0,0.83485574283459
01-Jan-2021 18:00:00,NaN,NaN,NaN,NaN,265.109035766066,2.90695072035054,NaN,0,216.529575048731,-9.26598478437434,0,86.2463067477941,917.147170811575,NaN,0.834812457613882,0,0,0,0.834812457613882
01-Jan-2021 19:00:00,NaN,NaN,NaN,NaN,271.760982006093,4.58683844336486,NaN,0,216.535258288225,-7.65212523594127,0,71.5202820968056,917.107985404297,NaN,0.834769172393174,0,0,0,0.834769172393174
01-Jan-2021 20:00:00,NaN,NaN,NaN,NaN,271.037721121887,4.22673285672876,NaN,0,218.36245779733,-7.81737122897776,0,75.1287043129011,917.30412896898,NaN,0.834725887172466,0,0,0,0.834725887172466
01-Jan-2021 21:00:00,NaN,NaN,NaN,NaN,271.609796069915,3.56780376662618,NaN,0,228.900471621214,-7.62902069971136,0,80.8854892319515,917.725649890278,NaN,0.834682601951758,0,0,0,0.834682601951758
01-Jan-2021 22:00:00,NaN,NaN,NaN,NaN,277.272768016439,4.32182728166794,NaN,0,230.208623502177,-6.27210492155055,0,72.3939456247612,917.411841839614,NaN,0.834639316731051,0,0,0,0.834639316731051
