Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2004 00:00:00,0,2.34,2.34,0.2,NaN,316.716766367564,28.8383333333333,0,315.503738783649,-10.5216666666667,-10.5883333333333,0,95.0166666666667,0,0.454972951103136,908.574063441383,0,0,0,0.454972951103136
01-Jan-2004 01:00:00,0,2.34319444444444,2.34319444444444,0.203194444444444,NaN,316.766616816218,28.6416666666667,0,315.475915277423,-11.18,-11.2416666666667,0,94.4666666666667,0,0.900624387108928,909.638086682153,0.000103045333615967,0.000103278912494005,0,0.455114116491438
01-Jan-2004 02:00:00,0,2.35086111111111,2.35086111111111,0.210861111111111,NaN,316.66691591891,28.4566666666667,0,315.212364843454,-11.5266666666667,-11.575,0,94.1666666666667,0,0.773621457925612,910.645587915747,7.9733684483017e-05,7.98161940959972e-05,0,0.45525528187974
01-Jan-2004 03:00:00,0,2.35788888888889,2.35788888888889,0.217888888888889,NaN,316.766616816218,28.2816666666667,0,260.398094778329,-11.8733333333333,-11.9083333333333,0,93.8333333333333,NaN,0.798043081137064,911.525433739563,7.48760921740086e-05,7.43348844769969e-05,5.4120769701171e-07,0.455396447268043
01-Jan-2004 04:00:00,0,2.366125,2.366125,0.226125,NaN,316.75,28.1033333333333,0,259.124878233095,-11.9583333333333,-11.9883333333333,0,93.8,NaN,0.833663731208621,912.357210734718,0.000100084150288012,9.92697470130111e-05,8.14403275001035e-07,0.455537612656345
01-Jan-2004 05:00:00,0,2.373625,2.373625,0.233625,NaN,316.799850448654,27.9833333333333,0,257.301081211285,-12.29,-12.3183333333333,0,93.4833333333333,NaN,0.852826807975297,913.43184860772,7.76491700090105e-05,7.79724188499813e-05,0,0.455678778044647
01-Jan-2004 06:00:00,0,2.3175,2.3175,0.1775,NaN,316.783233632436,27.88,0,256.246425857196,-12.1816666666667,-12.185,0,93.6333333333333,NaN,0.858041164186565,913.83210076811,5.17957579940003e-05,5.17970781360191e-05,0,0.455819943432949
01-Jan-2004 07:00:00,0,2.27566666666667,2.27566666666667,0.135666666666666,NaN,316.700149551346,27.78,0,254.735975043019,-12.1316666666667,-12.11,0,93.6833333333333,NaN,0.871850101025505,914.190054743036,4.22256074899678e-05,4.20363914349764e-05,1.89216054991451e-07,0.455961108821252
01-Jan-2004 08:00:00,0,2.3145,2.3145,0.1745,NaN,316.58383183782,27.6533333333333,0,312.612412761715,-11.9583333333333,-11.9483333333333,0,93.8,0,0.885379470431509,914.556323533974,3.41451573149811e-05,3.44163894069993e-05,0,0.456102274209554
01-Jan-2004 09:00:00,0,2.335,2.335,0.195,NaN,316.58383183782,27.5466666666667,0,311.28781512605,-12.16,-12.1683333333333,0,93.5666666666667,0,0.893330990804871,914.550081143553,2.36992907440481e-05,2.38468023020175e-05,0,0.456243439597856
01-Jan-2004 10:00:00,0,2.3586,2.3586,0.2186,NaN,316.151794616152,37.9433333333333,0.143735460285809,307.664162275079,-12.47,-12.425,0.89514788966434,93.3,0,0.901078268673904,915.179091727909,1.12300992919927e-05,1.21304613969926e-05,0,0.456384604986158
01-Jan-2004 11:00:00,0,2.3646,2.3646,0.2246,NaN,314.107926221336,57.345,4.77434363575939,299.377118644067,-12.6483333333333,-12.6,5.67015619807245,93.1333333333333,-0.300107179849353,0.908118554518823,916.167065449986,0,4.26943074000974e-06,0,0.456525770374461
01-Jan-2004 12:00:00,0,2.3718,2.3718,0.2318,NaN,309.255815885676,27.28,25.074775672981,263.061066799601,-13.6016666666667,-13.4333333333333,20.4469923562645,91.8166666666667,-1.07792694094515,0.911215348923849,916.547587244936,0,0,0,0.456666935762763
01-Jan-2004 13:00:00,0,2.37066666666667,2.37066666666667,0.230666666666667,NaN,307.411349285477,58.9266666666667,37.1684945164506,234.546610169491,-13.6033333333333,-13.3833333333333,24.9451645064806,92.1166666666667,-1.3016522359345,0.918910004313298,917.234156212309,0,0,0,0.456808101151065
01-Jan-2004 14:00:00,0,2.36883333333333,2.36883333333333,0.228833333333334,NaN,304.769275506813,47.2283333333333,10.9757394483217,234.779245596544,-13.88,-13.56,10.3993020937188,92.1,-1.90410116218983,0.927629631509063,917.582565123305,0,0,0,0.456949266539367
