Time,f,d,t,t2,rh,ps,sw_in,sw_out,lw_in,lw_out,HS,HS2,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2021 00:00:00,5.00443336206224,NaN,-17.8388918843781,NaN,86.2142757733491,840.566233248057,0,0,167.667216681415,232.742301026113,NaN,NaN,NaN,0.887849559082541,0,0,0,0.887849559082541
01-Jan-2021 01:00:00,6.44570650105781,NaN,-15.6867228518969,NaN,78.464685721109,840.553826558114,0,0,167.612638461008,240.805380364913,NaN,NaN,NaN,0.887841393463645,0,0,0,0.887841393463645
01-Jan-2021 02:00:00,4.6713658982753,NaN,-17.8823126637453,NaN,56.6502533842599,840.621419868171,0,0,169.091693305206,232.553241245053,NaN,NaN,NaN,0.887833227844748,0,0,0,0.887833227844748
01-Jan-2021 03:00:00,5.0844327008302,NaN,-16.9133695922426,NaN,51.3058862049216,840.441419868171,0,0,171.36511757974,236.11046256916,NaN,NaN,NaN,0.887825062225852,0,0,0,0.887825062225852
01-Jan-2021 04:00:00,6.28646858622321,NaN,-15.2390751530557,NaN,47.8410614475321,840.59074242809,0,0,173.122262961837,242.397675049593,NaN,NaN,NaN,0.887816896606956,0,0,0,0.887816896606956
01-Jan-2021 05:00:00,6.81703801531694,NaN,-12.9611099051385,NaN,45.8944869962426,840.434198668871,0,0,177.880923894275,251.10437163449,NaN,NaN,NaN,0.88780873098806,0,0,0,0.88780873098806
01-Jan-2021 06:00:00,5.23247535588028,NaN,-15.8604961684209,NaN,50.8832911389043,840.421721809082,0,0,181.722114914276,239.864686887876,NaN,NaN,NaN,0.887800565369164,0,0,0,0.887800565369164
01-Jan-2021 07:00:00,5.95007846279077,NaN,-13.5581091303137,NaN,46.4126729355837,840.431044369,0,0,191.830050286741,248.496149688041,NaN,NaN,NaN,0.887792399750268,0,0,0,0.887792399750268
01-Jan-2021 08:00:00,6.39847441553063,NaN,-11.8424347352283,NaN,43.2742400752063,840.332994759163,0,0,198.191398390074,255.106138116519,NaN,NaN,NaN,0.887784234131372,0,0,0,0.887784234131372
01-Jan-2021 09:00:00,5.7614162471989,NaN,-12.2192439758776,NaN,41.1732088517773,840.144199798342,0,0,202.477028959738,253.529324304801,NaN,NaN,NaN,0.887776068512475,0,0,0,0.887776068512475
01-Jan-2021 10:00:00,5.20086296771787,NaN,-12.6455797719632,NaN,43.2112762817618,840.291420997643,0,0,206.534238274329,251.768864975065,NaN,NaN,NaN,0.887767902893579,0,0,0,0.887767902893579
01-Jan-2021 11:00:00,6.45051459562434,NaN,-9.67329011865286,NaN,48.4272436187683,840.194505127667,0,0,211.51634164494,263.549626228563,NaN,NaN,NaN,0.887759737274683,0,0,0,0.887759737274683
01-Jan-2021 12:00:00,5.56541051557667,NaN,-9.94737354910283,NaN,47.1760416355672,840.019843847708,14.0578873446672,12.4799115843883,216.424415733368,262.338962551174,NaN,NaN,NaN,0.887751571655787,0,0,0,0.887751571655787
01-Jan-2021 13:00:00,6.20287089285289,NaN,-8.75405637541928,NaN,53.2234979290349,839.825707907903,25.5622629618369,22.6927303877518,210.974368250346,267.317056627313,NaN,NaN,NaN,0.887743406036891,0,0,0,0.887743406036891
01-Jan-2021 14:00:00,5.50752072379217,NaN,-9.71224918472187,NaN,62.6427991876384,839.739843847707,19.0572834628461,16.9178221166036,213.389085731492,263.353825006189,NaN,NaN,NaN,0.887735240417995,0,0,0,0.887735240417995
01-Jan-2021 15:00:00,5.28964517799708,NaN,-9.34440276900025,NaN,68.0363972137497,839.679843847708,0.263762699577008,0.234149289736611,220.867556129593,264.702143132525,NaN,NaN,NaN,0.887727074799099,0,0,0,0.887727074799099
01-Jan-2021 16:00:00,4.74230457388611,NaN,-10.3079168246073,NaN,74.6204658780726,839.789691747781,0,0,217.721452548888,260.854863378711,NaN,NaN,NaN,0.887718909180202,0,0,0,0.887718909180202
01-Jan-2021 17:00:00,4.28366664216888,NaN,-10.6584923123277,NaN,81.9015126380255,839.720894528017,0,0,216.888350397839,259.45942236467,NaN,NaN,NaN,0.887710743561306,0,0,0,0.887710743561306
01-Jan-2021 18:00:00,6.9426148303191,NaN,-7.52015105734482,NaN,81.4776397969882,839.007962497919,0,0,207.668638684054,272.487684533915,NaN,NaN,NaN,0.88770257794241,0,0,0,0.88770257794241
