Time,HS,HS_mod,HS_nor,HS_obs,lw_out,f,sw_in,lw_in,d,t,sw_out,rh,ps,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2019 00:00:00,NaN,NaN,NaN,NaN,226.736433494301,9.27840748726442,0,142.512407812578,NaN,-19.617062036347,0,94.6513360102107,849.372031997281,NaN,0.884490723241727,0,0,0,0.884490723241727
01-Jan-2019 01:00:00,NaN,NaN,NaN,NaN,227.619524865309,7.96981667758345,0,144.174674214182,NaN,-19.364461774874,0,80.8785537089164,850.212164729929,NaN,0.884480300340679,0,0,0,0.884480300340679
01-Jan-2019 02:00:00,NaN,NaN,NaN,NaN,226.384967218569,5.92399707734742,0,145.496964323442,NaN,-19.697652393412,0,72.3990673423746,851.197318325972,NaN,0.884469877439632,0,0,0,0.884469877439632
01-Jan-2019 03:00:00,NaN,NaN,NaN,NaN,230.158906467525,6.10303724992064,0,147.332612316916,NaN,-18.651120928045,0,58.0251713118216,851.721669305503,NaN,0.884459454538585,0,0,0,0.884459454538585
01-Jan-2019 04:00:00,NaN,NaN,NaN,NaN,233.043780827625,5.70239733079037,0,150.091428387788,NaN,-17.852420038268,0,51.4512808604872,852.432266242806,NaN,0.884449031637538,0,0,0,0.884449031637538
01-Jan-2019 05:00:00,NaN,NaN,NaN,NaN,233.374033028566,2.5742174040176,0,150.748752989122,NaN,-17.759619044883,0,47.456744732119,853.596240757658,NaN,0.88443860873649,0,0,0,0.88443860873649
01-Jan-2019 06:00:00,NaN,NaN,NaN,NaN,237.240108566813,3.18165752426109,0,161.309478644386,NaN,-16.66541375443,0,43.9136214089409,853.876240757658,NaN,0.884428185835443,0,0,0,0.884428185835443
01-Jan-2019 07:00:00,NaN,NaN,NaN,NaN,239.653906705293,3.26116308739339,0,164.873934234791,NaN,-16.005309588099,0,42.9423965650365,854.01878715238,NaN,0.884417762934396,0,0,0,0.884417762934396
01-Jan-2019 08:00:00,NaN,NaN,NaN,NaN,245.578963969257,5.122110900794,0,164.770253605043,NaN,-14.452185753516,0,42.5648622362102,854.360505017727,NaN,0.884407340033349,0,0,0,0.884407340033349
01-Jan-2019 09:00:00,NaN,NaN,NaN,NaN,241.892914832727,6.77262382637544,0,163.252887836378,NaN,-15.423413540573,0,74.9688298028915,854.512367755683,NaN,0.884396917132302,0,0,0,0.884396917132302
01-Jan-2019 10:00:00,NaN,NaN,NaN,NaN,248.51643957244,7.24215077368622,0,258.529688945182,NaN,-13.210497261409,0,99.3629060731427,855.234187133908,NaN,0.884386494231254,0,0,0,0.884386494231254
01-Jan-2019 11:00:00,NaN,NaN,NaN,NaN,253.819517527573,8.16108879932233,0,262.240649350639,NaN,-11.843855807923,0,99.1496037545222,855.90423049364,NaN,0.884376071330207,2.99485277098483e-05,0,2.99485277098483e-05,0.884376071330207
01-Jan-2019 12:00:00,NaN,NaN,NaN,NaN,262.647948660758,12.0106584603323,8.91785901913323,272.793336790521,NaN,-9.59366176304195,7.88664817405559,98.6792750113751,856.184332006517,NaN,0.88436564842916,7.78808593699978e-05,0,7.78808593699978e-05,0.88436564842916
01-Jan-2019 13:00:00,NaN,NaN,NaN,NaN,265.553167234358,11.9795200901371,13.6275818328188,275.841320587515,NaN,-8.86769999076398,12.0516232051653,98.7436784504939,856.132469268561,NaN,0.884355225528113,7.91068903201904e-05,0,7.91068903201904e-05,0.884355225528113
01-Jan-2019 14:00:00,NaN,NaN,NaN,NaN,265.073008986982,11.920521068092,9.39612906291295,275.535924838118,NaN,-8.98630227393397,8.30941790160019,98.804768368996,855.944870790674,NaN,0.884344802627066,6.14445974499631e-05,0,6.14445974499631e-05,0.884344802627066
01-Jan-2019 15:00:00,NaN,NaN,NaN,NaN,261.250911836952,11.9505571997594,0,270.482245581451,NaN,-9.94907470100196,0,98.9763554605566,855.687518698272,NaN,0.884334379726018,4.18053128498741e-05,0,4.18053128498741e-05,0.884334379726018
01-Jan-2019 16:00:00,NaN,NaN,NaN,NaN,252.008130664875,9.54678386836591,0,243.342674572514,NaN,-12.397687034333,0,100,855.710212619056,NaN,0.884323956824971,0,0,0,0.884323956824971
01-Jan-2019 17:00:00,NaN,NaN,NaN,NaN,251.876594201635,11.3626006797549,0,239.510064314416,NaN,-12.450535877887,0,100,855.468596266586,NaN,0.884313533923924,0,0,0,0.884313533923924
01-Jan-2019 18:00:00,NaN,NaN,NaN,NaN,262.049297827355,12.8516668887263,0,271.063745473892,NaN,-9.74942525281898,0,98.9263321935631,855.245902345802,NaN,0.884303111022877,0,0,0,0.884303111022877
01-Jan-2019 19:00:00,NaN,NaN,NaN,NaN,264.917659798598,13.0517932918237,0,274.436970972908,NaN,-9.02959313201995,0,98.9522734800656,855.352962039533,NaN,0.884292688121829,4.35198405011761e-06,0,4.35198405011761e-06,0.884292688121829
01-Jan-2019 20:00:00,NaN,NaN,NaN,NaN,267.142535399442,11.3542019794695,0,277.332131806656,NaN,-8.47392110495997,0,98.9772498484155,855.527518698272,NaN,0.884282265220782,3.71729046898963e-05,0,3.71729046898963e-05,0.884282265220782
01-Jan-2019 21:00:00,NaN,NaN,NaN,NaN,269.881290938959,11.4468975477305,0,280.695969444795,NaN,-7.79563897030698,0,99.0025454573148,855.296194744473,NaN,0.884271842319735,5.41747117899831e-05,0,5.41747117899831e-05,0.884271842319735
01-Jan-2019 22:00:00,NaN,NaN,NaN,NaN,271.512646225991,11.4497105697899,0,282.211267208278,NaN,-7.39641674324196,0,99.0294441167551,855.161536572856,NaN,0.884261419418688,5.08086388299489e-05,0,5.08086388299489e-05,0.884261419418688
01-Jan-2019 23:00:00,NaN,NaN,NaN,NaN,275.347828378676,12.697695775296,0,286.060857752219,NaN,-6.463537243573,0,99.0799654269239,855.067518698273,NaN,0.88425099651764,9.6780103410083e-05,0,9.6780103410083e-05,0.88425099651764
02-Jan-2019 00:00:00,NaN,NaN,NaN,NaN,277.302269901956,12.942811783584,0,288.003793146474,NaN,-5.99196425083295,0,99.123488398885,854.981638085733,NaN,0.884240573616593,8.82096346099388e-05,0,8.82096346099388e-05,0.884240573616593
02-Jan-2019 01:00:00,NaN,NaN,NaN,NaN,279.253389623189,12.6863504444954,0,289.914422950743,NaN,-5.523806635651,0,99.1894547295747,854.869775347777,NaN,0.884230150715546,5.84716796900011e-05,0,5.84716796900011e-05,0.884230150715546
02-Jan-2019 02:00:00,NaN,NaN,NaN,NaN,283.944569083301,13.2462065898774,0,294.129439390216,NaN,-4.40989292739897,0,99.3281128994117,854.78217686989,NaN,0.884219727814499,5.70068359299967e-05,0,5.70068359299967e-05,0.884219727814499
02-Jan-2019 03:00:00,NaN,NaN,NaN,NaN,290.543667813704,14.8886699076586,0,301.695351782192,NaN,-2.85855892343795,0,99.4746473530186,854.334578392003,NaN,0.884209304913452,9.97747589901792e-05,0,9.97747589901792e-05,0.884209304913452
02-Jan-2019 04:00:00,NaN,NaN,NaN,NaN,292.917453673258,15.0923307154677,0,304.570835616604,NaN,-2.30630227393397,0,99.5738880742494,854.066441129959,NaN,0.884198882012404,0.000117919921880002,0,0.000117919921880002,0.884198882012404
02-Jan-2019 05:00:00,NaN,NaN,NaN,NaN,293.512045305719,14.8935796560583,0,305.75615103245,NaN,-2.16639639010396,0,99.5477860889884,853.786979914116,NaN,0.884188459111357,0.00012243431596994,0,0.00012243431596994,0.884188459111357
02-Jan-2019 06:00:00,NaN,NaN,NaN,NaN,293.308405221815,14.1282374167468,0,305.161096149405,NaN,-2.21514354588197,0,99.5900936426193,853.486979914116,NaN,0.88417803621031,6.39792368299368e-05,0,6.39792368299368e-05,0.88417803621031
02-Jan-2019 07:00:00,NaN,NaN,NaN,NaN,292.689777221183,13.5691538088759,0,304.865070911096,NaN,-2.35654126271197,0,99.5562829998119,853.487518698272,NaN,0.884167613309263,6.4424112810002e-05,0,6.4424112810002e-05,0.884167613309263
02-Jan-2019 08:00:00,NaN,NaN,NaN,NaN,294.956791960341,12.8756863576359,0,306.088819542663,NaN,-1.83882831551699,0,99.6340628926917,853.256194744473,NaN,0.884157190408215,2.84299288100556e-05,0,2.84299288100556e-05,0.884157190408215
02-Jan-2019 09:00:00,NaN,NaN,NaN,NaN,294.640661505034,13.6131784637412,0,306.502804939252,NaN,-1.90820837162096,0,99.621900602816,852.99673352863,NaN,0.884146767507168,7.81450814699838e-05,0,7.81450814699838e-05,0.884146767507168
02-Jan-2019 10:00:00,NaN,NaN,NaN,NaN,291.967579329635,13.5515095069436,0,303.748493368,NaN,-2.52539258482096,0,99.5486416194381,852.648057482429,NaN,0.884136344606121,5.94056047000322e-05,0,5.94056047000322e-05,0.884136344606121
02-Jan-2019 11:00:00,NaN,NaN,NaN,NaN,290.120130083309,13.5549747627061,0,301.772228619147,NaN,-2.954759684495,0,99.5201476441281,852.238842652072,NaN,0.884125921705074,5.517578125e-05,0,5.517578125e-05,0.884125921705074
02-Jan-2019 12:00:00,NaN,NaN,NaN,NaN,287.070858533274,12.833225927193,11.8578885903969,297.466029180384,NaN,-3.67275498019995,10.4837430858613,99.4540628213749,852.111244174185,NaN,0.884115498804027,4.7104621769904e-05,0,4.7104621769904e-05,0.884115498804027
02-Jan-2019 13:00:00,NaN,NaN,NaN,NaN,285.176812391695,12.253723094605,20.6572199424604,295.088179417864,NaN,-4.120269392078,18.2631530051735,99.4592340180453,851.794578392003,NaN,0.884105075902979,3.7779962899549e-06,0,3.7779962899549e-06,0.884105075902979
02-Jan-2019 14:00:00,NaN,NaN,NaN,NaN,285.708548472415,11.7310772237609,15.1662271043845,296.370156602699,NaN,-3.99157299273895,13.4083802891993,99.5105578532177,851.454578392003,NaN,0.884094653001932,3.67929488600112e-05,0,3.67929488600112e-05,0.884094653001932
02-Jan-2019 15:00:00,NaN,NaN,NaN,NaN,286.140232346463,10.7227417645194,0.0552302408723198,297.111132962565,NaN,-3.88860967987699,0.0488281849798913,99.5757972340835,851.017373825664,NaN,0.884084230100885,4.00024625901096e-05,0,4.00024625901096e-05,0.884084230100885
02-Jan-2019 16:00:00,NaN,NaN,NaN,NaN,281.273237366965,9.51261813026274,0,289.361464596699,NaN,-5.053550200004,0,99.5970364876997,850.690852916091,NaN,0.884073807199838,1.07411059000242e-05,0,1.07411059000242e-05,0.884073807199838
02-Jan-2019 17:00:00,NaN,NaN,NaN,NaN,281.998233639882,9.13194292789522,0,291.339254438945,NaN,-4.87521730891297,0,99.660621278995,850.204332006517,NaN,0.88406338429879,0,0,0,0.88406338429879
