Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2013 00:00:00,13.986902526213,NaN,NaN,NaN,NaN,258.615634048827,NaN,0,240.915788964574,-10.748899425094,NaN,0,90.6767318586775,NaN,0.810542731641189,817.224599168874,0,0,0,0.810542731641189
01-Jan-2013 01:00:00,12.9376054913076,NaN,NaN,NaN,NaN,258.004564798706,NaN,0,241.24402833283,-10.899562728721,NaN,0,91.5039608190359,NaN,0.810610607249679,818.270482227851,0.000420393911549809,0.000413923758409965,6.47015313984408e-06,0.810610607249679
01-Jan-2013 02:00:00,10.7097764279947,NaN,NaN,NaN,NaN,256.285557721763,NaN,0,232.096853759765,-11.375295815198,NaN,0,92.8684597239685,NaN,0.81067848285817,819.389203041792,0.000519222227060027,0.000525692380199871,0,0.81067848285817
01-Jan-2013 03:00:00,9.33171626210262,NaN,NaN,NaN,NaN,254.921651189285,NaN,0,258.680666569807,-11.584279053484,NaN,0,96.9217898434357,NaN,0.810746358466661,820.3035094822,0.000255466347850188,0.000249265586799993,6.20076105019507e-06,0.810746358466661
01-Jan-2013 04:00:00,9.56204690528972,NaN,NaN,NaN,NaN,255.452134172038,NaN,0,261.132069894836,-11.438703796047,NaN,0,99.3215094825917,NaN,0.810814234075151,821.223041104275,7.05387841599077e-05,7.02693920800357e-05,2.69392079871981e-07,0.810814234075151
01-Jan-2013 05:00:00,9.81587951711063,NaN,NaN,NaN,NaN,254.792375364085,NaN,0,253.972566748159,-11.640472417833,NaN,0,99.7615296083732,NaN,0.810882109683642,822.04966984785,3.99999999999636e-05,4.29403062701112e-05,0,0.810882109683642
01-Jan-2013 06:00:00,7.36701760962018,NaN,NaN,NaN,NaN,254.374638188718,NaN,0,256.154920273783,-11.734635165025,NaN,0,100,NaN,0.810949985292133,822.75543692032,6.47015313006705e-06,1.35298468599103e-05,0,0.810949985292133
01-Jan-2013 07:00:00,5.47547670083428,NaN,NaN,NaN,NaN,253.702866181355,NaN,0,260.941157192659,-11.879832120799,NaN,0,100,NaN,0.811017860900623,823.541664433962,0,3.52984687015123e-06,0,0.811017860900623
01-Jan-2013 08:00:00,5.36461716859916,NaN,NaN,NaN,NaN,252.553517701507,NaN,0,258.056921100068,-12.184861197372,NaN,0,100,NaN,0.811085736509114,823.961029436023,0,0,0,0.811085736509114
01-Jan-2013 09:00:00,3.62495353409324,NaN,NaN,NaN,NaN,250.638170083496,NaN,0,253.687118060465,-12.693346357779,NaN,0,100,NaN,0.811153612117605,824.332215715455,0,0,0,0.811153612117605
01-Jan-2013 10:00:00,2.92588313337621,NaN,NaN,NaN,NaN,244.915681318728,NaN,0,241.608109862861,-14.225495934682,NaN,0,100,NaN,0.811221487726095,824.736860969265,0,0,0,0.811221487726095
