Time,f,d,t,t2,rh,ps,sw_in,sw_out,lw_in,lw_out,HS,HS2,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
16-Oct-2022 18:00:00,11.7133333333333,23.725,-4.78466666666667,-4.83183333333333,99.6,836.070866666667,0.280364248333333,0.316115346666667,291.594683333333,293.573633333333,202.366666666667,0,-4.88987712205645,0.818782183644728,0,0.000144809977635495,0,0.818782183644728
16-Oct-2022 19:00:00,11.1616666666667,25.1383333333333,-4.832,-4.85383333333333,99.6,837.244033333333,0.0014934545,0,284.41635,292.970433333333,204.983333333333,0,-4.98151593035901,0.819248952704241,0.000232330075243962,0.000227554895980413,4.77517926354882e-06,0.819248952704241
16-Oct-2022 20:00:00,11.7466666666667,19.1966666666667,-4.646,-4.72766666666667,99.6,838.28645,0.0233519,0.0847647183333333,288.13545,293.959766666667,204.083333333333,0,-4.77465229071179,0.819715721763754,0,0,0,0.819715721763754
16-Oct-2022 21:00:00,11.5133333333333,19.595,-4.78833333333333,-4.7705,99.5833333333333,839.083733333333,0,0.0201374416666667,278.50435,293.126016666667,203.55,0,-4.9035825315661,0.820182490823267,5.00000000001819e-05,4.76772228195698e-05,2.32277718061205e-06,0.820182490823267
16-Oct-2022 22:00:00,10.5783333333333,30.82,-5.03483333333333,-5.08616666666667,99.6,839.456316666667,0.107672266666667,0.473791283333333,275.7212,291.590583333333,207.283333333333,0,-5.24576545343054,0.94306957133117,0,0,0,0.82064925988278
16-Oct-2022 23:00:00,8.5315,31.5,-5.03683333333333,-4.95183333333333,99.6,840.362633333333,0.0604211566666667,0,290.543116666667,292.701833333333,206.983333333333,0,-5.08798768710497,0.838948123534273,0.000120296625528614,0.000146716617089956,0,0.821116028942294
17-Oct-2022 00:00:00,7.3875,34.79,-5.56533333333333,-5.36383333333333,99.6666666666667,840.7339,0.0472514333333333,0.0404345666666667,284.621916666667,290.1791,208.483333333333,0,-5.64313678795242,0.744694468951021,0,0,0,0.821582798001807
17-Oct-2022 01:00:00,6.36666666666667,30.5133333333333,-5.88733333333333,-5.5345,99.7,840.834666666667,0,0.03325423,283.2752,288.753883333333,207.8,0,-5.97276859026486,0.704946847452435,0,0,0,0.822049567061319
17-Oct-2022 02:00:00,3.46783333333333,39.11,-5.936,-5.69716666666667,99.7,841.352916666667,0.03123049,0.150971466666667,286.82655,288.680866666667,207.7,0,-6.01531844279953,0.686287471008041,0,0,0,0.822516336120833
17-Oct-2022 03:00:00,4.81316666666667,27.68,-5.916,-5.70366666666667,99.7,841.549983333333,0,0.189221751666667,285.063866666667,288.77245,207.733333333333,0,-5.98087683140457,0.678656423281971,0,0,0,0.822983105180346
17-Oct-2022 04:00:00,4.19383333333333,33.2483333333333,-5.87916666666667,-5.72233333333333,99.7,841.752366666667,0,0.195310566666667,287.131166666667,289.0336,208.016666666667,0,-5.93341903490626,0.667458610328323,0,0,0,0.823449874239859
17-Oct-2022 05:00:00,3.64533333333333,38.7333333333333,-6.11183333333333,-5.81816666666667,99.7,842.0354,0,0.0384063916666667,285.82125,288.070116666667,207.933333333333,0,-6.15391233037522,0.663032815145157,0,0,0,0.823916643299372
17-Oct-2022 06:00:00,2.9975,38.7833333333333,-6.44916666666667,-6.17783333333333,99.7,842.611716666667,0.00719659,0.108037501666667,284.603966666667,286.63915,207.916666666667,0,-6.48752111064428,0.661385537247809,0,0,0,0.824383412358885
17-Oct-2022 07:00:00,2.17516666666667,39.2866666666667,-7.1425,-6.51283333333333,99.7,843.135366666667,0.0305515666666667,0.577188791666667,278.101333333333,283.760283333333,208.233333333333,0,-7.13470086428436,0.661305681611565,0,0,0,0.824850181418398
17-Oct-2022 08:00:00,0.608833333333333,39.31,-8.20416666666667,-7.6335,99.7,843.288033333333,56.8668631666667,38.5740428333333,267.483566666667,278.022216666667,208.6,0,-8.45172298132208,0.66130628510081,0,0,0,0.825316950477911
17-Oct-2022 09:00:00,0.183333333333333,19.7433333333333,-8.21233333333333,-7.9355,99.45,843.8414,204.03275,107.002381666667,261.602933333333,276.873066666667,209.083333333333,0,-8.69050215213771,0.661263925455436,0,0,0,0.825783719537424
17-Oct-2022 10:00:00,0,0,-6.17866666666667,-6.60683333333333,99.2166666666667,844.02115,255.654566666667,134.727286666667,257.330983333333,284.284066666667,209.35,0,-6.85748456757649,0.661251620337598,0,0,0,0.826250488596937
17-Oct-2022 11:00:00,0,0,-7.12366666666667,-7.467,98.7666666666667,844.311633333333,317.45515,178.672766666667,243.982366666667,278.572416666667,209.366666666667,0,-8.15280214647993,0.661005597125455,0,0,0,0.82671725765645
17-Oct-2022 12:00:00,0,0,-7.46833333333333,-8.706,98.55,844.750716666667,297.57755,205.63525,229.694566666667,268.194933333333,208.816666666667,0,-10.6088231015748,0.661030004454952,0,0,0,0.827184026715963
17-Oct-2022 13:00:00,0,0,-7.52316666666667,-7.88033333333333,98.5,844.975016666667,267.59665,213.400583333333,216.2718,265.459716666667,208.183333333333,0,-11.1966999718646,0.661024382023488,0,0,0,0.827650795775476
17-Oct-2022 14:00:00,0,0,-7.7,-8.34,98.6,844.8873,237.0416,202.3256,206.8695,266.4991,207.9,0,-10.8629006836648,0.661004059130539,0,0,0,0.828117564834989
17-Oct-2022 15:00:00,6.04899652974564,NaN,-9.23614865575073,NaN,100,842.087809268521,179.388084535256,148.638156533256,201.105522003086,265.539394597797,NaN,NaN,NaN,0.828584333894502,0,0,0,0.828584333894502
17-Oct-2022 16:00:00,5.58648072526659,NaN,-10.694160144972,NaN,100,842.673147988561,103.852082699079,86.0986837057431,197.389497714795,259.706047635631,NaN,NaN,NaN,0.829051102954015,0,0,0,0.829051102954015
17-Oct-2022 17:00:00,5.44038294182817,NaN,-12.4784571582379,NaN,100,842.913147988561,19.6244933674319,16.2788679774957,200.855684977428,252.539741948612,NaN,NaN,NaN,0.829517872013528,0,0,0,0.829517872013528
17-Oct-2022 18:00:00,5.71471224388595,NaN,-11.5412646642676,NaN,90.2227512226556,843.168334608675,0,0,204.197860634214,256.182439808963,NaN,NaN,NaN,0.829984641073042,0,0,0,0.829984641073042
17-Oct-2022 19:00:00,6.41518583529546,NaN,-9.96503898965207,NaN,69.0299762045516,843.428334608675,0,0,202.695546795642,262.541955176834,NaN,NaN,NaN,0.830451410132555,0,0,0,0.830451410132555
17-Oct-2022 20:00:00,6.52417359566888,NaN,-9.59520535774906,NaN,64.236885838288,843.853673328716,0,0,206.397030821819,263.969593921967,NaN,NaN,NaN,0.830918179192068,0,0,0,0.830918179192068
17-Oct-2022 21:00:00,6.3441030920914,NaN,-10.0849492224377,NaN,59.8074303476914,844.360741298618,0,0,205.000030297299,262.010340320829,NaN,NaN,NaN,0.831384948251581,0,0,0,0.831384948251581
17-Oct-2022 22:00:00,5.9035933203186,NaN,-10.4434580333204,NaN,57.0350188157699,844.560741298618,0,0,207.78517832225,260.506964184764,NaN,NaN,NaN,0.831851717311094,0,0,0,0.831851717311094
17-Oct-2022 23:00:00,4.74395241122513,NaN,-11.1141890992947,NaN,56.8161086199724,844.893673328716,0,0,211.860577954495,257.732888532701,NaN,NaN,NaN,0.832318486370607,0,0,0,0.832318486370607
