Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2005 00:00:00,21.3966356069781,NaN,NaN,NaN,NaN,254.664808364075,NaN,0,264.400056316163,-11.620101512877,NaN,0,98.7743041273254,NaN,0.837064065988573,803.138557424598,0,0,0,0.837064065988573
01-Jan-2005 01:00:00,23.6616585197772,NaN,NaN,NaN,NaN,252.286180833174,NaN,0,257.184394018879,-12.256985930699,NaN,0,98.7644779392914,NaN,0.837147151851968,802.71169577723,8.97306079198188e-05,7.00000000001637e-05,1.97306079196551e-05,0.837147151851968
01-Jan-2005 02:00:00,22.2568167906008,NaN,NaN,NaN,NaN,251.566211917169,NaN,0,260.631509279869,-12.422088770303,NaN,0,98.6268731138136,NaN,0.837230237715363,802.729667011457,0.000102526041590181,9.60558884398779e-05,6.47015315030331e-06,0.837230237715363
01-Jan-2005 03:00:00,22.1306613916645,NaN,NaN,NaN,NaN,251.052415483154,NaN,0,176.804289365709,-12.979882877238,NaN,0,100,NaN,0.837313323578758,803.483259822749,0.000225247712209921,0.00023144847327012,0,0.837313323578758
01-Jan-2005 04:00:00,17.0829620881875,NaN,NaN,NaN,NaN,249.736046686435,NaN,0,252.93549388411,-12.927204566339,NaN,0,98.8778697109039,NaN,0.837396409442152,803.300020967941,0,0,0,0.837396409442152
01-Jan-2005 05:00:00,15.0907306973346,NaN,NaN,NaN,NaN,244.502701934199,NaN,0,168.274956140003,-14.714053837607,NaN,0,100,NaN,0.837479495305547,803.899155405982,3.37992389399915e-05,2.75984778900238e-05,6.2007610499677e-06,0.837479495305547
01-Jan-2005 06:00:00,13.4405509077788,NaN,NaN,NaN,NaN,240.007428187244,NaN,0,190.290190829115,-15.777563331334,NaN,0,100,NaN,0.837562581168942,803.894908301552,0,0,0,0.837562581168942
01-Jan-2005 07:00:00,11.8100383404074,NaN,NaN,NaN,NaN,236.878202003564,NaN,0,155.312769328242,-16.793994867991,NaN,0,100,NaN,0.837645667032337,804.133938460429,0,0,0,0.837645667032337
01-Jan-2005 08:00:00,9.19771504183294,NaN,NaN,NaN,NaN,235.876826022662,NaN,0,180.379781674898,-16.927636277894,NaN,0,96.5109726033206,NaN,0.837728752895731,805.17996801287,0,0,0,0.837728752895731
01-Jan-2005 09:00:00,6.26011994716584,NaN,NaN,NaN,NaN,227.420150745423,NaN,0,180.515527633387,-19.219406532621,NaN,0,100,NaN,0.837811838759126,805.292342273657,0,0,0,0.837811838759126
