Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,ps,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2017 00:00:00,8.64439733189915,NaN,NaN,NaN,NaN,240.844845703655,852.871086688344,NaN,0,212.101367992628,-15.442101726735,NaN,0,100,NaN,0.737280819189553,0,0,0,0.737280819189553
01-Jan-2017 01:00:00,6.72670756649766,NaN,NaN,NaN,NaN,238.875278732576,853.107218667287,NaN,0,219.675406174713,-15.921364660077,NaN,0,100,NaN,0.737260830418642,0,0,0,0.737260830418642
01-Jan-2017 02:00:00,5.58917619870185,NaN,NaN,NaN,NaN,233.601334079208,853.61106345103,NaN,0,204.867515609291,-17.40661400523,NaN,0,100,NaN,0.737240841647731,0,0,0,0.737240841647731
01-Jan-2017 03:00:00,4.35030741200518,NaN,NaN,NaN,NaN,233.617837347307,853.655960033255,NaN,0,195.963868716179,-17.450083861966,NaN,0,100,NaN,0.737220852876821,0,0,0,0.737220852876821
01-Jan-2017 04:00:00,5.79573228724998,NaN,NaN,NaN,NaN,238.33644740961,854.377851635297,NaN,0,207.134722963021,-16.130358813768,NaN,0,93.984579828185,NaN,0.73720086410591,0,0,0,0.73720086410591
01-Jan-2017 05:00:00,8.9336477950443,NaN,NaN,NaN,NaN,243.85565395968,855.127208023856,NaN,0,213.986750664661,-14.64443713534,NaN,0,86.9992011293594,NaN,0.737180875334999,0,0,0,0.737180875334999
01-Jan-2017 06:00:00,10.4488597350576,NaN,NaN,NaN,NaN,246.338572501178,855.270694089535,NaN,0,213.230359980303,-14.004088984161,NaN,0,78.9473899234962,NaN,0.737160886564088,0,0,0,0.737160886564088
01-Jan-2017 07:00:00,9.47842064531583,NaN,NaN,NaN,NaN,248.06052876387,855.178027785595,NaN,0,220.111504731411,-13.524678524756,NaN,0,78.0845898951961,NaN,0.737140897793178,0,0,0,0.737140897793178
01-Jan-2017 08:00:00,10.0184716404709,NaN,NaN,NaN,NaN,251.405397319973,855.40634440916,NaN,0,225.800977630356,-12.640014793415,NaN,0,78.1701894182447,NaN,0.737120909022267,0,0,0,0.737120909022267
01-Jan-2017 09:00:00,8.56535634910911,NaN,NaN,NaN,NaN,252.110918819955,855.400156886293,NaN,0,231.168373646142,-12.433399767671,NaN,0,89.1338221528567,NaN,0.737100920251356,0,0,0,0.737100920251356
01-Jan-2017 10:00:00,8.03843830014423,NaN,NaN,NaN,NaN,254.418007370235,855.317676571276,NaN,0,229.023127518096,-11.860465021126,NaN,0,93.9782721533583,NaN,0.737080931480445,0,0,0,0.737080931480445
01-Jan-2017 11:00:00,9.0548739628668,NaN,NaN,NaN,NaN,259.172394678544,855.499886970904,NaN,0,231.166622373976,-10.658856065363,NaN,0,89.9979944412021,NaN,0.737060942709534,0,0,0,0.737060942709534
01-Jan-2017 12:00:00,6.60469475509597,NaN,NaN,NaN,NaN,257.737117520347,855.473970704688,NaN,13.0566197689971,237.956137106506,-10.982720037689,NaN,9.62326348975552,99.0239317878656,NaN,0.737040953938624,0,0,0,0.737040953938624
01-Jan-2017 13:00:00,6.90746079414855,NaN,NaN,NaN,NaN,258.607541619489,854.597928295363,NaN,23.1500872343426,232.486843349105,-10.792905159716,NaN,17.0620996371719,100,NaN,0.737020965167713,0,0,0,0.737020965167713
01-Jan-2017 14:00:00,10.4345694114198,NaN,NaN,NaN,NaN,263.142820233253,854.067102580787,NaN,18.1384999538218,200.276217031844,-9.828792352493,NaN,13.36809217634,98.498859410345,NaN,0.737000976396802,0,0,0,0.737000976396802
01-Jan-2017 15:00:00,9.10053341566091,NaN,NaN,NaN,NaN,262.646428725029,855.375038089647,NaN,0,226.007952266193,-9.82429700598499,NaN,0,100,NaN,0.736980987625891,0,0,0,0.736980987625891
01-Jan-2017 16:00:00,9.17874194688319,NaN,NaN,NaN,NaN,263.225111591164,856.073954429761,NaN,0,240.0221625848,-9.61289715058098,NaN,0,98.0982601466656,NaN,0.736960998854981,0,0,0,0.736960998854981
01-Jan-2017 17:00:00,8.07253547459251,NaN,NaN,NaN,NaN,260.885757477693,855.401642963676,NaN,0,197.655921766429,-10.399742495066,NaN,0,99.1213685882527,NaN,0.73694101008407,0,0,0,0.73694101008407
01-Jan-2017 18:00:00,9.09896589459285,NaN,NaN,NaN,NaN,263.687557824862,854.128848231781,NaN,0,193.490810266035,-9.72805773524595,NaN,0,87.9183587739242,NaN,0.736921021313159,0,0,0,0.736921021313159
