Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2009 00:00:00,4.14993397983548,NaN,NaN,NaN,NaN,258.835364288373,NaN,0,228.593894152491,-10.755550413861,0,100,NaN,0.841961303822537,854.422094057275,0,0,0,0.841961303822537
01-Jan-2009 01:00:00,3.51545604070679,NaN,NaN,NaN,NaN,264.611823110256,NaN,0,248.404621541428,-9.23164257616997,0,100,NaN,0.842039312822776,854.375562653017,0,0,0,0.842039312822776
01-Jan-2009 02:00:00,3.29393282656054,NaN,NaN,NaN,NaN,269.071142102883,NaN,0,273.604693669877,-8.02516976958196,0,100,NaN,0.842117321823014,854.389015922787,0,0,0,0.842117321823014
01-Jan-2009 03:00:00,3.39892541569098,NaN,NaN,NaN,NaN,269.890339578616,NaN,0,279.138602283169,-7.80096044555097,0,100,NaN,0.842195330823253,854.347304686092,0,0,0,0.842195330823253
01-Jan-2009 04:00:00,2.43602419724711,NaN,NaN,NaN,NaN,270.249968429581,NaN,0,279.166778365734,-7.714264260069,0,100,NaN,0.842273339823491,854.425492158137,0,0,0,0.842273339823491
01-Jan-2009 05:00:00,1.78467401588108,NaN,NaN,NaN,NaN,270.509050930339,NaN,0,280.241406950521,-7.646790301652,0,100,NaN,0.84235134882373,854.477312332216,0,0,0,0.84235134882373
01-Jan-2009 06:00:00,0.839442164370821,NaN,NaN,NaN,NaN,271.080092312852,NaN,0,280.488880452079,-7.50843440396795,0,100,NaN,0.842429357823968,854.496250074614,0,0,0,0.842429357823968
01-Jan-2009 07:00:00,0.826759401220051,NaN,NaN,NaN,NaN,267.652888329565,NaN,0,276.215454975588,-8.35558081716096,0,100,NaN,0.842507366824207,854.715648883464,0,0,0,0.842507366824207
01-Jan-2009 08:00:00,0.643651936918366,NaN,NaN,NaN,NaN,270.082662774741,NaN,0,281.061957874639,-7.74540079799897,0,100,NaN,0.842585375824445,854.786729390931,0,0,0,0.842585375824445
01-Jan-2009 09:00:00,1.99911097210045,NaN,NaN,NaN,NaN,271.965225179523,NaN,0,279.896707052113,-7.29907735445596,0,100,NaN,0.842663384824684,854.892448379981,0,0,0,0.842663384824684
01-Jan-2009 10:00:00,3.19301104482459,NaN,NaN,NaN,NaN,267.845189807838,NaN,0,255.017570814102,-8.41173556503298,0,100,NaN,0.842741393824922,854.99143425235,0,0,0,0.842741393824922
01-Jan-2009 11:00:00,4.09881187479944,NaN,NaN,NaN,NaN,266.703913946243,NaN,0,256.328808750509,-8.68253134848999,0,100,NaN,0.842819402825161,855.040541947948,3.52984687015123e-06,3.79923894001877e-06,0,0.842819402825161
01-Jan-2009 12:00:00,5.30428676815488,NaN,NaN,NaN,NaN,265.807405315095,NaN,12.2127319736076,233.005977984745,-9.01466822177798,10.2940801718711,100,NaN,0.842897411825399,855.115393329662,3.94612158399923e-05,4.53925848200925e-05,0,0.842897411825399
01-Jan-2009 13:00:00,5.87599472336168,NaN,NaN,NaN,NaN,271.774835072813,NaN,17.4370512277361,275.775597340765,-7.36442657954598,14.699005596659,99.7070432368514,NaN,0.842975420825638,855.06302213934,6.73954521994347e-06,6.47015313984411e-06,2.69392080099351e-07,0.842975420825638
01-Jan-2009 14:00:00,5.10483474702529,NaN,NaN,NaN,NaN,268.01817595463,NaN,17.3688441782182,245.461246098871,-8.41613439473298,14.6428636565581,100,NaN,0.843053429825876,855.121745920507,9.56619768899145e-05,9.56619768901419e-05,0,0.843053429825876
01-Jan-2009 15:00:00,5.06826570890222,NaN,NaN,NaN,NaN,269.679332331607,NaN,0.397306079216169,269.952202482804,-7.89606859206299,0.334981246223891,100,NaN,0.843131438826115,855.082260794512,1.59313689800911e-05,1.6200761059963e-05,0,0.843131438826115
01-Jan-2009 16:00:00,4.71581603253723,NaN,NaN,NaN,NaN,271.047579907338,NaN,0,272.780926903599,-7.55325015180898,0,100,NaN,0.843209447826353,855.165005023568,1.99999999999818e-05,9.99999999999091e-06,9.99999999999091e-06,0.843209447826353
