Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,ps,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2018 00:00:00,9.83166820477256,NaN,NaN,NaN,NaN,253.251175738408,818.902470970858,NaN,0,262.547162586732,-11.985740483185,NaN,0,98.8429511629637,NaN,0.807905511998509,0,0,0,0.807905511998509
01-Jan-2018 01:00:00,9.68690795123538,NaN,NaN,NaN,NaN,252.99038152466,819.410078283979,NaN,0,262.582677290386,-12.051455869977,NaN,0,98.8453072864725,NaN,0.808012518610634,3.37992389399915e-05,6.2007610559931e-06,2.75984778839984e-05,0.808012518610634
01-Jan-2018 02:00:00,9.38451582347087,NaN,NaN,NaN,NaN,251.728772305986,819.819689055582,NaN,0,260.853375487749,-12.379707601329,NaN,0,98.9006371732979,NaN,0.808119525222758,1.6470153130058e-05,0,1.6470153130058e-05,0.808119525222758
01-Jan-2018 03:00:00,9.77688837231686,NaN,NaN,NaN,NaN,251.995151889654,820.265901221285,NaN,0,261.489484222436,-12.308922431686,NaN,0,98.8641712136827,NaN,0.808226531834883,3.62007610599449e-05,2.69392078962483e-07,3.59313689809824e-05,0.808226531834883
01-Jan-2018 04:00:00,8.73664448850441,NaN,NaN,NaN,NaN,252.310830254348,820.802023825888,NaN,0,261.881858811173,-12.226942570968,NaN,0,99.0019229350822,NaN,0.808333538447008,2.99999999999727e-05,0,2.99999999999727e-05,0.808333538447008
01-Jan-2018 05:00:00,8.68249161057054,NaN,NaN,NaN,NaN,252.935330885358,821.183573355017,NaN,0,262.39866390624,-12.066302273934,NaN,0,99.019472420598,NaN,0.808440545059132,3.37992389399915e-05,0,3.37992389399915e-05,0.808440545059132
01-Jan-2018 06:00:00,9.36902923412951,NaN,NaN,NaN,NaN,254.554867485344,821.596906485011,NaN,0,263.554051747807,-11.652015007272,NaN,0,98.9520491370039,NaN,0.808547551671257,3.62007610599449e-05,0,3.62007610599449e-05,0.808547551671257
01-Jan-2018 07:00:00,7.10734141044791,NaN,NaN,NaN,NaN,255.744410741475,822.368576705801,NaN,0,265.213837855421,-11.344904557103,NaN,0,99.4515020149446,NaN,0.808654558283381,1.4068631020109e-05,0,1.4068631020109e-05,0.808654558283381
01-Jan-2018 08:00:00,7.58989627361103,NaN,NaN,NaN,NaN,256.550546372334,822.968155077152,NaN,0,265.909037970282,-11.139542375582,NaN,0,99.3190244676989,NaN,0.808761564895506,2.62007610599539e-05,1.35298468650262e-05,1.26709141949277e-05,0.808761564895506
01-Jan-2018 09:00:00,4.16320041209524,NaN,NaN,NaN,NaN,255.572941800097,823.61092149461,NaN,0,264.943489704241,-11.389262933342,NaN,0,100,NaN,0.808868571507631,7.32908580994263e-06,0,7.32908580994263e-06,0.808868571507631
