Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,ps,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2015 00:00:00,6.70563221295148,NaN,NaN,NaN,NaN,263.323148634659,816.151935403767,NaN,0,253.983324575742,-9.52021042246196,NaN,0,100,NaN,0.873264398405331,0,0,0,0.873264398405331
01-Jan-2015 01:00:00,3.86466563080878,NaN,NaN,NaN,NaN,269.617502000006,815.468379276658,NaN,0,278.41404383622,-7.87017976634598,NaN,0,100,NaN,0.873300333353711,0,0,0,0.873300333353711
01-Jan-2015 02:00:00,6.14736751207287,NaN,NaN,NaN,NaN,268.969189376894,814.452896052234,NaN,0,273.873686189286,-8.04848781386096,NaN,0,99.7612089393613,NaN,0.873336268302091,8.6790301659903e-05,8.29910627098798e-05,3.7992389500232e-06,0.873336268302091
01-Jan-2015 03:00:00,8.12698422237244,NaN,NaN,NaN,NaN,267.868621272733,813.460831982886,NaN,0,217.038210152524,-8.59042140857798,NaN,0,98.4701408122644,NaN,0.873372203250471,0.000171273197360051,0.000164803044229984,6.47015313006704e-06,0.873372203250471
01-Jan-2015 04:00:00,5.96170802498951,NaN,NaN,NaN,NaN,266.2610544686,812.935401312083,NaN,0,234.419455504133,-8.89708775441397,NaN,0,100,NaN,0.873408138198851,0.000726892631000055,0.000726892631000055,0,0.873408138198851
01-Jan-2015 05:00:00,5.27268906448123,NaN,NaN,NaN,NaN,270.026639415143,812.215550846647,NaN,0,276.140297210834,-7.78258026794498,NaN,0,100,NaN,0.873444073147231,3.91410673198607e-05,3.2670914190021e-05,6.47015312983967e-06,0.873444073147231
01-Jan-2015 06:00:00,13.4293050461633,NaN,NaN,NaN,NaN,266.953733450311,811.82437186908,NaN,0,259.340229266008,-8.60715115644598,NaN,0,99.8390732002597,NaN,0.873480008095611,0.00167085709569005,0.00123564718348007,0.000435209912209984,0.873480008095611
01-Jan-2015 07:00:00,11.5657693097159,NaN,NaN,NaN,NaN,265.185760483219,812.341159193581,NaN,0,270.47103345938,-8.98350684027298,NaN,0,99.3587412178135,NaN,0.873515943043991,9.48030442300478e-05,8.48030442298295e-05,1.00000000002183e-05,0.873515943043991
01-Jan-2015 08:00:00,10.5966801712491,NaN,NaN,NaN,NaN,257.925916336762,812.505835221319,NaN,0,255.750802822494,-10.846823358406,NaN,0,99.7854434890774,NaN,0.873551877992371,4.59313689800638e-05,3.62007610501678e-05,9.730607929896e-06,0.873551877992371
01-Jan-2015 09:00:00,9.67109573407461,NaN,NaN,NaN,NaN,254.119687749181,812.473634241769,NaN,0,235.461187549125,-11.903240101648,NaN,0,100,NaN,0.873587812940751,3.35298468598921e-05,3.62007610599449e-05,0,0.873587812940751
01-Jan-2015 10:00:00,8.23905437301535,NaN,NaN,NaN,NaN,243.136292407646,812.32110929072,NaN,0,196.807523278651,-14.921725262055,NaN,0,100,NaN,0.873623747889131,0,0,0,0.873623747889131
