Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2004 00:00:00,18.2472761973717,NaN,NaN,NaN,NaN,237.980775445336,NaN,0,245.412008406746,-16.021814537274,0,98.6221143506693,NaN,0.774533803899567,826.119026808658,0,0,0,0.774533803899567
01-Jan-2004 01:00:00,18.567057663394,NaN,NaN,NaN,NaN,236.27083478935,NaN,0,242.425422339106,-16.491454145818,0,98.6498948643555,NaN,0.774455125847145,826.77226000822,6.90307617189774e-05,6.82750608380047e-05,7.55700880972646e-07,0.774455125847145
01-Jan-2004 02:00:00,18.8143176500828,NaN,NaN,NaN,NaN,235.030480868363,NaN,0,233.992654010217,-16.867232227237,0,98.8754593877128,NaN,0.774376447794723,827.361138466819,6.70166015620453e-05,6.70166015620453e-05,0,0.774376447794723
01-Jan-2004 03:00:00,18.363293320896,NaN,NaN,NaN,NaN,233.734254615938,NaN,0,227.539688635014,-17.249040360749,0,99.0666962070516,NaN,0.774297769742301,828.021944125071,6.8603515625e-05,6.8603515625e-05,0,0.774297769742301
01-Jan-2004 04:00:00,17.4973685027654,NaN,NaN,NaN,NaN,231.791853127343,NaN,0,225.644795679442,-17.782380072712,0,99.1283084093152,NaN,0.77421909168988,828.907247033296,4.93622453680018e-05,4.75153551229823e-05,1.8468902450195e-06,0.77421909168988
01-Jan-2004 05:00:00,17.0715158301545,NaN,NaN,NaN,NaN,230.763491222839,NaN,0,227.122596211311,-18.052653912853,0,99.0672543035495,NaN,0.774140413637458,829.929530933983,3.5888671875e-05,3.5888671875e-05,0,0.774140413637458
01-Jan-2004 06:00:00,16.1412458610563,NaN,NaN,NaN,NaN,229.79691433923,NaN,0,224.769217066541,-18.327824158562,0,99.0535549535007,NaN,0.774061735585036,829.656701952854,3.16275222869535e-05,3.15929932729659e-05,3.45290139875908e-08,0.774061735585036
01-Jan-2004 07:00:00,16.1062345706087,NaN,NaN,NaN,NaN,228.369854264329,NaN,0,211.41674782283,-18.789717467036,0,99.6931544832585,NaN,0.773983057532614,830.641187527054,3.01513671870453e-05,3.01513671880684e-05,0,0.773983057532614
01-Jan-2004 08:00:00,16.1592566203013,NaN,NaN,NaN,NaN,227.30493773492,NaN,0,190.550484884975,-19.195919874943,0,100,NaN,0.773904379480192,830.850847334533,2.84423828129547e-05,2.84374500960212e-05,4.93271693358048e-09,0.773904379480192
01-Jan-2004 09:00:00,18.2126158246721,NaN,NaN,NaN,NaN,227.27808458962,NaN,0,172.329374177752,-19.303473163453,0,100,NaN,0.773825701427771,831.082266151253,7.09597626803315e-06,4.89871064394265e-06,2.19726562409051e-06,0.773825701427771
01-Jan-2004 10:00:00,13.9367635218894,NaN,NaN,NaN,NaN,226.419242082047,NaN,0,167.694182817204,-19.565605078259,0,100,NaN,0.773747023375349,833.207276279895,0,0,0,0.773747023375349
01-Jan-2004 11:00:00,9.9700246390659,NaN,NaN,NaN,NaN,223.981584452745,NaN,0,150.291671591104,-20.337721675831,0,100,NaN,0.773668345322927,834.501875337897,0,0,0,0.773668345322927
01-Jan-2004 12:00:00,8.39628989020112,NaN,NaN,NaN,NaN,221.483338907441,NaN,17.6283931356761,141.369368853321,-21.08634652589,13.6371427803413,100,NaN,0.773589667270505,834.74331865805,0,0,0,0.773589667270505
01-Jan-2004 13:00:00,7.79280467623473,NaN,NaN,NaN,NaN,223.306452714364,NaN,33.7916416362717,142.787060095756,-20.567813486125,26.1382061493755,100,NaN,0.773510989218083,835.43201829573,0,0,0,0.773510989218083
01-Jan-2004 14:00:00,4.92956291120938,NaN,NaN,NaN,NaN,224.495838580868,NaN,24.8187435310241,145.232713766979,-20.222782228158,19.1956181694278,95.4799130086375,NaN,0.773432311165662,836.358826744283,0,0,0,0.773432311165662
01-Jan-2004 15:00:00,6.89804540122348,NaN,NaN,NaN,NaN,233.520313572325,NaN,0,150.072028547612,-17.723772487429,0,67.5694070204078,NaN,0.77335363311324,836.508367543428,0,0,0,0.77335363311324
01-Jan-2004 16:00:00,6.54406117400681,NaN,NaN,NaN,NaN,235.171417122574,NaN,0,153.846231260521,-17.258896001453,0,63.5333816574347,NaN,0.773274955060818,836.767575880646,0,0,0,0.773274955060818
01-Jan-2004 17:00:00,7.58119812060673,NaN,NaN,NaN,NaN,233.585691540568,NaN,0,160.470765195435,-17.650004210128,0,70.8751839786135,NaN,0.773196277008396,837.141813726424,0,0,0,0.773196277008396
01-Jan-2004 18:00:00,10.4264051183474,NaN,NaN,NaN,NaN,239.2595730424,NaN,0,174.93845657576,-16.056405032407,0,73.6561947954448,NaN,0.773117598955974,837.513040292726,0,0,0,0.773117598955974
01-Jan-2004 19:00:00,11.1209964599834,NaN,NaN,NaN,NaN,244.017983820944,NaN,0,190.583933522167,-14.724099833202,0,80.2666268555352,NaN,0.773038920903553,836.942619166587,0,0,0,0.773038920903553
01-Jan-2004 20:00:00,12.7017326466986,NaN,NaN,NaN,NaN,248.290615867791,NaN,0,202.957156258625,-13.553734841862,0,88.6059815957342,NaN,0.772960242851131,836.950096940876,0,0,0,0.772960242851131
01-Jan-2004 21:00:00,12.6256194588347,NaN,NaN,NaN,NaN,250.779575962165,NaN,0,215.768392588328,-12.85059282792,0,89.8411695662879,NaN,0.772881564798709,836.822455881671,0,0,0,0.772881564798709
01-Jan-2004 22:00:00,11.0733640387922,NaN,NaN,NaN,NaN,251.717976571412,NaN,0,211.124174581098,-12.635168771831,0,93.3625053461834,NaN,0.772802886746287,837.35571581271,0,0,0,0.772802886746287
01-Jan-2004 23:00:00,3.79303103401879,NaN,NaN,NaN,NaN,245.504226578137,NaN,0,183.356315691145,-14.375043702954,0,100,NaN,0.772724208693866,837.846057941444,0,0,0,0.772724208693866
02-Jan-2004 00:00:00,4.33151840363585,NaN,NaN,NaN,NaN,242.335684066577,NaN,0,180.481030070248,-15.216738139957,0,100,NaN,0.772645530641444,838.182926064805,0,0,0,0.772645530641444
