Time,f,HS,HS_mod,HS_nor,HS_obs,lw_out,d,sw_in,lw_in,t,t2,sw_out,rh,Ts,Albedo_acc,ps,TotalPrecipmweq,Snowfallmweq,Rainfallmweq,R_median_filter_albe_GFD
01-Jan-2012 00:00:00,8.36697502031964,NaN,NaN,NaN,NaN,264.105637637814,NaN,0,272.852021544111,-9.23586154262898,NaN,0,99.5644108155139,NaN,0.690999614123847,794.31025424708,0,0,0,0.690999614123847
01-Jan-2012 01:00:00,8.09196647394124,NaN,NaN,NaN,NaN,262.905938786294,NaN,0,272.256251828654,-9.53291909298196,NaN,0,99.6086708656583,NaN,0.691109531907068,794.38387406441,7.10052484701009e-05,6.20437626000694e-05,8.96148587003154e-06,0.691109531907068
01-Jan-2012 02:00:00,10.9651915231112,NaN,NaN,NaN,NaN,265.604365223146,NaN,0,275.252510998663,-8.85809184960999,NaN,0,99.1796221069848,NaN,0.691219449690289,794.109591845626,0.00031381799960991,0.000271666359569963,4.21516400399469e-05,0.691219449690289
01-Jan-2012 03:00:00,7.86964507767216,NaN,NaN,NaN,NaN,263.684873920119,NaN,0,272.727036313152,-9.33952114117,NaN,0,98.9017959175293,NaN,0.69132936747351,793.939092679245,0.000679319014060184,0.000649382010909903,2.99370031502804e-05,0.69132936747351
01-Jan-2012 04:00:00,8.49656219316292,NaN,NaN,NaN,NaN,264.544237534432,NaN,0,273.311754498473,-9.12632693720599,NaN,0,99.4751696013525,NaN,0.691439285256731,793.841087306132,0.00115668462904,0.00109360236662997,6.30822624100346e-05,0.691439285256731
01-Jan-2012 05:00:00,9.68262107254362,NaN,NaN,NaN,NaN,264.126137274647,NaN,0,273.005604348101,-9.230092389486,NaN,0,99.327256252252,NaN,0.691549203039952,793.727150808633,0.000648161854539921,0.000623184076740017,2.49777777999043e-05,0.691549203039952
01-Jan-2012 06:00:00,10.823627054738,NaN,NaN,NaN,NaN,264.92031524825,NaN,0,272.83798936784,-9.03675404796996,NaN,0,99.2448761901405,NaN,0.691659120823173,793.527413875146,0.000612720560659909,0.000596713904930084,1.60066557298251e-05,0.691659120823173
01-Jan-2012 07:00:00,10.2606852593938,NaN,NaN,NaN,NaN,266.477285532086,NaN,0,275.376977405812,-8.645000708998,NaN,0,99.2713713614847,NaN,0.691769038606394,793.787691550402,0.000127444830570084,0.0001172903240099,1.0154506560184e-05,0.691769038606394
01-Jan-2012 08:00:00,9.20059818028297,NaN,NaN,NaN,NaN,265.570152257491,NaN,0,274.965026042688,-8.86783182192096,NaN,0,99.4018048491243,NaN,0.691878956389615,794.067319389173,5.48202315299022e-05,3.54665848201421e-05,1.93536467097601e-05,0.691878956389615
01-Jan-2012 09:00:00,9.92891197056999,NaN,NaN,NaN,NaN,265.281399161437,NaN,0,273.701889001423,-8.94440339896795,NaN,0,99.3309064082339,NaN,0.691988874172836,794.247457709908,0.000207832945960035,0.000204770703129952,3.06224283008305e-06,0.691988874172836
01-Jan-2012 10:00:00,8.05473448988871,NaN,NaN,NaN,NaN,263.490779647054,NaN,0,273.091801361311,-9.38530815238397,NaN,0,99.5963435879948,NaN,0.692098791956057,794.499341666413,0.000107032667030126,0.000102171027870099,4.86163916002624e-06,0.692098791956057
01-Jan-2012 11:00:00,5.91440055244647,NaN,NaN,NaN,NaN,261.044249559057,NaN,0,271.261154870679,-9.99623862252298,NaN,0,100,NaN,0.692208709739278,794.857815924163,2.71090034098052e-05,0,2.71090034098052e-05,0.692208709739278
01-Jan-2012 12:00:00,4.27030127851782,NaN,NaN,NaN,NaN,259.857336991414,NaN,10.3002598606537,269.544852201854,-10.298268850791,NaN,7.13106176985286,100,NaN,0.692318627522499,795.160969210627,1.80921872702129e-05,0,1.80921872702129e-05,0.692318627522499
01-Jan-2012 13:00:00,4.13295078217048,NaN,NaN,NaN,NaN,255.713681643366,NaN,20.4969153071712,263.636959359668,-11.360517726301,NaN,14.1926492493991,100,NaN,0.69242854530572,795.27403601115,1.28609007999785e-05,0,1.28609007999785e-05,0.69242854530572
01-Jan-2012 14:00:00,5.01538983534134,NaN,NaN,NaN,NaN,256.234187465512,NaN,15.6092200770813,263.258438983411,-11.2319839865009,NaN,10.8099852821989,100,NaN,0.692538463088941,795.309203071695,1.83776035298706e-05,0,1.83776035298706e-05,0.692538463088941
01-Jan-2012 15:00:00,4.1901055441079,NaN,NaN,NaN,NaN,250.184490559444,NaN,0,242.806407562891,-12.864452296653,NaN,0,100,NaN,0.692648380872162,795.252908413857,6.59172901009697e-06,6.46334199245757e-08,6.52709559017239e-06,0.692648380872162
01-Jan-2012 16:00:00,4.98812065152818,NaN,NaN,NaN,NaN,242.299369720567,NaN,0,186.943512271303,-15.192375295741,NaN,0,100,NaN,0.692758298655383,795.049493470617,5.62095574991872e-06,0,5.62095574991872e-06,0.692758298655383
01-Jan-2012 17:00:00,5.57352953344471,NaN,NaN,NaN,NaN,238.902825088827,NaN,0,171.613440266876,-16.168538808483,NaN,0,100,NaN,0.692868216438604,794.956996763484,0,0,0,0.692868216438604
01-Jan-2012 18:00:00,6.66224135300993,NaN,NaN,NaN,NaN,242.179874925465,NaN,0,166.900760833912,-15.328873174645,NaN,0,100,NaN,0.692978134221825,794.790033807731,0,0,0,0.692978134221825
01-Jan-2012 19:00:00,6.41700696086477,NaN,NaN,NaN,NaN,256.880363807618,NaN,0,237.471111636591,-11.199330440197,NaN,0,100,NaN,0.693088052005046,794.662874245732,3.00532477299384e-05,2.94500475699806e-05,6.03200159957853e-07,0.693088052005046
01-Jan-2012 20:00:00,6.7998696879368,NaN,NaN,NaN,NaN,252.760766224765,NaN,0,204.417844059933,-12.404250132836,NaN,0,100,NaN,0.693197969788267,794.530161518323,0.000391249040820185,0.000383612972520041,7.63606830014396e-06,0.693197969788267
01-Jan-2012 21:00:00,5.14164507702435,NaN,NaN,NaN,NaN,258.743122748844,NaN,0,258.505984777031,-10.629627409029,NaN,0,100,NaN,0.693307887571488,794.498632356848,0.000339392718509998,0.000331838784599995,7.55393391000325e-06,0.693307887571488
01-Jan-2012 22:00:00,4.90207190393553,NaN,NaN,NaN,NaN,246.667296437106,NaN,0,228.178502639633,-13.841970226492,NaN,0,100,NaN,0.693417805354709,794.287285891844,5.24404570498973e-05,4.81525120599144e-05,4.28794498998286e-06,0.693417805354709
01-Jan-2012 23:00:00,5.7359121164871,NaN,NaN,NaN,NaN,247.156141119698,NaN,0,216.552573880874,-13.775853746506,NaN,0,100,NaN,0.69352772313793,794.164615683017,1.81802593999691e-05,1.0670247310145e-05,7.51001208982416e-06,0.69352772313793
02-Jan-2012 00:00:00,3.46491143552366,NaN,NaN,NaN,NaN,252.632542871246,NaN,0,243.921642253033,-12.236438828968,NaN,0,100,NaN,0.693637640921151,794.04678836491,4.07174327299344e-05,4.00182343698816e-05,6.99198360052831e-07,0.693637640921151
